date,ewe_row,ewe_col,n_depths,min_depth,max_depth,cast_nitrogen_int_mmol_m2,cast_nitrogen_int_gN_m2,cast_nitrogen_avg_mmol_L,cast_nitrogen_avg_umol_L
2017-04-25,60,37,2,0.1,20.0,35.82,0.501719994,0.0018,1.8
2017-05-03,68,19,4,0.1,20.0,141.83724999999998,1.9866718095749998,0.007127499999999999,7.1274999999999995
2017-05-03,69,34,2,0.1,20.0,49.84949999999999,0.6982269916499999,0.002505,2.505
2017-05-03,77,35,2,0.1,20.0,225.069,3.1524739622999998,0.01131,11.31
2017-05-04,5,4,2,0.1,20.0,99.20149999999998,1.3894856500499997,0.004985,4.984999999999999
2017-05-04,12,4,4,0.1,20.0,81.54025,1.1421098196750001,0.0040975000000000004,4.0975
2017-05-04,14,20,4,0.1,20.0,59.0035,0.8264443234500001,0.002965,2.9650000000000003
2017-05-04,17,11,2,0.1,20.0,19.9,0.27873333,0.001,1.0
2017-05-04,17,22,2,0.1,20.0,54.028499999999994,0.7567609909499999,0.002715,2.715
2017-05-04,18,19,2,0.1,20.0,17.313,0.2424979971,0.00087,0.87
2017-05-04,19,10,2,0.1,20.0,72.635,1.0173766545,0.0036500000000000005,3.6500000000000004
2017-05-04,20,14,2,0.1,20.0,16.716,0.23413599720000003,0.00084,0.8400000000000001
2017-05-04,21,6,4,0.1,20.0,121.63875,1.7037574796250001,0.006112500000000001,6.112500000000001
2017-05-04,106,34,2,0.1,20.0,120.39499999999998,1.6863366464999998,0.00605,6.05
2017-05-04,108,31,4,0.1,20.0,85.81875,1.202037485625,0.0043125,4.3125
2017-05-04,118,35,2,0.1,20.0,77.61,1.087059987,0.0039000000000000003,3.9000000000000004
2017-05-05,121,52,4,0.1,20.0,75.32149999999999,1.05500565405,0.0037849999999999997,3.7849999999999997
2017-05-05,125,46,2,0.1,20.0,94.02749999999999,1.3170149842499999,0.004725,4.725
2017-05-05,126,32,2,0.1,20.0,152.23499999999999,2.1323099745,0.00765,7.6499999999999995
2017-05-05,127,29,2,0.1,20.0,172.23449999999997,2.4124369711499996,0.008655,8.655
2017-05-05,130,55,2,0.1,20.0,121.29049999999998,1.6988796463499998,0.006095,6.095
2017-05-05,133,44,2,0.1,20.0,119.6985,1.67658097995,0.006015,6.015000000000001
2017-05-06,39,30,2,0.1,20.0,97.6095,1.36718698365,0.0049050000000000005,4.905
2017-05-06,40,17,2,0.1,20.0,50.645500000000006,0.7093763248500001,0.0025450000000000004,2.5450000000000004
2017-05-06,41,4,2,0.1,20.0,113.62899999999999,1.5915673143,0.00571,5.71
2017-05-06,52,3,2,0.1,20.0,100.89299999999999,1.4131779830999998,0.005069999999999999,5.069999999999999
2017-05-06,55,11,4,0.1,20.0,116.31549999999999,1.6291963138499999,0.0058449999999999995,5.845
2017-05-10,5,4,2,0.1,20.0,200.98999999999998,2.815206633,0.0101,10.1
2017-05-10,12,4,4,0.1,20.0,93.18175,1.305168817725,0.0046825,4.6825
2017-05-10,17,11,2,0.1,20.0,123.38,1.728146646,0.0062,6.2
2017-05-10,19,10,2,0.1,20.0,94.92299999999999,1.3295579840999998,0.00477,4.77
2017-05-10,20,14,2,0.1,20.0,93.4305,1.3086529843499999,0.004695,4.695
2017-05-10,21,6,4,0.1,20.0,94.27624999999999,1.320499150875,0.0047374999999999995,4.7375
2017-05-11,14,20,4,0.1,20.0,69.15249999999999,0.9685983217499998,0.003475,3.4749999999999996
2017-05-11,17,22,2,0.1,20.0,87.55999999999999,1.2264266519999998,0.004399999999999999,4.3999999999999995
2017-05-11,18,19,2,0.1,20.0,31.84,0.445973328,0.0016,1.6
2017-05-11,126,32,2,0.1,20.0,121.788,1.7058479796,0.0061200000000000004,6.12
2017-05-11,127,29,2,0.1,20.0,86.36599999999999,1.2097026521999998,0.00434,4.34
2017-05-11,127,30,6,0.1,20.0,84.21016666666665,1.17950654145,0.0042316666666666666,4.2316666666666665
2017-05-11,128,31,4,0.1,20.0,64.37650000000001,0.9017023225500002,0.003235000000000001,3.2350000000000008
2017-05-12,40,17,2,0.1,20.0,39.401999999999994,0.5518919934,0.0019799999999999996,1.9799999999999995
2017-05-12,41,4,2,0.1,20.0,69.1525,0.96859832175,0.0034750000000000007,3.4750000000000005
2017-05-12,52,3,2,0.1,20.0,71.3415,0.99925898805,0.003585,3.585
2017-05-12,55,11,4,0.1,20.0,57.06324999999999,0.7992678237749998,0.0028675,2.8674999999999997
2017-05-12,68,19,4,0.1,20.0,52.337,0.7330686579000001,0.0026300000000000004,2.6300000000000003
2017-05-12,69,34,2,0.1,20.0,69.5505,0.97417298835,0.0034950000000000003,3.495
2017-05-12,77,35,2,0.1,20.0,62.585499999999996,0.87661632285,0.0031450000000000002,3.145
2017-05-12,101,66,2,0.1,20.0,65.47099999999999,0.9170326556999999,0.0032899999999999995,3.2899999999999996
2017-05-12,102,59,2,0.1,20.0,114.52449999999999,1.60411031415,0.005755,5.755
2017-05-12,121,52,4,0.1,20.0,112.18625,1.571359147875,0.0056375,5.6375
2017-05-12,125,46,2,0.1,20.0,91.4405,1.28077965135,0.004595000000000001,4.595000000000001
2017-05-12,130,55,2,0.1,20.0,149.74749999999997,2.09746830825,0.007525,7.5249999999999995
2017-05-12,133,44,2,0.1,20.0,179.498,2.5141746366,0.00902,9.02
2017-05-14,52,34,2,0.1,20.0,25.073999999999998,0.3512039958,0.00126,1.26
2017-05-14,58,43,4,0.1,20.0,182.9805,2.56295296935,0.009195,9.195
2017-05-14,60,37,2,0.1,20.0,70.247,0.9839286549,0.00353,3.5300000000000002
2017-05-21,52,34,2,0.1,20.0,128.95199999999997,1.8061919783999996,0.006479999999999999,6.479999999999999
2017-05-21,58,43,4,0.1,20.0,140.44424999999998,1.967160476475,0.0070574999999999995,7.057499999999999
2017-05-21,60,37,2,0.1,20.0,134.4245,1.88284364415,0.006755,6.755
2017-05-22,14,20,4,0.1,20.0,109.30075000000001,1.5309428150250002,0.005492500000000001,5.492500000000001
2017-05-22,17,22,2,0.1,20.0,162.6825,2.27864497275,0.008175,8.175
2017-05-22,18,19,2,0.1,20.0,78.605,1.1009966535,0.00395,3.95
2017-05-22,19,10,2,0.1,20.0,103.97749999999999,1.45638164925,0.005225,5.225
2017-05-22,20,14,2,0.1,20.0,101.48999999999998,1.4215399829999997,0.0050999999999999995,5.1
2017-05-22,21,6,4,0.1,20.0,120.34525000000002,1.6856398131750003,0.006047500000000001,6.047500000000001
2017-05-22,68,19,4,0.1,20.0,115.96724999999998,1.6243184805749997,0.005827499999999999,5.8275
2017-05-22,69,34,2,0.1,20.0,92.8335,1.3002909844500001,0.004665,4.665
2017-05-22,77,35,2,0.1,20.0,86.6645,1.21388365215,0.004355,4.355
2017-05-23,39,30,2,0.1,20.0,80.8935,1.13305098645,0.004065,4.065
2017-05-23,121,52,4,0.1,20.0,139.15075,1.949042810025,0.0069925,6.9925
2017-05-23,125,46,2,0.1,20.0,104.475,1.4633499825,0.00525,5.25
2017-05-23,126,32,2,0.1,20.0,77.90849999999999,1.09124098695,0.003914999999999999,3.914999999999999
2017-05-23,127,29,2,0.1,20.0,71.1425,0.99647165475,0.003575,3.575
2017-05-23,130,55,2,0.1,20.0,53.0335,0.74282432445,0.002665,2.665
2017-05-23,133,44,2,0.1,20.0,92.13699999999999,1.2905353178999999,0.00463,4.63
2017-05-24,97,68,2,0.1,20.0,11.741000000000001,0.16445266470000003,0.00059,0.5900000000000001
2017-05-24,101,66,2,0.1,20.0,38.506499999999996,0.53934899355,0.0019349999999999999,1.9349999999999998
2017-06-04,5,4,2,0.1,20.0,134.325,1.8814499775,0.00675,6.75
2017-06-04,12,4,4,0.1,20.0,0.0,0.0,0.0,0.0
2017-06-04,17,11,2,0.1,20.0,0.0,0.0,0.0,0.0
2017-06-05,39,30,2,0.1,20.0,61.69,0.864073323,0.0031,3.1
2017-06-05,106,34,2,0.1,20.0,51.342,0.7191319914,0.0025800000000000003,2.58
2017-06-05,108,31,4,0.1,20.0,64.72474999999999,0.9065801558249998,0.0032524999999999993,3.2524999999999995
2017-06-05,118,35,2,0.1,20.0,77.809,1.0898473203,0.00391,3.91
2017-06-06,14,20,4,0.1,20.0,71.64,1.003439988,0.0036,3.6
2017-06-06,17,22,2,0.1,20.0,157.21,2.201993307,0.0079,7.9
2017-06-06,18,19,2,0.1,20.0,33.83,0.473846661,0.0017,1.7
2017-06-06,19,10,2,0.1,20.0,64.675,0.9058833225,0.00325,3.25
2017-06-06,20,14,2,0.1,20.0,58.705,0.8222633235,0.0029500000000000004,2.95
2017-06-06,21,6,4,0.1,20.0,63.18249999999999,0.8849783227499999,0.003175,3.175
2017-06-06,40,17,2,0.1,20.0,56.51599999999999,0.7916026571999999,0.0028399999999999996,2.84
2017-06-06,41,4,2,0.1,20.0,48.157999999999994,0.6745346586,0.00242,2.42
2017-06-06,52,3,2,0.1,20.0,42.188,0.5909146596,0.00212,2.12
2017-06-06,52,34,2,0.1,20.0,42.08849999999999,0.5895209929499998,0.0021149999999999997,2.1149999999999998
2017-06-06,55,11,4,0.1,20.0,24.278,0.3400546626,0.00122,1.22
2017-06-06,58,43,4,0.1,20.0,126.8625,1.77692497875,0.006375,6.375
2017-06-06,60,37,2,0.1,20.0,100.29599999999999,1.4048159832,0.00504,5.04
2017-06-06,97,62,4,0.1,20.0,146.1655,2.04729630885,0.007345000000000001,7.345000000000001
2017-06-06,97,68,2,0.1,20.0,18.2085,0.25504099695000004,0.0009150000000000001,0.9150000000000001
2017-06-06,101,66,2,0.1,20.0,139.0015,1.94695231005,0.006985,6.985
2017-06-06,102,59,2,0.1,20.0,97.6095,1.36718698365,0.0049050000000000005,4.905
2017-06-06,121,52,4,0.1,20.0,122.73325,1.719087812775,0.0061675,6.1675
2017-06-06,130,55,2,0.1,20.0,103.3805,1.44801964935,0.005195,5.195
2017-06-06,133,44,2,0.1,20.0,166.06549999999996,2.3260296388499997,0.008344999999999998,8.344999999999999
2017-06-07,68,19,4,0.1,20.0,11.890249999999998,0.16654316467499997,0.0005974999999999999,0.5974999999999999
2017-06-07,69,34,2,0.1,20.0,102.38549999999998,1.4340829828499997,0.005144999999999999,5.145
2017-06-07,77,35,2,0.1,20.0,58.406499999999994,0.81808232355,0.002935,2.935
2017-06-07,126,32,2,0.1,20.0,163.17999999999998,2.2856133059999997,0.008199999999999999,8.2
2017-06-07,127,29,2,0.1,20.0,87.56,1.226426652,0.0044,4.4
2017-06-07,127,30,6,0.1,20.0,78.605,1.1009966535,0.00395,3.95
2017-06-07,128,31,4,0.1,20.0,98.50499999999998,1.3797299834999999,0.0049499999999999995,4.949999999999999
2017-06-10,68,19,4,0.1,20.0,48.20775,0.675231491925,0.0024224999999999997,2.4225
2017-06-10,69,34,2,0.1,20.0,105.1715,1.47310564905,0.005285,5.285
2017-06-10,77,35,2,0.1,20.0,79.79899999999999,1.1177206533,0.00401,4.01
2017-06-11,121,52,4,0.1,20.0,78.95325,1.1058744867749999,0.0039675000000000005,3.9675000000000007
2017-06-11,125,46,2,0.1,20.0,122.28549999999998,1.7128163128499998,0.006144999999999999,6.145
2017-06-11,130,55,2,0.1,20.0,93.03249999999998,1.3030783177499998,0.0046749999999999995,4.675
2017-06-11,133,44,2,0.1,20.0,214.12399999999997,2.9991706307999997,0.01076,10.76
2017-06-12,39,30,2,0.1,20.0,106.46499999999999,1.4912233154999999,0.00535,5.35
2017-06-12,52,34,2,0.1,20.0,119.201,1.6696126466999999,0.0059900000000000005,5.99
2017-06-12,58,43,4,0.1,20.0,161.0905,2.2563463063499998,0.008095000000000001,8.095
2017-06-12,60,37,2,0.1,20.0,138.80249999999998,1.9441649767499998,0.006974999999999999,6.975
2017-06-12,126,32,2,0.1,20.0,346.25999999999993,4.849959941999999,0.0174,17.4
2017-06-12,127,29,2,0.1,20.0,72.63499999999999,1.0173766544999998,0.00365,3.65
2017-06-12,127,30,6,0.1,20.0,133.99333333333334,1.8768044220000002,0.006733333333333334,6.733333333333334
2017-06-12,128,31,4,0.1,20.0,313.42499999999995,4.3900499475,0.015749999999999997,15.749999999999996
2017-06-13,5,4,2,0.1,20.0,159.2995,2.23126030665,0.008005,8.005
2017-06-13,12,4,4,0.1,20.0,137.01149999999998,1.9190789770499999,0.006885,6.885
2017-06-13,14,20,6,0.1,20.0,124.02674999999999,1.737205479225,0.0062325,6.2325
2017-06-13,17,11,2,0.1,20.0,92.13699999999999,1.2905353178999999,0.00463,4.63
2017-06-13,17,22,4,0.1,20.0,129.748,1.8173413116,0.00652,6.52
2017-06-13,18,19,4,0.1,20.0,118.90249999999999,1.6654316467499999,0.005974999999999999,5.975
2017-06-13,19,10,2,0.1,20.0,131.2405,1.83824631135,0.006595000000000001,6.595000000000001
2017-06-13,20,14,2,0.1,20.0,105.1715,1.47310564905,0.005285,5.285
2017-06-13,21,6,4,0.1,20.0,135.718,1.9009613105999998,0.0068200000000000005,6.82
2017-06-13,40,17,2,0.1,20.0,146.7625,2.05565830875,0.007375,7.375
2017-06-13,41,4,2,0.1,20.0,24.875,0.34841666250000003,0.00125,1.25
2017-06-13,52,3,2,0.1,20.0,6.865499999999999,0.09616299884999999,0.000345,0.345
2017-06-13,97,62,5,0.1,20.0,109.20124999999999,1.529549148375,0.0054875,5.4875
2017-06-13,97,68,2,0.1,20.0,121.987,1.7086353129,0.00613,6.13
2017-06-13,101,66,2,0.1,20.0,137.21049999999997,1.9218663103499996,0.006894999999999998,6.894999999999999
2017-06-13,102,59,2,0.1,20.0,116.216,1.6278026472,0.00584,5.84
2017-06-22,14,20,4,0.1,20.0,166.41375,2.330907472125,0.0083625,8.3625
2017-06-22,17,22,2,0.1,20.0,225.46699999999998,3.1580486289,0.01133,11.33
2017-06-22,18,19,2,0.1,20.0,222.3825,3.11484496275,0.011175000000000001,11.175
2017-06-22,19,10,2,0.1,20.0,117.808,1.6501013136000002,0.005920000000000001,5.920000000000001
2017-06-22,20,14,3,0.1,20.0,147.30974999999998,2.063323475325,0.0074025,7.4025
2017-06-22,21,6,4,0.1,20.0,105.81824999999999,1.482164482275,0.0053175,5.3175
2017-06-22,40,17,2,0.1,20.0,123.38,1.728146646,0.0062,6.2
2017-06-22,41,4,2,0.1,20.0,40.4965,0.5672223265499999,0.0020350000000000004,2.035
2017-06-22,52,3,2,0.1,20.0,53.332,0.7470053244,0.00268,2.68
2017-06-22,55,11,4,0.1,20.0,62.18749999999999,0.87104165625,0.003125,3.125
2017-06-22,101,66,2,0.1,20.0,161.2895,2.25913363965,0.008105000000000001,8.105
2017-06-23,39,30,2,0.1,20.0,103.28099999999998,1.4466259826999996,0.005189999999999999,5.1899999999999995
2017-06-23,52,34,2,0.1,20.0,11.8405,0.16584633135000001,0.000595,0.5950000000000001
2017-06-23,58,43,4,0.1,20.0,14.427499999999998,0.20208166425,0.000725,0.725
2017-06-23,60,37,2,0.1,20.0,11.741000000000001,0.16445266470000003,0.00059,0.5900000000000001
2017-06-23,121,52,4,0.1,20.0,38.058749999999996,0.533077493625,0.0019125,1.9124999999999999
2017-06-23,125,46,2,0.1,20.0,75.5205,1.05779298735,0.003795,3.7950000000000004
2017-06-23,126,32,2,0.1,20.0,251.536,3.5231892912,0.01264,12.64
2017-06-23,127,29,2,0.1,20.0,135.12099999999998,1.8925993106999999,0.006789999999999999,6.789999999999999
2017-06-23,127,30,6,0.1,20.0,178.0718333333333,2.4941987479499996,0.008948333333333332,8.948333333333332
2017-06-23,128,31,4,0.1,20.0,163.72724999999997,2.2932784725749995,0.008227499999999999,8.2275
2017-06-23,130,55,2,0.1,20.0,120.39499999999998,1.6863366464999998,0.00605,6.05
2017-06-23,133,44,2,0.1,20.0,63.083000000000006,0.8835846561000001,0.0031700000000000005,3.1700000000000004
2017-06-24,68,19,4,0.1,20.0,69.00325,0.9665078217749999,0.0034674999999999997,3.4675
2017-06-24,69,34,2,0.1,20.0,131.4395,1.8410336446500002,0.0066050000000000015,6.605000000000001
2017-06-24,77,35,2,0.1,20.0,166.56299999999996,2.3329979720999994,0.008369999999999999,8.37
2017-07-05,52,34,2,0.1,20.0,152.93149999999997,2.14206564105,0.007684999999999999,7.684999999999999
2017-07-05,58,43,4,0.1,20.0,112.634,1.5776306478,0.00566,5.66
2017-07-05,60,37,2,0.1,20.0,133.2305,1.86611964435,0.006695000000000001,6.695000000000001
2017-07-06,5,4,2,0.1,20.0,132.335,1.8535766445000001,0.006650000000000001,6.650000000000001
2017-07-06,17,11,2,0.1,20.0,55.71999999999999,0.7804533239999999,0.0028,2.8
2017-07-06,97,62,4,0.1,20.0,117.36025,1.643829813675,0.0058975,5.8975
2017-07-06,97,68,2,0.1,20.0,111.24099999999999,1.5581193146999999,0.0055899999999999995,5.59
2017-07-06,101,66,2,0.1,20.0,133.927,1.8758753109,0.006730000000000001,6.73
2017-07-06,102,59,2,0.1,20.0,127.16099999999999,1.7811059786999999,0.00639,6.39
2017-07-06,126,32,4,0.1,20.0,23.481999999999996,0.32890532939999995,0.0011799999999999998,1.18
2017-07-06,127,29,4,0.1,20.0,96.11699999999999,1.3462819839,0.00483,4.83
2017-07-06,127,30,6,0.1,20.0,78.83716666666666,1.10424854235,0.003961666666666667,3.9616666666666673
2017-07-06,128,31,4,0.1,20.0,68.7545,0.9630236551499999,0.003455,3.455
2017-07-07,17,22,2,0.1,20.0,102.485,1.4354766495,0.00515,5.15
2017-07-07,19,10,2,0.1,20.0,128.355,1.7978299784999998,0.00645,6.45
2017-07-07,20,14,2,0.1,20.0,141.29,1.979006643,0.0071,7.1000000000000005
2017-07-07,21,6,3,0.1,20.0,99.00249999999998,1.3866983167499998,0.004974999999999999,4.975
2017-07-07,39,30,2,0.1,20.0,102.485,1.4354766495,0.00515,5.15
2017-07-07,40,17,2,0.1,20.0,53.73,0.752579991,0.0027,2.7
2017-07-07,41,4,2,0.1,20.0,42.38699999999999,0.5937019928999999,0.00213,2.13
2017-07-07,52,3,2,0.1,20.0,140.49399999999997,1.9678573097999996,0.007059999999999999,7.059999999999999
2017-07-07,55,11,4,0.1,20.0,72.13749999999999,1.01040832125,0.0036249999999999998,3.6249999999999996
2017-07-07,121,52,4,0.1,20.0,114.9225,1.60968498075,0.005775000000000001,5.775
2017-07-07,125,46,2,0.1,20.0,27.262999999999995,0.3818646620999999,0.00137,1.3699999999999999
2017-07-07,128,31,4,0.1,20.0,68.7545,0.9630236551499999,0.003455,3.455
2017-07-07,130,55,2,0.1,20.0,79.99799999999999,1.1205079865999998,0.004019999999999999,4.02
2017-07-07,133,44,2,0.1,20.0,119.39999999999999,1.67239998,0.006,6.0
2017-07-08,68,19,4,0.1,20.0,101.53974999999997,1.4222368163249997,0.005102499999999999,5.102499999999999
2017-07-08,69,34,2,0.1,20.0,89.05249999999998,1.2473316517499997,0.004475,4.475
2017-07-08,77,35,2,0.1,20.0,109.44999999999999,1.533033315,0.0055,5.5
2017-07-15,68,19,4,0.1,20.0,76.11749999999999,1.06615498725,0.003825,3.8249999999999997
2017-07-15,69,34,2,0.1,20.0,88.55499999999999,1.2403633185,0.00445,4.45
2017-07-15,77,35,2,0.1,20.0,77.61,1.087059987,0.0039000000000000003,3.9000000000000004
2017-07-17,5,4,2,0.1,20.0,173.12999999999997,2.4249799709999995,0.0087,8.7
2017-07-17,12,4,4,0.1,20.0,209.945,2.9406366315,0.01055,10.55
2017-07-17,14,20,4,0.1,20.0,180.59249999999997,2.5295049697499996,0.009075,9.075
2017-07-17,17,11,2,0.1,20.0,128.355,1.7978299784999998,0.00645,6.45
2017-07-17,17,22,2,0.1,20.0,76.615,1.0731233205,0.00385,3.85
2017-07-17,18,19,2,0.1,20.0,94.52499999999999,1.3239833175,0.00475,4.75
2017-07-17,19,10,2,0.1,20.0,126.36499999999998,1.7699566454999998,0.00635,6.35
2017-07-17,20,14,2,0.1,20.0,147.26,2.062626642,0.0074,7.4
2017-07-17,21,6,4,0.1,20.0,54.724999999999994,0.7665166575,0.00275,2.75
2017-07-17,40,17,2,0.1,20.0,67.26199999999999,0.9421186553999998,0.0033799999999999993,3.3799999999999994
2017-07-17,41,4,2,0.1,20.0,59.9985,0.84038098995,0.0030150000000000003,3.015
2017-07-17,52,3,2,0.1,20.0,73.431,1.0285259877,0.00369,3.69
2017-07-17,55,11,4,0.1,20.0,114.82299999999998,1.6082913140999997,0.00577,5.77
2017-07-17,97,62,4,0.1,20.0,120.39500000000001,1.6863366465000003,0.006050000000000001,6.050000000000001
2017-07-17,97,68,2,0.1,20.0,94.52499999999999,1.3239833175,0.00475,4.75
2017-07-17,101,66,2,0.1,20.0,96.2165,1.34767565055,0.004835,4.835
2017-07-17,102,59,2,0.1,20.0,101.48999999999998,1.4215399829999997,0.0050999999999999995,5.1
2017-07-17,125,46,2,0.1,20.0,33.332499999999996,0.46687832774999993,0.0016749999999999998,1.6749999999999998
2017-07-17,133,44,2,0.1,20.0,94.52499999999999,1.3239833175,0.00475,4.75
2017-07-18,39,30,2,0.1,20.0,124.37499999999999,1.7420833125,0.00625,6.25
2017-07-18,52,34,2,0.1,20.0,127.36,1.783893312,0.0064,6.4
2017-07-18,58,43,3,0.1,20.0,140.7925,1.9720383097499998,0.0070750000000000006,7.075
2017-07-18,60,37,2,0.1,20.0,133.32999999999998,1.8675133109999997,0.006699999999999999,6.699999999999999
2017-07-18,126,32,2,0.1,20.0,79.10249999999999,1.1079649867499999,0.003975,3.975
2017-07-18,127,29,2,0.1,20.0,65.869,0.9226073223,0.00331,3.31
2017-07-18,127,30,6,0.1,20.0,28.788666666666668,0.40323421740000004,0.0014466666666666668,1.4466666666666668
2017-07-18,128,31,4,0.1,20.0,75.42099999999999,1.0563993207,0.00379,3.79
2017-07-29,14,20,4,0.1,20.0,123.92724999999999,1.735811812575,0.0062275,6.2275
2017-07-29,17,22,2,0.1,20.0,108.256,1.5163093152,0.00544,5.44
2017-07-29,18,19,2,0.1,20.0,131.6385,1.8438209779499999,0.006615,6.615
2017-07-29,19,10,2,0.1,20.0,114.32549999999999,1.60132298085,0.005745,5.745
2017-07-29,20,14,2,0.1,20.0,96.0175,1.34488831725,0.004825,4.825
2017-07-29,21,6,4,0.1,20.0,110.79325000000001,1.5518478147750003,0.0055675,5.567500000000001
2017-07-29,68,19,4,0.1,20.0,92.535,1.2961099845,0.0046500000000000005,4.65
2017-07-29,69,34,2,0.1,20.0,103.47999999999999,1.449413316,0.0052,5.2
2017-07-29,77,35,2,0.1,20.0,100.49499999999999,1.4076033165,0.00505,5.05
2017-07-30,39,30,2,0.1,20.0,72.33649999999999,1.0131956545499998,0.0036349999999999998,3.635
2017-07-30,52,34,2,0.1,20.0,95.52,1.337919984,0.0048,4.8
2017-07-30,58,43,4,0.1,20.0,134.325,1.8814499775,0.00675,6.75
2017-07-30,60,37,2,0.1,20.0,115.41999999999999,1.616653314,0.0058,5.8
2017-07-31,5,4,2,0.1,20.0,155.22,2.174119974,0.0078000000000000005,7.800000000000001
2017-07-31,12,4,4,0.1,20.0,172.6325,2.41801163775,0.008675,8.675
2017-07-31,17,11,2,0.1,20.0,72.63499999999999,1.0173766544999998,0.00365,3.65
2017-07-31,106,34,4,0.1,20.0,101.88799999999999,1.4271146496,0.00512,5.12
2017-07-31,108,31,8,0.1,20.0,113.231,1.5859926477,0.005690000000000001,5.69
2017-07-31,118,35,3,0.1,20.0,100.99249999999999,1.4145716497499998,0.0050750000000000005,5.075
2017-07-31,125,46,2,0.1,20.0,71.5405,1.00204632135,0.003595,3.595
2017-07-31,126,32,2,0.1,20.0,60.7945,0.85153032315,0.003055,3.055
2017-07-31,127,29,2,0.1,20.0,73.53049999999999,1.0299196543499998,0.003695,3.695
2017-07-31,127,30,6,0.1,20.0,84.01116666666667,1.17671920815,0.004221666666666667,4.221666666666667
2017-07-31,128,31,4,0.1,20.0,86.76399999999998,1.2152773187999997,0.004359999999999999,4.359999999999999
2017-07-31,130,55,2,0.1,20.0,62.28699999999999,0.8724353228999999,0.00313,3.13
2017-07-31,133,44,2,0.1,20.0,175.71699999999998,2.4612153039,0.00883,8.83
2017-08-01,40,17,2,0.1,20.0,114.82299999999998,1.6082913140999997,0.00577,5.77
2017-08-01,41,4,2,0.1,20.0,87.16199999999999,1.2208519854,0.00438,4.38
2017-08-01,52,3,2,0.1,20.0,66.36649999999999,0.9295756555499999,0.0033349999999999994,3.3349999999999995
2017-08-01,55,11,4,0.1,20.0,84.376,1.1818293192,0.00424,4.24
2017-08-02,97,62,8,0.1,20.0,69.15249999999999,0.9685983217499998,0.003475,3.4749999999999996
2017-08-02,101,66,2,0.1,20.0,170.145,2.3831699715,0.00855,8.55
2017-08-07,126,32,2,0.1,20.0,100.59449999999998,1.4089969831499998,0.005055,5.055
2017-08-07,127,29,2,0.1,20.0,56.2175,0.78742165725,0.0028250000000000003,2.825
2017-08-07,127,30,6,0.1,20.0,76.88033333333334,1.0768397649,0.0038633333333333336,3.8633333333333337
2017-08-07,128,31,4,0.1,20.0,75.12249999999999,1.0522183207499998,0.0037749999999999993,3.7749999999999995
2017-08-08,39,30,2,0.1,20.0,93.53,1.310046651,0.0047,4.7
2017-08-08,40,17,2,0.1,20.0,120.29549999999999,1.68494297985,0.006045,6.045
2017-08-08,41,4,2,0.1,20.0,58.903999999999996,0.8250506568,0.00296,2.96
2017-08-08,52,3,2,0.1,20.0,63.879,0.8947339893,0.00321,3.21
2017-08-08,55,11,3,0.1,20.0,92.38575,1.2940194845250002,0.0046425,4.6425
2017-08-08,68,19,4,0.1,20.0,121.4895,1.7016669796500001,0.006105,6.105
2017-08-08,69,34,2,0.1,20.0,154.623,2.1657579741,0.007770000000000001,7.7700000000000005
2017-08-08,77,35,2,0.1,20.0,209.14899999999997,2.9294872982999998,0.01051,10.51
2017-08-09,5,4,2,0.1,20.0,146.265,2.0486899755,0.00735,7.35
2017-08-09,12,4,4,0.1,20.0,97.01250000000002,1.3588249837500004,0.004875000000000001,4.875000000000001
2017-08-09,14,20,4,0.1,20.0,96.01749999999998,1.34488831725,0.004824999999999999,4.824999999999999
2017-08-09,17,11,2,0.1,20.0,69.64999999999999,0.975566655,0.0035,3.5
2017-08-09,17,22,2,0.1,20.0,95.52,1.337919984,0.0048,4.8
2017-08-09,18,19,2,0.1,20.0,93.53,1.310046651,0.0047,4.7
2017-08-09,19,10,2,0.1,20.0,80.59499999999998,1.1288699864999998,0.00405,4.05
2017-08-09,20,14,2,0.1,20.0,95.52,1.337919984,0.0048,4.8
2017-08-09,21,6,4,0.1,20.0,73.63,1.031313321,0.0037,3.7
2017-08-09,52,34,2,0.1,20.0,74.625,1.0452499875,0.0037500000000000003,3.7500000000000004
2017-08-09,58,43,4,0.1,20.0,71.64,1.003439988,0.0036,3.6
2017-08-09,60,37,2,0.1,20.0,94.52499999999999,1.3239833175,0.00475,4.75
2017-08-09,121,52,4,0.1,20.0,102.58449999999999,1.4368703161499998,0.005155,5.155
2017-08-09,125,46,2,0.1,20.0,76.81400000000001,1.0759106538,0.0038600000000000006,3.8600000000000008
2017-08-09,130,55,2,0.1,20.0,100.3955,1.40620964985,0.005045,5.045
2017-08-09,133,44,2,0.1,20.0,173.82649999999998,2.4347356375499998,0.008735,8.735
2017-08-10,97,62,4,0.1,20.0,120.39499999999998,1.6863366464999998,0.00605,6.05
2017-08-10,97,68,2,0.1,20.0,118.90249999999999,1.6654316467499999,0.005974999999999999,5.975
2017-08-10,101,66,2,0.1,20.0,133.72799999999998,1.8730879775999998,0.006719999999999999,6.72
2017-08-10,102,59,2,0.1,20.0,146.265,2.0486899755,0.00735,7.35
2017-08-14,14,20,4,0.1,20.0,191.5375,2.68280830125,0.009625,9.625
2017-08-14,17,11,2,0.1,20.0,131.33999999999997,1.8396399779999997,0.0066,6.6
