threeday_yrmo,threeday_yr,year,dayofyear,vartemp2_C_0-4m
5816,485,2007,14,6.5
5817,485,2007,14,6.5
5818,485,2007,14,6.5
5819,485,2007,14,6.5
5820,485,2007,14,6.5
5821,486,2007,17,6.3
5822,486,2007,17,6.3
5823,486,2007,17,6.3
5824,486,2007,17,6.3
5825,486,2007,17,6.3
5826,486,2007,17,6.3
5827,486,2007,17,6.3
5828,486,2007,17,6.3
5829,486,2007,17,6.3
5830,486,2007,17,6.3
5831,486,2007,17,6.3
5832,486,2007,17,6.3
5833,487,2007,20,6.5
5834,487,2007,20,6.5
5835,487,2007,20,6.5
5836,487,2007,20,6.5
5837,487,2007,20,6.5
5838,487,2007,20,6.5
5839,487,2007,20,6.5
5840,487,2007,20,6.5
5841,487,2007,20,6.5
5842,487,2007,20,6.5
5843,487,2007,20,6.5
5844,487,2007,20,6.5
5845,488,2007,23,6.6
5846,488,2007,23,6.6
5847,488,2007,23,6.6
5848,488,2007,23,6.6
5849,488,2007,23,6.6
5850,488,2007,23,6.6
5851,488,2007,23,6.6
5852,488,2007,23,6.6
5853,488,2007,23,6.6
5854,488,2007,23,6.6
5855,488,2007,23,6.6
5856,488,2007,23,6.6
5857,489,2007,26,6.8
5858,489,2007,26,6.8
5859,489,2007,26,6.8
5860,489,2007,26,6.8
5861,489,2007,26,6.8
5862,489,2007,26,6.8
5863,489,2007,26,6.8
5864,489,2007,26,6.8
5865,489,2007,26,6.8
5866,489,2007,26,6.8
5867,489,2007,26,6.8
5868,489,2007,26,6.8
5869,490,2007,29,6.7
5870,490,2007,29,6.7
5871,490,2007,29,6.7
5872,490,2007,29,6.7
5873,490,2007,29,6.7
5874,490,2007,29,6.7
5875,490,2007,29,6.7
5876,490,2007,29,6.7
5877,490,2007,29,6.7
5878,490,2007,29,6.7
5879,490,2007,29,6.7
5880,490,2007,29,6.7
5881,491,2007,32,6.7
5882,491,2007,32,6.7
5883,491,2007,32,6.7
5884,491,2007,32,6.7
5885,491,2007,32,6.7
5886,491,2007,32,6.7
5887,491,2007,32,6.7
5888,491,2007,32,6.7
5889,491,2007,32,6.7
5890,491,2007,32,6.7
5891,491,2007,32,6.7
5892,491,2007,32,6.7
5893,492,2007,35,6.7
5894,492,2007,35,6.7
5895,492,2007,35,6.7
5896,492,2007,35,6.7
5897,492,2007,35,6.7
5898,492,2007,35,6.7
5899,492,2007,35,6.7
5900,492,2007,35,6.7
5901,492,2007,35,6.7
5902,492,2007,35,6.7
5903,492,2007,35,6.7
5904,492,2007,35,6.7
5905,493,2007,38,6.8
5906,493,2007,38,6.8
5907,493,2007,38,6.8
5908,493,2007,38,6.8
5909,493,2007,38,6.8
5910,493,2007,38,6.8
5911,493,2007,38,6.8
5912,493,2007,38,6.8
5913,493,2007,38,6.8
5914,493,2007,38,6.8
5915,493,2007,38,6.8
5916,493,2007,38,6.8
5917,494,2007,41,6.9
5918,494,2007,41,6.9
5919,494,2007,41,6.9
5920,494,2007,41,6.9
5921,494,2007,41,6.9
5922,494,2007,41,6.9
5923,494,2007,41,6.9
5924,494,2007,41,6.9
5925,494,2007,41,6.9
5926,494,2007,41,6.9
5927,494,2007,41,6.9
5928,494,2007,41,6.9
5929,495,2007,44,7.1
5930,495,2007,44,7.1
5931,495,2007,44,7.1
5932,495,2007,44,7.1
5933,495,2007,44,7.1
5934,495,2007,44,7.1
5935,495,2007,44,7.1
5936,495,2007,44,7.1
5937,495,2007,44,7.1
5938,495,2007,44,7.1
5939,495,2007,44,7.1
5940,495,2007,44,7.1
5941,496,2007,47,7.1
5942,496,2007,47,7.1
5943,496,2007,47,7.1
5944,496,2007,47,7.1
5945,496,2007,47,7.1
5946,496,2007,47,7.1
5947,496,2007,47,7.1
5948,496,2007,47,7.1
5949,496,2007,47,7.1
5950,496,2007,47,7.1
5951,496,2007,47,7.1
5952,496,2007,47,7.1
5953,497,2007,50,7.2
5954,497,2007,50,7.2
5955,497,2007,50,7.2
5956,497,2007,50,7.2
5957,497,2007,50,7.2
5958,497,2007,50,7.2
5959,497,2007,50,7.2
5960,497,2007,50,7.2
5961,497,2007,50,7.2
5962,497,2007,50,7.2
5963,497,2007,50,7.2
5964,497,2007,50,7.2
5965,498,2007,53,7.2
5966,498,2007,53,7.2
5967,498,2007,53,7.2
5968,498,2007,53,7.2
5969,498,2007,53,7.2
5970,498,2007,53,7.2
5971,498,2007,53,7.2
5972,498,2007,53,7.2
5973,498,2007,53,7.2
5974,498,2007,53,7.2
5975,498,2007,53,7.2
5976,498,2007,53,7.2
5977,499,2007,56,7.2
5978,499,2007,56,7.2
5979,499,2007,56,7.2
5980,499,2007,56,7.2
5981,499,2007,56,7.2
5982,499,2007,56,7.2
5983,499,2007,56,7.2
5984,499,2007,56,7.2
5985,499,2007,56,7.2
5986,499,2007,56,7.2
5987,499,2007,56,7.2
5988,499,2007,56,7.2
5989,500,2007,59,7.1
5990,500,2007,59,7.1
5991,500,2007,59,7.1
5992,500,2007,59,7.1
5993,500,2007,59,7.1
5994,500,2007,59,7.1
5995,500,2007,59,7.1
5996,500,2007,59,7.1
5997,500,2007,59,7.1
5998,500,2007,59,7.1
5999,500,2007,59,7.1
6000,500,2007,59,7.1
6001,501,2007,62,7.0
6002,501,2007,62,7.0
6003,501,2007,62,7.0
6004,501,2007,62,7.0
6005,501,2007,62,7.0
6006,501,2007,62,7.0
6007,501,2007,62,7.0
6008,501,2007,62,7.0
6009,501,2007,62,7.0
6010,501,2007,62,7.0
6011,501,2007,62,7.0
6012,501,2007,62,7.0
6013,502,2007,65,7.1
6014,502,2007,65,7.1
6015,502,2007,65,7.1
6016,502,2007,65,7.1
6017,502,2007,65,7.1
6018,502,2007,65,7.1
6019,502,2007,65,7.1
6020,502,2007,65,7.1
6021,502,2007,65,7.1
6022,502,2007,65,7.1
6023,502,2007,65,7.1
6024,502,2007,65,7.1
6025,503,2007,68,7.3
6026,503,2007,68,7.3
6027,503,2007,68,7.3
6028,503,2007,68,7.3
6029,503,2007,68,7.3
6030,503,2007,68,7.3
6031,503,2007,68,7.3
6032,503,2007,68,7.3
6033,503,2007,68,7.3
6034,503,2007,68,7.3
6035,503,2007,68,7.3
6036,503,2007,68,7.3
6037,504,2007,71,7.5
6038,504,2007,71,7.5
6039,504,2007,71,7.5
6040,504,2007,71,7.5
6041,504,2007,71,7.5
6042,504,2007,71,7.5
6043,504,2007,71,7.5
6044,504,2007,71,7.5
6045,504,2007,71,7.5
6046,504,2007,71,7.5
6047,504,2007,71,7.5
6048,504,2007,71,7.5
6049,505,2007,74,7.4
6050,505,2007,74,7.4
6051,505,2007,74,7.4
6052,505,2007,74,7.4
6053,505,2007,74,7.4
6054,505,2007,74,7.4
6055,505,2007,74,7.4
6056,505,2007,74,7.4
6057,505,2007,74,7.4
6058,505,2007,74,7.4
6059,505,2007,74,7.4
6060,505,2007,74,7.4
6061,506,2007,77,7.5
6062,506,2007,77,7.5
6063,506,2007,77,7.5
6064,506,2007,77,7.5
6065,506,2007,77,7.5
6066,506,2007,77,7.5
6067,506,2007,77,7.5
6068,506,2007,77,7.5
6069,506,2007,77,7.5
6070,506,2007,77,7.5
6071,506,2007,77,7.5
6072,506,2007,77,7.5
6073,507,2007,80,7.6
6074,507,2007,80,7.6
6075,507,2007,80,7.6
6076,507,2007,80,7.6
6077,507,2007,80,7.6
6078,507,2007,80,7.6
6079,507,2007,80,7.6
6080,507,2007,80,7.6
6081,507,2007,80,7.6
6082,507,2007,80,7.6
6083,507,2007,80,7.6
6084,507,2007,80,7.6
6085,508,2007,83,7.6
6086,508,2007,83,7.6
6087,508,2007,83,7.6
6088,508,2007,83,7.6
6089,508,2007,83,7.6
6090,508,2007,83,7.6
6091,508,2007,83,7.6
6092,508,2007,83,7.6
6093,508,2007,83,7.6
6094,508,2007,83,7.6
6095,508,2007,83,7.6
6096,508,2007,83,7.6
6097,509,2007,86,7.8
6098,509,2007,86,7.8
6099,509,2007,86,7.8
6100,509,2007,86,7.8
6101,509,2007,86,7.8
6102,509,2007,86,7.8
6103,509,2007,86,7.8
6104,509,2007,86,7.8
6105,509,2007,86,7.8
6106,509,2007,86,7.8
6107,509,2007,86,7.8
6108,509,2007,86,7.8
6109,510,2007,89,7.9
6110,510,2007,89,7.9
6111,510,2007,89,7.9
6112,510,2007,89,7.9
6113,510,2007,89,7.9
6114,510,2007,89,7.9
6115,510,2007,89,7.9
6116,510,2007,89,7.9
6117,510,2007,89,7.9
6118,510,2007,89,7.9
6119,510,2007,89,7.9
6120,510,2007,89,7.9
6121,511,2007,92,7.9
6122,511,2007,92,7.9
6123,511,2007,92,7.9
6124,511,2007,92,7.9
6125,511,2007,92,7.9
6126,511,2007,92,7.9
6127,511,2007,92,7.9
6128,511,2007,92,7.9
6129,511,2007,92,7.9
6130,511,2007,92,7.9
6131,511,2007,92,7.9
6132,511,2007,92,7.9
6133,512,2007,95,8.1
6134,512,2007,95,8.1
6135,512,2007,95,8.1
6136,512,2007,95,8.1
6137,512,2007,95,8.1
6138,512,2007,95,8.1
6139,512,2007,95,8.1
6140,512,2007,95,8.1
6141,512,2007,95,8.1
6142,512,2007,95,8.1
6143,512,2007,95,8.1
6144,512,2007,95,8.1
6145,513,2007,98,8.4
6146,513,2007,98,8.4
6147,513,2007,98,8.4
6148,513,2007,98,8.4
6149,513,2007,98,8.4
6150,513,2007,98,8.4
6151,513,2007,98,8.4
6152,513,2007,98,8.4
6153,513,2007,98,8.4
6154,513,2007,98,8.4
6155,513,2007,98,8.4
6156,513,2007,98,8.4
6157,514,2007,101,8.5
6158,514,2007,101,8.5
6159,514,2007,101,8.5
6160,514,2007,101,8.5
6161,514,2007,101,8.5
6162,514,2007,101,8.5
6163,514,2007,101,8.5
6164,514,2007,101,8.5
6165,514,2007,101,8.5
6166,514,2007,101,8.5
6167,514,2007,101,8.5
6168,514,2007,101,8.5
6169,515,2007,104,8.6
6170,515,2007,104,8.6
6171,515,2007,104,8.6
6172,515,2007,104,8.6
6173,515,2007,104,8.6
6174,515,2007,104,8.6
6175,515,2007,104,8.6
6176,515,2007,104,8.6
6177,515,2007,104,8.6
6178,515,2007,104,8.6
6179,515,2007,104,8.6
6180,515,2007,104,8.6
6181,516,2007,107,8.7
6182,516,2007,107,8.7
6183,516,2007,107,8.7
6184,516,2007,107,8.7
6185,516,2007,107,8.7
6186,516,2007,107,8.7
6187,516,2007,107,8.7
6188,516,2007,107,8.7
6189,516,2007,107,8.7
6190,516,2007,107,8.7
6191,516,2007,107,8.7
6192,516,2007,107,8.7
6193,517,2007,110,8.8
6194,517,2007,110,8.8
6195,517,2007,110,8.8
6196,517,2007,110,8.8
6197,517,2007,110,8.8
6198,517,2007,110,8.8
6199,517,2007,110,8.8
6200,517,2007,110,8.8
6201,517,2007,110,8.8
6202,517,2007,110,8.8
6203,517,2007,110,8.8
6204,517,2007,110,8.8
6205,518,2007,113,9.1
6206,518,2007,113,9.1
6207,518,2007,113,9.1
6208,518,2007,113,9.1
6209,518,2007,113,9.1
6210,518,2007,113,9.1
6211,518,2007,113,9.1
6212,518,2007,113,9.1
6213,518,2007,113,9.1
6214,518,2007,113,9.1
6215,518,2007,113,9.1
6216,518,2007,113,9.1
6217,519,2007,116,9.3
6218,519,2007,116,9.3
6219,519,2007,116,9.3
6220,519,2007,116,9.3
6221,519,2007,116,9.3
6222,519,2007,116,9.3
6223,519,2007,116,9.3
6224,519,2007,116,9.3
6225,519,2007,116,9.3
6226,519,2007,116,9.3
6227,519,2007,116,9.3
6228,519,2007,116,9.3
6229,520,2007,119,9.3
6230,520,2007,119,9.3
6231,520,2007,119,9.3
6232,520,2007,119,9.3
6233,520,2007,119,9.3
6234,520,2007,119,9.3
6235,520,2007,119,9.3
6236,520,2007,119,9.3
6237,520,2007,119,9.3
6238,520,2007,119,9.3
6239,520,2007,119,9.3
6240,520,2007,119,9.3
6241,521,2007,122,9.6
6242,521,2007,122,9.6
6243,521,2007,122,9.6
6244,521,2007,122,9.6
6245,521,2007,122,9.6
6246,521,2007,122,9.6
6247,521,2007,122,9.6
6248,521,2007,122,9.6
6249,521,2007,122,9.6
6250,521,2007,122,9.6
6251,521,2007,122,9.6
6252,521,2007,122,9.6
6253,522,2007,125,9.7
6254,522,2007,125,9.7
6255,522,2007,125,9.7
6256,522,2007,125,9.7
6257,522,2007,125,9.7
6258,522,2007,125,9.7
6259,522,2007,125,9.7
6260,522,2007,125,9.7
6261,522,2007,125,9.7
6262,522,2007,125,9.7
6263,522,2007,125,9.7
6264,522,2007,125,9.7
6265,523,2007,128,9.9
6266,523,2007,128,9.9
6267,523,2007,128,9.9
6268,523,2007,128,9.9
6269,523,2007,128,9.9
6270,523,2007,128,9.9
6271,523,2007,128,9.9
6272,523,2007,128,9.9
6273,523,2007,128,9.9
6274,523,2007,128,9.9
6275,523,2007,128,9.9
6276,523,2007,128,9.9
6277,524,2007,131,10.1
6278,524,2007,131,10.1
6279,524,2007,131,10.1
6280,524,2007,131,10.1
6281,524,2007,131,10.1
6282,524,2007,131,10.1
6283,524,2007,131,10.1
6284,524,2007,131,10.1
6285,524,2007,131,10.1
6286,524,2007,131,10.1
6287,524,2007,131,10.1
6288,524,2007,131,10.1
6289,525,2007,134,10.5
6290,525,2007,134,10.5
6291,525,2007,134,10.5
6292,525,2007,134,10.5
6293,525,2007,134,10.5
6294,525,2007,134,10.5
6295,525,2007,134,10.5
6296,525,2007,134,10.5
6297,525,2007,134,10.5
6298,525,2007,134,10.5
6299,525,2007,134,10.5
6300,525,2007,134,10.5
6301,526,2007,137,10.8
6302,526,2007,137,10.8
6303,526,2007,137,10.8
6304,526,2007,137,10.8
6305,526,2007,137,10.8
6306,526,2007,137,10.8
6307,526,2007,137,10.8
6308,526,2007,137,10.8
6309,526,2007,137,10.8
6310,526,2007,137,10.8
6311,526,2007,137,10.8
6312,526,2007,137,10.8
6313,527,2007,140,10.9
6314,527,2007,140,10.9
6315,527,2007,140,10.9
6316,527,2007,140,10.9
6317,527,2007,140,10.9
6318,527,2007,140,10.9
6319,527,2007,140,10.9
6320,527,2007,140,10.9
6321,527,2007,140,10.9
6322,527,2007,140,10.9
6323,527,2007,140,10.9
6324,527,2007,140,10.9
6325,528,2007,143,10.9
6326,528,2007,143,10.9
6327,528,2007,143,10.9
6328,528,2007,143,10.9
6329,528,2007,143,10.9
6330,528,2007,143,10.9
6331,528,2007,143,10.9
6332,528,2007,143,10.9
6333,528,2007,143,10.9
6334,528,2007,143,10.9
6335,528,2007,143,10.9
6336,528,2007,143,10.9
6337,529,2007,146,11.2
6338,529,2007,146,11.2
6339,529,2007,146,11.2
6340,529,2007,146,11.2
6341,529,2007,146,11.2
6342,529,2007,146,11.2
6343,529,2007,146,11.2
6344,529,2007,146,11.2
6345,529,2007,146,11.2
6346,529,2007,146,11.2
6347,529,2007,146,11.2
6348,529,2007,146,11.2
6349,530,2007,149,11.4
6350,530,2007,149,11.4
6351,530,2007,149,11.4
6352,530,2007,149,11.4
6353,530,2007,149,11.4
6354,530,2007,149,11.4
6355,530,2007,149,11.4
6356,530,2007,149,11.4
6357,530,2007,149,11.4
6358,530,2007,149,11.4
6359,530,2007,149,11.4
6360,530,2007,149,11.4
6361,531,2007,152,11.6
6362,531,2007,152,11.6
6363,531,2007,152,11.6
6364,531,2007,152,11.6
6365,531,2007,152,11.6
6366,531,2007,152,11.6
6367,531,2007,152,11.6
6368,531,2007,152,11.6
6369,531,2007,152,11.6
6370,531,2007,152,11.6
6371,531,2007,152,11.6
6372,531,2007,152,11.6
6373,532,2007,155,11.8
6374,532,2007,155,11.8
6375,532,2007,155,11.8
6376,532,2007,155,11.8
6377,532,2007,155,11.8
6378,532,2007,155,11.8
6379,532,2007,155,11.8
6380,532,2007,155,11.8
6381,532,2007,155,11.8
6382,532,2007,155,11.8
6383,532,2007,155,11.8
6384,532,2007,155,11.8
6385,533,2007,158,11.9
6386,533,2007,158,11.9
6387,533,2007,158,11.9
6388,533,2007,158,11.9
6389,533,2007,158,11.9
6390,533,2007,158,11.9
6391,533,2007,158,11.9
6392,533,2007,158,11.9
6393,533,2007,158,11.9
6394,533,2007,158,11.9
6395,533,2007,158,11.9
6396,533,2007,158,11.9
6397,534,2007,161,12.0
6398,534,2007,161,12.0
6399,534,2007,161,12.0
6400,534,2007,161,12.0
6401,534,2007,161,12.0
6402,534,2007,161,12.0
6403,534,2007,161,12.0
6404,534,2007,161,12.0
6405,534,2007,161,12.0
6406,534,2007,161,12.0
6407,534,2007,161,12.0
6408,534,2007,161,12.0
6409,535,2007,164,11.9
6410,535,2007,164,11.9
6411,535,2007,164,11.9
6412,535,2007,164,11.9
6413,535,2007,164,11.9
6414,535,2007,164,11.9
6415,535,2007,164,11.9
6416,535,2007,164,11.9
6417,535,2007,164,11.9
6418,535,2007,164,11.9
6419,535,2007,164,11.9
6420,535,2007,164,11.9
6421,536,2007,167,11.9
6422,536,2007,167,11.9
6423,536,2007,167,11.9
6424,536,2007,167,11.9
6425,536,2007,167,11.9
6426,536,2007,167,11.9
6427,536,2007,167,11.9
6428,536,2007,167,11.9
6429,536,2007,167,11.9
6430,536,2007,167,11.9
6431,536,2007,167,11.9
6432,536,2007,167,11.9
6433,537,2007,170,12.0
6434,537,2007,170,12.0
6435,537,2007,170,12.0
6436,537,2007,170,12.0
6437,537,2007,170,12.0
6438,537,2007,170,12.0
6439,537,2007,170,12.0
6440,537,2007,170,12.0
6441,537,2007,170,12.0
6442,537,2007,170,12.0
6443,537,2007,170,12.0
6444,537,2007,170,12.0
6445,538,2007,173,12.6
6446,538,2007,173,12.6
6447,538,2007,173,12.6
6448,538,2007,173,12.6
6449,538,2007,173,12.6
6450,538,2007,173,12.6
6451,538,2007,173,12.6
6452,538,2007,173,12.6
6453,538,2007,173,12.6
6454,538,2007,173,12.6
6455,538,2007,173,12.6
6456,538,2007,173,12.6
6457,539,2007,176,12.8
6458,539,2007,176,12.8
6459,539,2007,176,12.8
6460,539,2007,176,12.8
6461,539,2007,176,12.8
6462,539,2007,176,12.8
6463,539,2007,176,12.8
6464,539,2007,176,12.8
6465,539,2007,176,12.8
6466,539,2007,176,12.8
6467,539,2007,176,12.8
6468,539,2007,176,12.8
6469,540,2007,179,12.9
6470,540,2007,179,12.9
6471,540,2007,179,12.9
6472,540,2007,179,12.9
6473,540,2007,179,12.9
6474,540,2007,179,12.9
6475,540,2007,179,12.9
6476,540,2007,179,12.9
6477,540,2007,179,12.9
6478,540,2007,179,12.9
6479,540,2007,179,12.9
6480,540,2007,179,12.9
6481,541,2007,182,12.8
6482,541,2007,182,12.8
6483,541,2007,182,12.8
6484,541,2007,182,12.8
6485,541,2007,182,12.8
6486,541,2007,182,12.8
6487,541,2007,182,12.8
6488,541,2007,182,12.8
6489,541,2007,182,12.8
6490,541,2007,182,12.8
6491,541,2007,182,12.8
6492,541,2007,182,12.8
6493,542,2007,185,12.9
6494,542,2007,185,12.9
6495,542,2007,185,12.9
6496,542,2007,185,12.9
6497,542,2007,185,12.9
6498,542,2007,185,12.9
6499,542,2007,185,12.9
6500,542,2007,185,12.9
6501,542,2007,185,12.9
6502,542,2007,185,12.9
6503,542,2007,185,12.9
6504,542,2007,185,12.9
6505,543,2007,188,13.1
6506,543,2007,188,13.1
6507,543,2007,188,13.1
6508,543,2007,188,13.1
6509,543,2007,188,13.1
6510,543,2007,188,13.1
6511,543,2007,188,13.1
6512,543,2007,188,13.1
6513,543,2007,188,13.1
6514,543,2007,188,13.1
6515,543,2007,188,13.1
6516,543,2007,188,13.1
6517,544,2007,191,13.2
6518,544,2007,191,13.2
6519,544,2007,191,13.2
6520,544,2007,191,13.2
6521,544,2007,191,13.2
6522,544,2007,191,13.2
6523,544,2007,191,13.2
6524,544,2007,191,13.2
6525,544,2007,191,13.2
6526,544,2007,191,13.2
6527,544,2007,191,13.2
6528,544,2007,191,13.2
6529,545,2007,194,13.2
6530,545,2007,194,13.2
6531,545,2007,194,13.2
6532,545,2007,194,13.2
6533,545,2007,194,13.2
6534,545,2007,194,13.2
6535,545,2007,194,13.2
6536,545,2007,194,13.2
6537,545,2007,194,13.2
6538,545,2007,194,13.2
6539,545,2007,194,13.2
6540,545,2007,194,13.2
6541,546,2007,197,13.4
6542,546,2007,197,13.4
6543,546,2007,197,13.4
6544,546,2007,197,13.4
6545,546,2007,197,13.4
6546,546,2007,197,13.4
6547,546,2007,197,13.4
6548,546,2007,197,13.4
6549,546,2007,197,13.4
6550,546,2007,197,13.4
6551,546,2007,197,13.4
6552,546,2007,197,13.4
6553,547,2007,200,13.3
6554,547,2007,200,13.3
6555,547,2007,200,13.3
6556,547,2007,200,13.3
6557,547,2007,200,13.3
6558,547,2007,200,13.3
6559,547,2007,200,13.3
6560,547,2007,200,13.3
6561,547,2007,200,13.3
6562,547,2007,200,13.3
6563,547,2007,200,13.3
6564,547,2007,200,13.3
6565,548,2007,203,13.2
6566,548,2007,203,13.2
6567,548,2007,203,13.2
6568,548,2007,203,13.2
6569,548,2007,203,13.2
6570,548,2007,203,13.2
6571,548,2007,203,13.2
6572,548,2007,203,13.2
6573,548,2007,203,13.2
6574,548,2007,203,13.2
6575,548,2007,203,13.2
6576,548,2007,203,13.2
6577,549,2007,206,13.3
6578,549,2007,206,13.3
6579,549,2007,206,13.3
6580,549,2007,206,13.3
6581,549,2007,206,13.3
6582,549,2007,206,13.3
6583,549,2007,206,13.3
6584,549,2007,206,13.3
6585,549,2007,206,13.3
6586,549,2007,206,13.3
6587,549,2007,206,13.3
6588,549,2007,206,13.3
6589,550,2007,209,13.7
6590,550,2007,209,13.7
6591,550,2007,209,13.7
6592,550,2007,209,13.7
6593,550,2007,209,13.7
6594,550,2007,209,13.7
6595,550,2007,209,13.7
6596,550,2007,209,13.7
6597,550,2007,209,13.7
6598,550,2007,209,13.7
6599,550,2007,209,13.7
6600,550,2007,209,13.7
6601,551,2007,212,13.8
6602,551,2007,212,13.8
6603,551,2007,212,13.8
6604,551,2007,212,13.8
6605,551,2007,212,13.8
6606,551,2007,212,13.8
6607,551,2007,212,13.8
6608,551,2007,212,13.8
6609,551,2007,212,13.8
6610,551,2007,212,13.8
6611,551,2007,212,13.8
6612,551,2007,212,13.8
6613,552,2007,215,13.8
6614,552,2007,215,13.8
6615,552,2007,215,13.8
6616,552,2007,215,13.8
6617,552,2007,215,13.8
6618,552,2007,215,13.8
6619,552,2007,215,13.8
6620,552,2007,215,13.8
6621,552,2007,215,13.8
6622,552,2007,215,13.8
6623,552,2007,215,13.8
6624,552,2007,215,13.8
6625,553,2007,218,13.9
6626,553,2007,218,13.9
6627,553,2007,218,13.9
6628,553,2007,218,13.9
6629,553,2007,218,13.9
6630,553,2007,218,13.9
6631,553,2007,218,13.9
6632,553,2007,218,13.9
6633,553,2007,218,13.9
6634,553,2007,218,13.9
6635,553,2007,218,13.9
6636,553,2007,218,13.9
6637,554,2007,221,14.1
6638,554,2007,221,14.1
6639,554,2007,221,14.1
6640,554,2007,221,14.1
6641,554,2007,221,14.1
6642,554,2007,221,14.1
6643,554,2007,221,14.1
6644,554,2007,221,14.1
6645,554,2007,221,14.1
6646,554,2007,221,14.1
6647,554,2007,221,14.1
6648,554,2007,221,14.1
6649,555,2007,224,13.8
6650,555,2007,224,13.8
6651,555,2007,224,13.8
6652,555,2007,224,13.8
6653,555,2007,224,13.8
6654,555,2007,224,13.8
6655,555,2007,224,13.8
6656,555,2007,224,13.8
6657,555,2007,224,13.8
6658,555,2007,224,13.8
6659,555,2007,224,13.8
6660,555,2007,224,13.8
6661,556,2007,227,13.7
6662,556,2007,227,13.7
6663,556,2007,227,13.7
6664,556,2007,227,13.7
6665,556,2007,227,13.7
6666,556,2007,227,13.7
6667,556,2007,227,13.7
6668,556,2007,227,13.7
6669,556,2007,227,13.7
6670,556,2007,227,13.7
6671,556,2007,227,13.7
6672,556,2007,227,13.7
6673,557,2007,230,13.7
6674,557,2007,230,13.7
6675,557,2007,230,13.7
6676,557,2007,230,13.7
6677,557,2007,230,13.7
6678,557,2007,230,13.7
6679,557,2007,230,13.7
6680,557,2007,230,13.7
6681,557,2007,230,13.7
6682,557,2007,230,13.7
6683,557,2007,230,13.7
6684,557,2007,230,13.7
6685,558,2007,233,13.8
6686,558,2007,233,13.8
6687,558,2007,233,13.8
6688,558,2007,233,13.8
6689,558,2007,233,13.8
6690,558,2007,233,13.8
6691,558,2007,233,13.8
6692,558,2007,233,13.8
6693,558,2007,233,13.8
6694,558,2007,233,13.8
6695,558,2007,233,13.8
6696,558,2007,233,13.8
6697,559,2007,236,13.8
6698,559,2007,236,13.8
6699,559,2007,236,13.8
6700,559,2007,236,13.8
6701,559,2007,236,13.8
6702,559,2007,236,13.8
6703,559,2007,236,13.8
6704,559,2007,236,13.8
6705,559,2007,236,13.8
6706,559,2007,236,13.8
6707,559,2007,236,13.8
6708,559,2007,236,13.8
6709,560,2007,239,13.7
6710,560,2007,239,13.7
6711,560,2007,239,13.7
6712,560,2007,239,13.7
6713,560,2007,239,13.7
6714,560,2007,239,13.7
6715,560,2007,239,13.7
6716,560,2007,239,13.7
6717,560,2007,239,13.7
6718,560,2007,239,13.7
6719,560,2007,239,13.7
6720,560,2007,239,13.7
6721,561,2007,242,13.4
6722,561,2007,242,13.4
6723,561,2007,242,13.4
6724,561,2007,242,13.4
6725,561,2007,242,13.4
6726,561,2007,242,13.4
6727,561,2007,242,13.4
6728,561,2007,242,13.4
6729,561,2007,242,13.4
6730,561,2007,242,13.4
6731,561,2007,242,13.4
6732,561,2007,242,13.4
6733,562,2007,245,13.1
6734,562,2007,245,13.1
6735,562,2007,245,13.1
6736,562,2007,245,13.1
6737,562,2007,245,13.1
6738,562,2007,245,13.1
6739,562,2007,245,13.1
6740,562,2007,245,13.1
6741,562,2007,245,13.1
6742,562,2007,245,13.1
6743,562,2007,245,13.1
6744,562,2007,245,13.1
6745,563,2007,248,12.9
6746,563,2007,248,12.9
6747,563,2007,248,12.9
6748,563,2007,248,12.9
6749,563,2007,248,12.9
6750,563,2007,248,12.9
6751,563,2007,248,12.9
6752,563,2007,248,12.9
6753,563,2007,248,12.9
6754,563,2007,248,12.9
6755,563,2007,248,12.9
6756,563,2007,248,12.9
6757,564,2007,251,12.8
6758,564,2007,251,12.8
6759,564,2007,251,12.8
6760,564,2007,251,12.8
6761,564,2007,251,12.8
6762,564,2007,251,12.8
6763,564,2007,251,12.8
6764,564,2007,251,12.8
6765,564,2007,251,12.8
6766,564,2007,251,12.8
6767,564,2007,251,12.8
6768,564,2007,251,12.8
6769,565,2007,254,12.5
6770,565,2007,254,12.5
6771,565,2007,254,12.5
6772,565,2007,254,12.5
6773,565,2007,254,12.5
6774,565,2007,254,12.5
6775,565,2007,254,12.5
6776,565,2007,254,12.5
6777,565,2007,254,12.5
6778,565,2007,254,12.5
6779,565,2007,254,12.5
6780,565,2007,254,12.5
6781,566,2007,257,12.6
6782,566,2007,257,12.6
6783,566,2007,257,12.6
6784,566,2007,257,12.6
6785,566,2007,257,12.6
6786,566,2007,257,12.6
6787,566,2007,257,12.6
6788,566,2007,257,12.6
6789,566,2007,257,12.6
6790,566,2007,257,12.6
6791,566,2007,257,12.6
6792,566,2007,257,12.6
6793,567,2007,260,12.6
6794,567,2007,260,12.6
6795,567,2007,260,12.6
6796,567,2007,260,12.6
6797,567,2007,260,12.6
6798,567,2007,260,12.6
6799,567,2007,260,12.6
6800,567,2007,260,12.6
6801,567,2007,260,12.6
6802,567,2007,260,12.6
6803,567,2007,260,12.6
6804,567,2007,260,12.6
6805,568,2007,263,12.5
6806,568,2007,263,12.5
6807,568,2007,263,12.5
6808,568,2007,263,12.5
6809,568,2007,263,12.5
6810,568,2007,263,12.5
6811,568,2007,263,12.5
6812,568,2007,263,12.5
