threeday_yrmo,threeday_yr,year,dayofyear,varvarmixing_m
2918,2918,2002,113,14.4
2919,2919,2002,116,12.8
2920,2920,2002,119,14.6
2921,2921,2002,122,14.3
2922,2922,2002,125,11.8
2923,2923,2002,128,10.9
2924,2924,2002,131,11.7
2925,2925,2002,134,13.1
2926,2926,2002,137,13.4
2927,2927,2002,140,11.9
2928,2928,2002,143,11.2
2929,2929,2002,146,13.1
2930,2930,2002,149,15.2
2931,2931,2002,152,13.7
2932,2932,2002,155,10.4
2933,2933,2002,158,10.4
2934,2934,2002,161,10.6
2935,2935,2002,164,11.9
2936,2936,2002,167,12.3
2937,2937,2002,170,11.7
2938,2938,2002,173,12.2
2939,2939,2002,176,13.8
2940,2940,2002,179,13.0
2941,2941,2002,182,11.0
2942,2942,2002,185,10.2
2943,2943,2002,188,10.4
2944,2944,2002,191,11.1
2945,2945,2002,194,11.9
2946,2946,2002,197,11.0
2947,2947,2002,200,10.9
2948,2948,2002,203,11.5
2949,2949,2002,206,11.4
2950,2950,2002,209,11.1
2951,2951,2002,212,10.3
2952,2952,2002,215,10.2
2953,2953,2002,218,11.0
2954,2954,2002,221,12.8
2955,2955,2002,224,12.5
2956,2956,2002,227,10.8
2957,2957,2002,230,10.7
2958,2958,2002,233,11.6
2959,2959,2002,236,12.1
2960,2960,2002,239,11.4
2961,2961,2002,242,10.6
2962,2962,2002,245,10.4
2963,2963,2002,248,11.5
2964,2964,2002,251,12.8
2965,2965,2002,254,13.3
2966,2966,2002,257,11.5
2967,2967,2002,260,11.1
2968,2968,2002,263,11.8
2969,2969,2002,266,11.3
2970,2970,2002,269,10.8
2971,2971,2002,272,10.7
2972,2972,2002,275,10.8
2973,2973,2002,278,11.9
2974,2974,2002,281,13.7
2975,2975,2002,284,14.4
2976,2976,2002,287,11.5
2977,2977,2002,290,10.6
2978,2978,2002,293,11.0
2979,2979,2002,296,11.8
2980,2980,2002,299,12.3
2981,2981,2002,302,12.9
2982,2982,2002,305,12.3
2983,2983,2002,308,13.9
2984,2984,2002,311,17.2
2985,2985,2002,314,17.8
2986,2986,2002,317,15.9
2987,2987,2002,320,14.8
2988,2988,2002,323,17.8
2989,2989,2002,326,16.0
2990,2990,2002,329,14.2
2991,2991,2002,332,11.5
2992,2992,2002,335,11.8
2993,2993,2002,338,15.7
2994,2994,2002,341,17.7
2995,2995,2002,344,16.4
2996,2996,2002,347,18.5
2997,2997,2002,350,21.1
2998,2998,2002,353,18.0
2999,2999,2002,356,18.0
3000,3000,2002,360,19.0
3001,3001,2003,2,26.2
3002,3002,2003,5,23.2
3003,3003,2003,8,17.8
3004,3004,2003,11,11.9
3005,3005,2003,14,11.6
3006,3006,2003,17,14.7
3007,3007,2003,20,17.1
3008,3008,2003,23,18.6
3009,3009,2003,26,15.8
3010,3010,2003,29,17.6
3011,3011,2003,32,19.5
3012,3012,2003,35,17.8
3013,3013,2003,38,12.7
3014,3014,2003,41,11.0
3015,3015,2003,44,12.2
3016,3016,2003,47,15.7
3017,3017,2003,50,18.0
3018,3018,2003,53,17.9
3019,3019,2003,56,16.5
3020,3020,2003,59,16.3
3021,3021,2003,62,16.7
3022,3022,2003,65,15.5
3023,3023,2003,68,13.1
3024,3024,2003,71,11.9
3025,3025,2003,74,18.2
3026,3026,2003,77,20.2
3027,3027,2003,80,22.2
3028,3028,2003,83,18.2
3029,3029,2003,86,15.8
3030,3030,2003,89,15.9
3031,3031,2003,92,15.4
3032,3032,2003,95,14.2
3033,3033,2003,98,19.2
3034,3034,2003,101,14.1
3035,3035,2003,104,14.8
3036,3036,2003,107,16.3
3037,3037,2003,110,17.3
3038,3038,2003,113,14.1
3039,3039,2003,116,12.2
3040,3040,2003,119,12.2
3041,3041,2003,122,12.3
3042,3042,2003,125,13.3
3043,3043,2003,128,12.9
3044,3044,2003,131,11.0
3045,3045,2003,134,12.3
3046,3046,2003,137,15.2
3047,3047,2003,140,15.1
3048,3048,2003,143,13.0
3049,3049,2003,146,11.4
3050,3050,2003,149,11.9
3051,3051,2003,152,11.9
3052,3052,2003,155,12.2
3053,3053,2003,158,10.6
3054,3054,2003,161,10.4
3055,3055,2003,164,12.4
3056,3056,2003,167,15.6
3057,3057,2003,170,14.2
3058,3058,2003,173,11.1
3059,3059,2003,176,10.6
3060,3060,2003,179,10.9
3061,3061,2003,182,11.3
3062,3062,2003,185,12.0
3063,3063,2003,188,11.1
3064,3064,2003,191,11.6
3065,3065,2003,194,13.3
3066,3066,2003,197,15.0
3067,3067,2003,200,12.3
3068,3068,2003,203,10.3
3069,3069,2003,206,10.3
3070,3070,2003,209,11.1
3071,3071,2003,212,11.9
3072,3072,2003,215,11.8
3073,3073,2003,218,11.1
3074,3074,2003,221,12.1
3075,3075,2003,224,13.3
3076,3076,2003,227,12.5
3077,3077,2003,230,10.7
3078,3078,2003,233,10.2
3079,3079,2003,236,10.5
3080,3080,2003,239,11.7
3081,3081,2003,242,12.3
3082,3082,2003,245,11.8
3083,3083,2003,248,11.0
3084,3084,2003,251,11.9
3085,3085,2003,254,13.0
3086,3086,2003,257,12.2
3087,3087,2003,260,10.8
3088,3088,2003,263,10.9
3089,3089,2003,266,11.1
3090,3090,2003,269,11.8
3091,3091,2003,272,12.7
3092,3092,2003,275,12.6
3093,3093,2003,278,11.9
3094,3094,2003,281,12.6
3095,3095,2003,284,13.7
3096,3096,2003,287,13.5
3097,3097,2003,290,14.0
3098,3098,2003,293,12.5
3099,3099,2003,296,12.7
3100,3100,2003,299,13.5
3101,3101,2003,302,15.2
3102,3102,2003,305,16.3
3103,3103,2003,308,13.4
3104,3104,2003,311,13.3
3105,3105,2003,314,13.2
3106,3106,2003,317,12.9
3107,3107,2003,320,12.7
3108,3108,2003,323,11.9
3109,3109,2003,326,13.6
3110,3110,2003,329,18.8
3111,3111,2003,332,20.7
3112,3112,2003,335,16.1
3113,3113,2003,338,14.0
3114,3114,2003,341,18.3
3115,3115,2003,344,17.5
3116,3116,2003,347,18.4
3117,3117,2003,350,20.1
3118,3118,2003,353,14.6
3119,3119,2003,356,18.0
3120,3120,2003,360,19.4
3121,3121,2004,2,14.0
3122,3122,2004,5,20.1
3123,3123,2004,8,22.2
3124,3124,2004,11,19.1
3125,3125,2004,14,16.1
3126,3126,2004,17,13.4
3127,3127,2004,20,16.7
3128,3128,2004,23,17.6
3129,3129,2004,26,16.4
3130,3130,2004,29,12.2
3131,3131,2004,32,12.7
3132,3132,2004,35,15.4
3133,3133,2004,38,18.5
3134,3134,2004,41,16.6
3135,3135,2004,44,14.6
3136,3136,2004,47,15.6
3137,3137,2004,50,18.0
3138,3138,2004,53,17.7
3139,3139,2004,56,15.4
3140,3140,2004,59,12.3
3141,3141,2004,62,12.2
3142,3142,2004,65,12.8
3143,3143,2004,68,15.4
3144,3144,2004,71,15.9
3145,3145,2004,74,14.0
3146,3146,2004,77,14.9
3147,3147,2004,80,17.9
3148,3148,2004,83,16.0
3149,3149,2004,86,16.6
3150,3150,2004,89,13.0
3151,3151,2004,92,12.7
3152,3152,2004,95,13.1
3153,3153,2004,98,13.9
3154,3154,2004,101,14.5
3155,3155,2004,104,12.9
3156,3156,2004,107,13.2
3157,3157,2004,110,14.6
3158,3158,2004,113,15.4
3159,3159,2004,116,13.6
3160,3160,2004,119,11.6
3161,3161,2004,122,10.6
3162,3162,2004,125,12.0
3163,3163,2004,128,15.0
3164,3164,2004,131,15.0
3165,3165,2004,134,12.3
3166,3166,2004,137,12.4
3167,3167,2004,140,13.3
3168,3168,2004,143,14.1
3169,3169,2004,146,13.1
3170,3170,2004,149,10.9
3171,3171,2004,152,11.3
3172,3172,2004,155,13.6
3173,3173,2004,158,14.0
3174,3174,2004,161,13.1
3175,3175,2004,164,11.1
3176,3176,2004,167,11.8
3177,3177,2004,170,11.9
3178,3178,2004,173,11.3
3179,3179,2004,176,10.9
3180,3180,2004,179,10.7
3181,3181,2004,182,11.6
3182,3182,2004,185,13.5
3183,3183,2004,188,14.5
3184,3184,2004,191,11.3
3185,3185,2004,194,10.6
3186,3186,2004,197,10.9
3187,3187,2004,200,12.0
3188,3188,2004,203,11.9
3189,3189,2004,206,10.6
3190,3190,2004,209,10.5
3191,3191,2004,212,11.7
3192,3192,2004,215,13.2
3193,3193,2004,218,12.8
3194,3194,2004,221,11.2
3195,3195,2004,224,10.6
3196,3196,2004,227,11.0
3197,3197,2004,230,11.7
3198,3198,2004,233,11.8
3199,3199,2004,236,11.5
3200,3200,2004,239,12.1
3201,3201,2004,242,13.8
3202,3202,2004,245,14.3
3203,3203,2004,248,11.3
3204,3204,2004,251,10.4
3205,3205,2004,254,10.5
3206,3206,2004,257,11.2
3207,3207,2004,260,12.1
3208,3208,2004,263,12.4
3209,3209,2004,266,11.7
3210,3210,2004,269,11.6
3211,3211,2004,272,11.5
3212,3212,2004,275,11.4
3213,3213,2004,278,11.0
3214,3214,2004,281,10.6
3215,3215,2004,284,10.9
3216,3216,2004,287,11.6
3217,3217,2004,290,12.9
3218,3218,2004,293,13.5
3219,3219,2004,296,11.7
3220,3220,2004,299,13.2
3221,3221,2004,302,13.6
3222,3222,2004,305,15.5
3223,3223,2004,308,13.9
3224,3224,2004,311,11.4
3225,3225,2004,314,11.2
3226,3226,2004,317,12.6
3227,3227,2004,320,17.4
3228,3228,2004,323,17.8
3229,3229,2004,326,12.9
3230,3230,2004,329,12.6
3231,3231,2004,332,13.7
3232,3232,2004,335,14.3
3233,3233,2004,338,13.5
3234,3234,2004,341,12.0
3235,3235,2004,344,15.9
3236,3236,2004,347,17.7
3237,3237,2004,350,17.7
3238,3238,2004,353,14.2
3239,3239,2004,356,11.1
3240,3240,2004,361,15.0
3241,3241,2005,2,14.4
3242,3242,2005,5,12.2
3243,3243,2005,8,15.1
3244,3244,2005,11,17.5
3245,3245,2005,14,17.6
3246,3246,2005,17,14.1
3247,3247,2005,20,13.3
3248,3248,2005,23,16.4
3249,3249,2005,26,16.8
3250,3250,2005,29,15.6
3251,3251,2005,32,13.8
3252,3252,2005,35,13.5
3253,3253,2005,38,16.0
3254,3254,2005,41,16.6
3255,3255,2005,44,14.5
3256,3256,2005,47,11.8
3257,3257,2005,50,11.5
3258,3258,2005,53,12.6
3259,3259,2005,56,12.6
3260,3260,2005,59,12.8
3261,3261,2005,62,13.0
3262,3262,2005,65,14.5
3263,3263,2005,68,16.4
3264,3264,2005,71,16.9
3265,3265,2005,74,12.8
3266,3266,2005,77,11.5
3267,3267,2005,80,13.2
3268,3268,2005,83,14.0
3269,3269,2005,86,16.1
3270,3270,2005,89,15.3
3271,3271,2005,92,18.0
3272,3272,2005,95,18.1
3273,3273,2005,98,17.9
3274,3274,2005,101,17.4
3275,3275,2005,104,14.8
3276,3276,2005,107,15.3
3277,3277,2005,110,11.5
3278,3278,2005,113,11.2
3279,3279,2005,116,12.5
3280,3280,2005,119,14.5
3281,3281,2005,122,13.3
3282,3282,2005,125,12.2
3283,3283,2005,128,13.1
3284,3284,2005,131,14.2
3285,3285,2005,134,13.4
3286,3286,2005,137,11.1
3287,3287,2005,140,12.0
3288,3288,2005,143,15.2
3289,3289,2005,146,15.5
3290,3290,2005,149,12.0
3291,3291,2005,152,10.8
3292,3292,2005,155,11.7
3293,3293,2005,158,13.8
3294,3294,2005,161,14.6
3295,3295,2005,164,11.9
3296,3296,2005,167,10.3
3297,3297,2005,170,10.6
3298,3298,2005,173,12.0
3299,3299,2005,176,13.5
3300,3300,2005,179,11.9
3301,3301,2005,182,11.2
3302,3302,2005,185,12.5
3303,3303,2005,188,13.0
3304,3304,2005,191,12.5
3305,3305,2005,194,11.0
3306,3306,2005,197,10.3
3307,3307,2005,200,10.8
3308,3308,2005,203,12.0
3309,3309,2005,206,12.4
3310,3310,2005,209,10.7
3311,3311,2005,212,10.7
3312,3312,2005,215,11.6
3313,3313,2005,218,11.2
3314,3314,2005,221,10.7
3315,3315,2005,224,10.6
3316,3316,2005,227,11.1
3317,3317,2005,230,12.4
3318,3318,2005,233,13.4
3319,3319,2005,236,11.8
3320,3320,2005,239,10.6
3321,3321,2005,242,10.8
3322,3322,2005,245,11.3
3323,3323,2005,248,11.4
3324,3324,2005,251,11.0
3325,3325,2005,254,10.8
3326,3326,2005,257,11.3
3327,3327,2005,260,12.5
3328,3328,2005,263,13.5
3329,3329,2005,266,12.4
3330,3330,2005,269,10.6
3331,3331,2005,272,10.6
3332,3332,2005,275,10.9
3333,3333,2005,278,12.2
3334,3334,2005,281,13.1
3335,3335,2005,284,13.7
3336,3336,2005,287,13.5
3337,3337,2005,290,14.1
3338,3338,2005,293,14.2
3339,3339,2005,296,12.0
3340,3340,2005,299,11.3
3341,3341,2005,302,13.1
3342,3342,2005,305,14.4
3343,3343,2005,308,18.4
3344,3344,2005,311,16.4
3345,3345,2005,314,16.7
3346,3346,2005,317,13.9
3347,3347,2005,320,14.4
3348,3348,2005,323,14.4
3349,3349,2005,326,12.1
3350,3350,2005,329,10.8
3351,3351,2005,332,11.1
3352,3352,2005,335,14.0
3353,3353,2005,338,16.5
3354,3354,2005,341,16.4
3355,3355,2005,344,12.7
3356,3356,2005,347,13.4
3357,3357,2005,350,16.2
3358,3358,2005,353,16.6
3359,3359,2005,356,16.3
3360,3360,2005,360,18.6
3361,3361,2006,2,24.9
3362,3362,2006,5,23.9
3363,3363,2006,8,15.8
3364,3364,2006,11,16.6
3365,3365,2006,14,21.2
3366,3366,2006,17,21.4
3367,3367,2006,20,15.0
3368,3368,2006,23,11.5
3369,3369,2006,26,14.2
3370,3370,2006,29,21.4
3371,3371,2006,32,24.5
3372,3372,2006,35,22.8
3373,3373,2006,38,16.1
3374,3374,2006,41,15.8
3375,3375,2006,44,15.1
3376,3376,2006,47,14.9
3377,3377,2006,50,15.0
3378,3378,2006,53,12.9
3379,3379,2006,56,16.0
3380,3380,2006,59,18.0
3381,3381,2006,62,20.1
3382,3382,2006,65,18.5
3383,3383,2006,68,20.3
3384,3384,2006,71,15.9
3385,3385,2006,74,16.2
3386,3386,2006,77,15.5
3387,3387,2006,80,13.6
3388,3388,2006,83,15.9
3389,3389,2006,86,16.8
3390,3390,2006,89,17.1
3391,3391,2006,92,16.7
3392,3392,2006,95,14.1
3393,3393,2006,98,11.3
3394,3394,2006,101,11.4
3395,3395,2006,104,14.1
3396,3396,2006,107,17.8
3397,3397,2006,110,16.4
3398,3398,2006,113,13.8
3399,3399,2006,116,12.5
3400,3400,2006,119,15.0
3401,3401,2006,122,14.5
3402,3402,2006,125,11.2
3403,3403,2006,128,10.6
3404,3404,2006,131,11.1
3405,3405,2006,134,12.5
3406,3406,2006,137,13.4
3407,3407,2006,140,11.9
3408,3408,2006,143,11.6
3409,3409,2006,146,14.2
3410,3410,2006,149,16.2
3411,3411,2006,152,14.8
3412,3412,2006,155,11.1
3413,3413,2006,158,10.5
3414,3414,2006,161,11.4
3415,3415,2006,164,13.1
3416,3416,2006,167,13.4
3417,3417,2006,170,11.6
3418,3418,2006,173,11.2
3419,3419,2006,176,12.3
3420,3420,2006,179,11.5
3421,3421,2006,182,10.5
3422,3422,2006,185,10.1
3423,3423,2006,188,10.7
3424,3424,2006,191,12.6
3425,3425,2006,194,13.6
3426,3426,2006,197,13.0
3427,3427,2006,200,11.0
3428,3428,2006,203,11.3
3429,3429,2006,206,11.6
3430,3430,2006,209,11.2
3431,3431,2006,212,10.5
3432,3432,2006,215,10.4
3433,3433,2006,218,10.9
3434,3434,2006,221,12.5
3435,3435,2006,224,13.1
3436,3436,2006,227,11.9
3437,3437,2006,230,11.0
3438,3438,2006,233,11.4
3439,3439,2006,236,11.4
3440,3440,2006,239,11.1
3441,3441,2006,242,10.6
3442,3442,2006,245,10.6
3443,3443,2006,248,11.4
3444,3444,2006,251,12.7
3445,3445,2006,254,13.4
3446,3446,2006,257,12.3
3447,3447,2006,260,11.1
3448,3448,2006,263,11.5
3449,3449,2006,266,11.7
3450,3450,2006,269,11.5
3451,3451,2006,272,11.4
3452,3452,2006,275,11.2
3453,3453,2006,278,12.0
3454,3454,2006,281,13.3
3455,3455,2006,284,14.0
3456,3456,2006,287,12.6
3457,3457,2006,290,11.0
3458,3458,2006,293,11.4
3459,3459,2006,296,12.3
3460,3460,2006,299,14.3
3461,3461,2006,302,14.8
3462,3462,2006,305,13.3
3463,3463,2006,308,14.2
3464,3464,2006,311,17.2
3465,3465,2006,314,19.3
3466,3466,2006,317,16.0
3467,3467,2006,320,21.0
3468,3468,2006,323,20.0
3469,3469,2006,326,20.0
3470,3470,2006,329,18.6
3471,3471,2006,332,15.3
3472,3472,2006,335,14.1
3473,3473,2006,338,16.4
3474,3474,2006,341,18.2
3475,3475,2006,344,17.6
3476,3476,2006,347,20.3
3477,3477,2006,350,18.0
3478,3478,2006,353,20.1
3479,3479,2006,356,23.2
3480,3480,2006,360,19.0
3481,3481,2007,2,22.1
3482,3482,2007,5,21.1
3483,3483,2007,8,19.4
3484,3484,2007,11,17.2
3485,3485,2007,14,13.2
3486,3486,2007,17,16.0
3487,3487,2007,20,19.8
3488,3488,2007,23,20.7
3489,3489,2007,26,16.3
3490,3490,2007,29,15.7
3491,3491,2007,32,16.4
3492,3492,2007,35,15.8
3493,3493,2007,38,13.3
3494,3494,2007,41,11.6
3495,3495,2007,44,12.4
3496,3496,2007,47,15.6
3497,3497,2007,50,18.4
3498,3498,2007,53,18.8
3499,3499,2007,56,19.7
3500,3500,2007,59,18.0
3501,3501,2007,62,16.8
3502,3502,2007,65,14.4
3503,3503,2007,68,14.6
3504,3504,2007,71,14.7
3505,3505,2007,74,13.6
3506,3506,2007,77,15.6
3507,3507,2007,80,17.4
3508,3508,2007,83,18.3
3509,3509,2007,86,16.4
3510,3510,2007,89,12.8
3511,3511,2007,92,12.7
3512,3512,2007,95,12.3
3513,3513,2007,98,12.4
3514,3514,2007,101,12.2
3515,3515,2007,104,14.3
3516,3516,2007,107,16.1
3517,3517,2007,110,16.9
3518,3518,2007,113,15.7
3519,3519,2007,116,12.8
3520,3520,2007,119,12.1
3521,3521,2007,122,12.2
3522,3522,2007,125,13.2
3523,3523,2007,128,12.8
3524,3524,2007,131,10.7
3525,3525,2007,134,10.8
3526,3526,2007,137,12.9
3527,3527,2007,140,15.4
3528,3528,2007,143,13.4
3529,3529,2007,146,11.0
3530,3530,2007,149,10.6
3531,3531,2007,152,11.0
3532,3532,2007,155,11.8
3533,3533,2007,158,11.6
3534,3534,2007,161,11.1
3535,3535,2007,164,13.0
3536,3536,2007,167,15.3
3537,3537,2007,170,14.3
3538,3538,2007,173,10.9
3539,3539,2007,176,10.5
3540,3540,2007,179,10.8
3541,3541,2007,182,11.7
3542,3542,2007,185,12.3
3543,3543,2007,188,10.5
3544,3544,2007,191,10.5
3545,3545,2007,194,11.4
3546,3546,2007,197,13.2
3547,3547,2007,200,12.2
3548,3548,2007,203,10.8
3549,3549,2007,206,10.8
3550,3550,2007,209,11.2
3551,3551,2007,212,12.1
3552,3552,2007,215,11.0
3553,3553,2007,218,10.7
3554,3554,2007,221,11.5
3555,3555,2007,224,13.1
3556,3556,2007,227,12.4
3557,3557,2007,230,10.6
3558,3558,2007,233,10.3
3559,3559,2007,236,10.5
3560,3560,2007,239,11.2
3561,3561,2007,242,11.6
3562,3562,2007,245,11.6
3563,3563,2007,248,11.3
3564,3564,2007,251,11.0
3565,3565,2007,254,11.2
3566,3566,2007,257,11.1
3567,3567,2007,260,10.9
3568,3568,2007,263,10.7
3569,3569,2007,266,10.7
3570,3570,2007,269,11.6
3571,3571,2007,272,13.4
3572,3572,2007,275,15.0
3573,3573,2007,278,13.0
3574,3574,2007,281,13.6
3575,3575,2007,284,13.7
3576,3576,2007,287,12.3
3577,3577,2007,290,12.4
3578,3578,2007,293,12.4
3579,3579,2007,296,13.6
3580,3580,2007,299,13.9
3581,3581,2007,302,14.3
3582,3582,2007,305,13.7
3583,3583,2007,308,12.0
3584,3584,2007,311,11.7
3585,3585,2007,314,14.1
3586,3586,2007,317,21.2
3587,3587,2007,320,18.2
3588,3588,2007,323,12.5
3589,3589,2007,326,13.0
3590,3590,2007,329,14.6
3591,3591,2007,332,16.5
3592,3592,2007,335,14.4
3593,3593,2007,338,13.4
3594,3594,2007,341,13.3
3595,3595,2007,344,14.5
3596,3596,2007,347,16.0
3597,3597,2007,350,18.8
3598,3598,2007,353,17.8
3599,3599,2007,356,20.0
3600,3600,2007,360,18.0
3601,3601,2008,2,13.8
3602,3602,2008,5,21.3
3603,3603,2008,8,21.8
3604,3604,2008,11,20.7
3605,3605,2008,14,19.4
3606,3606,2008,17,13.8
3607,3607,2008,20,15.8
3608,3608,2008,23,18.0
3609,3609,2008,26,17.1
3610,3610,2008,29,14.6
3611,3611,2008,32,14.3
3612,3612,2008,35,15.2
3613,3613,2008,38,18.7
3614,3614,2008,41,17.2
3615,3615,2008,44,15.7
3616,3616,2008,47,14.8
3617,3617,2008,50,16.3
3618,3618,2008,53,16.5
3619,3619,2008,56,14.6
3620,3620,2008,59,12.0
3621,3621,2008,62,11.7
3622,3622,2008,65,12.9
3623,3623,2008,68,13.9
3624,3624,2008,71,16.2
3625,3625,2008,74,14.5
3626,3626,2008,77,14.6
3627,3627,2008,80,15.1
3628,3628,2008,83,16.9
3629,3629,2008,86,17.0
3630,3630,2008,89,14.1
3631,3631,2008,92,12.3
3632,3632,2008,95,11.9
3633,3633,2008,98,14.2
3634,3634,2008,101,15.7
3635,3635,2008,104,14.5
3636,3636,2008,107,12.7
3637,3637,2008,110,12.8
3638,3638,2008,113,13.2
3639,3639,2008,116,13.3
3640,3640,2008,119,11.9
3641,3641,2008,122,11.2
3642,3642,2008,125,12.9
3643,3643,2008,128,14.5
3644,3644,2008,131,14.1
3645,3645,2008,134,12.1
3646,3646,2008,137,11.9
3647,3647,2008,140,12.1
3648,3648,2008,143,13.1
3649,3649,2008,146,11.2
3650,3650,2008,149,10.5
3651,3651,2008,152,11.0
3652,3652,2008,155,13.6
3653,3653,2008,158,16.0
3654,3654,2008,161,14.6
3655,3655,2008,164,11.3
3656,3656,2008,167,10.8
3657,3657,2008,170,11.0
3658,3658,2008,173,12.4
3659,3659,2008,176,11.3
3660,3660,2008,179,10.6
3661,3661,2008,182,10.9
3662,3662,2008,185,12.7
3663,3663,2008,188,14.5
3664,3664,2008,191,12.1
3665,3665,2008,194,10.3
3666,3666,2008,197,10.5
3667,3667,2008,200,11.3
3668,3668,2008,203,11.8
3669,3669,2008,206,11.3
3670,3670,2008,209,11.3
3671,3671,2008,212,12.8
3672,3672,2008,215,14.0
3673,3673,2008,218,11.9
3674,3674,2008,221,10.4
3675,3675,2008,224,10.4
3676,3676,2008,227,11.0
3677,3677,2008,230,11.1
3678,3678,2008,233,11.3
3679,3679,2008,236,11.7
3680,3680,2008,239,12.0
3681,3681,2008,242,12.8
3682,3682,2008,245,12.8
3683,3683,2008,248,11.1
3684,3684,2008,251,10.4
3685,3685,2008,254,10.2
3686,3686,2008,257,10.4
3687,3687,2008,260,11.1
3688,3688,2008,263,12.0
3689,3689,2008,266,12.4
3690,3690,2008,269,11.8
3691,3691,2008,272,12.5
3692,3692,2008,275,12.7
3693,3693,2008,278,12.0
3694,3694,2008,281,11.8
3695,3695,2008,284,10.9
3696,3696,2008,287,10.9
3697,3697,2008,290,12.8
3698,3698,2008,293,14.9
3699,3699,2008,296,13.5
3700,3700,2008,299,11.9
3701,3701,2008,302,13.0
3702,3702,2008,305,14.0
3703,3703,2008,308,15.3
3704,3704,2008,311,12.0
3705,3705,2008,314,11.9
3706,3706,2008,317,15.5
3707,3707,2008,320,16.9
3708,3708,2008,323,15.7
3709,3709,2008,326,13.5
3710,3710,2008,329,13.0
3711,3711,2008,332,15.8
3712,3712,2008,335,16.4
3713,3713,2008,338,14.5
3714,3714,2008,341,11.3
3715,3715,2008,344,11.4
3716,3716,2008,347,15.2
3717,3717,2008,350,22.8
3718,3718,2008,353,17.9
3719,3719,2008,356,16.3
3720,3720,2008,361,17.8
3721,3721,2009,2,16.9
3722,3722,2009,5,16.0
3723,3723,2009,8,16.1
3724,3724,2009,11,20.6
3725,3725,2009,14,17.7
3726,3726,2009,17,13.0
3727,3727,2009,20,11.8
3728,3728,2009,23,13.5
3729,3729,2009,26,15.4
3730,3730,2009,29,15.5
3731,3731,2009,32,15.0
3732,3732,2009,35,14.3
3733,3733,2009,38,16.6
3734,3734,2009,41,17.6
3735,3735,2009,44,17.2
3736,3736,2009,47,14.2
3737,3737,2009,50,12.0
3738,3738,2009,53,12.4
3739,3739,2009,56,13.4
3740,3740,2009,59,14.2
3741,3741,2009,62,15.1
3742,3742,2009,65,15.5
3743,3743,2009,68,16.7
3744,3744,2009,71,18.1
3745,3745,2009,74,17.8
3746,3746,2009,77,17.1
3747,3747,2009,80,15.5
3748,3748,2009,83,14.3
3749,3749,2009,86,14.6
3750,3750,2009,89,16.2
3751,3751,2009,92,16.4
3752,3752,2009,95,13.9
3753,3753,2009,98,14.9
3754,3754,2009,101,16.0
3755,3755,2009,104,16.3
3756,3756,2009,107,12.6
3757,3757,2009,110,11.2
3758,3758,2009,113,13.0
3759,3759,2009,116,13.6
3760,3760,2009,119,15.1
3761,3761,2009,122,13.6
3762,3762,2009,125,14.6
3763,3763,2009,128,15.3
3764,3764,2009,131,15.4
3765,3765,2009,134,14.1
3766,3766,2009,137,11.1
3767,3767,2009,140,10.5
3768,3768,2009,143,11.3
3769,3769,2009,146,12.8
3770,3770,2009,149,14.7
3771,3771,2009,152,11.8
3772,3772,2009,155,11.0
3773,3773,2009,158,12.5
3774,3774,2009,161,14.4
3775,3775,2009,164,13.1
3776,3776,2009,167,11.1
3777,3777,2009,170,11.5
3778,3778,2009,173,12.4
3779,3779,2009,176,13.2
3780,3780,2009,179,12.1
3781,3781,2009,182,10.4
3782,3782,2009,185,10.6
3783,3783,2009,188,11.5
3784,3784,2009,191,12.3
3785,3785,2009,194,11.1
3786,3786,2009,197,10.9
3787,3787,2009,200,11.7
3788,3788,2009,203,12.1
3789,3789,2009,206,12.5
3790,3790,2009,209,11.3
3791,3791,2009,212,10.8
3792,3792,2009,215,11.5
3793,3793,2009,218,11.9
3794,3794,2009,221,11.7
3795,3795,2009,224,11.5
3796,3796,2009,227,11.0
3797,3797,2009,230,11.5
3798,3798,2009,233,11.8
3799,3799,2009,236,12.3
3800,3800,2009,239,11.5
3801,3801,2009,242,10.7
3802,3802,2009,245,10.7
3803,3803,2009,248,11.1
3804,3804,2009,251,11.7
3805,3805,2009,254,12.0
3806,3806,2009,257,11.0
3807,3807,2009,260,11.6
3808,3808,2009,263,12.7
3809,3809,2009,266,12.0
3810,3810,2009,269,10.7
3811,3811,2009,272,10.4
3812,3812,2009,275,10.6
3813,3813,2009,278,12.2
3814,3814,2009,281,12.8
3815,3815,2009,284,13.0
3816,3816,2009,287,12.9
3817,3817,2009,290,14.3
3818,3818,2009,293,15.3
3819,3819,2009,296,14.4
3820,3820,2009,299,12.2
3821,3821,2009,302,11.0
3822,3822,2009,305,12.1
3823,3823,2009,308,14.6
3824,3824,2009,311,17.8
3825,3825,2009,314,18.7
3826,3826,2009,317,17.6
3827,3827,2009,320,25.8
3828,3828,2009,323,25.2
3829,3829,2009,326,20.4
3830,3830,2009,329,14.8
3831,3831,2009,332,12.9
3832,3832,2009,335,13.9
3833,3833,2009,338,16.5
3834,3834,2009,341,21.1
3835,3835,2009,344,15.2
3836,3836,2009,347,15.2
3837,3837,2009,350,19.2
3838,3838,2009,353,18.6
3839,3839,2009,356,15.0
3840,3840,2009,360,12.9
3841,3841,2010,2,18.9
3842,3842,2010,5,17.9
3843,3843,2010,8,14.8
3844,3844,2010,11,17.8
3845,3845,2010,14,19.3
3846,3846,2010,17,19.0
3847,3847,2010,20,19.3
3848,3848,2010,23,14.8
