threeday_yrmo,threeday_yr,year,dayofyear,varvartemp_avg150toBot_anom
1047,1047,1986,260,-0.2
1048,1048,1986,263,-0.2
1049,1049,1986,266,-0.2
1050,1050,1986,269,-0.3
1051,1051,1986,272,-0.3
1052,1052,1986,275,-0.3
1053,1053,1986,278,-0.3
1054,1054,1986,281,-0.3
1055,1055,1986,284,-0.2
1056,1056,1986,287,-0.3
1057,1057,1986,290,-0.3
1058,1058,1986,293,-0.3
1059,1059,1986,296,-0.3
1060,1060,1986,299,-0.3
1061,1061,1986,302,-0.3
1062,1062,1986,305,-0.3
1063,1063,1986,308,-0.3
1064,1064,1986,311,-0.3
1065,1065,1986,314,-0.3
1066,1066,1986,317,-0.3
1067,1067,1986,320,-0.3
1068,1068,1986,323,-0.3
1069,1069,1986,326,-0.3
1070,1070,1986,329,-0.3
1071,1071,1986,332,-0.3
1072,1072,1986,335,-0.3
1073,1073,1986,338,-0.3
1074,1074,1986,341,-0.3
1075,1075,1986,344,-0.3
1076,1076,1986,347,-0.3
1077,1077,1986,350,-0.3
1078,1078,1986,353,-0.3
1079,1079,1986,356,-0.3
1080,1080,1986,363,-0.2
1081,1081,1987,2,-0.3
1082,1082,1987,5,-0.3
1083,1083,1987,8,-0.3
1084,1084,1987,11,-0.3
1085,1085,1987,14,-0.2
1086,1086,1987,17,-0.3
1087,1087,1987,20,-0.3
1088,1088,1987,23,-0.3
1089,1089,1987,26,-0.2
1090,1090,1987,29,-0.2
1091,1091,1987,32,-0.2
1092,1092,1987,35,-0.2
1093,1093,1987,38,-0.2
1094,1094,1987,41,-0.2
1095,1095,1987,44,-0.2
1096,1096,1987,47,-0.2
1097,1097,1987,50,-0.2
1098,1098,1987,53,-0.2
1099,1099,1987,56,-0.2
1100,1100,1987,59,-0.2
1101,1101,1987,62,-0.2
1102,1102,1987,65,-0.2
1103,1103,1987,68,-0.2
1104,1104,1987,71,-0.2
1105,1105,1987,74,-0.2
1106,1106,1987,77,-0.2
1107,1107,1987,80,-0.2
1108,1108,1987,83,-0.2
1109,1109,1987,86,-0.2
1110,1110,1987,89,-0.2
1111,1111,1987,92,-0.2
1112,1112,1987,95,-0.2
1113,1113,1987,98,-0.2
1114,1114,1987,101,-0.2
1115,1115,1987,104,-0.2
1116,1116,1987,107,-0.2
1117,1117,1987,110,-0.2
1118,1118,1987,113,-0.2
1119,1119,1987,116,-0.2
1120,1120,1987,119,-0.2
1121,1121,1987,122,-0.2
1122,1122,1987,125,-0.2
1123,1123,1987,128,-0.2
1124,1124,1987,131,-0.2
1125,1125,1987,134,-0.1
1126,1126,1987,137,-0.1
1127,1127,1987,140,-0.1
1128,1128,1987,143,-0.1
1129,1129,1987,146,-0.1
1130,1130,1987,149,-0.1
1131,1131,1987,152,-0.1
1132,1132,1987,155,-0.1
1133,1133,1987,158,-0.1
1134,1134,1987,161,-0.1
1135,1135,1987,164,-0.1
1136,1136,1987,167,-0.1
1137,1137,1987,170,-0.1
1138,1138,1987,173,-0.1
1139,1139,1987,176,-0.1
1140,1140,1987,179,-0.1
1141,1141,1987,182,-0.1
1142,1142,1987,185,-0.1
1143,1143,1987,188,-0.1
1144,1144,1987,191,-0.1
1145,1145,1987,194,-0.1
1146,1146,1987,197,-0.1
1147,1147,1987,200,-0.1
1148,1148,1987,203,-0.1
1149,1149,1987,206,-0.1
1150,1150,1987,209,-0.1
1151,1151,1987,212,-0.1
1152,1152,1987,215,-0.1
1153,1153,1987,218,-0.1
1154,1154,1987,221,-0.1
1155,1155,1987,224,-0.1
1156,1156,1987,227,-0.1
1157,1157,1987,230,-0.1
1158,1158,1987,233,-0.1
1159,1159,1987,236,-0.1
1160,1160,1987,239,-0.1
1161,1161,1987,242,-0.1
1162,1162,1987,245,-0.1
1163,1163,1987,248,-0.0
1164,1164,1987,251,-0.0
1165,1165,1987,254,-0.0
1166,1166,1987,257,-0.0
1167,1167,1987,260,-0.0
1168,1168,1987,263,-0.0
1169,1169,1987,266,-0.0
1170,1170,1987,269,-0.0
1171,1171,1987,272,0.0
1172,1172,1987,275,0.0
1173,1173,1987,278,0.0
1174,1174,1987,281,0.1
1175,1175,1987,284,0.1
1176,1176,1987,287,0.1
1177,1177,1987,290,0.0
1178,1178,1987,293,0.0
1179,1179,1987,296,0.1
1180,1180,1987,299,0.1
1181,1181,1987,302,0.1
1182,1182,1987,305,0.1
1183,1183,1987,308,0.1
1184,1184,1987,311,0.1
1185,1185,1987,314,0.1
1186,1186,1987,317,0.1
1187,1187,1987,320,0.1
1188,1188,1987,323,0.1
1189,1189,1987,326,0.1
1190,1190,1987,329,0.1
1191,1191,1987,332,0.1
1192,1192,1987,335,0.1
1193,1193,1987,338,0.1
1194,1194,1987,341,0.1
1195,1195,1987,344,0.1
1196,1196,1987,347,0.1
1197,1197,1987,350,0.1
1198,1198,1987,353,0.1
1199,1199,1987,356,0.1
1200,1200,1987,363,0.1
1201,1201,1988,2,0.1
1202,1202,1988,5,0.1
1203,1203,1988,8,0.1
1204,1204,1988,11,0.1
1205,1205,1988,14,0.1
1206,1206,1988,17,0.1
1207,1207,1988,20,0.1
1208,1208,1988,23,0.1
1209,1209,1988,26,0.1
1210,1210,1988,29,0.1
1211,1211,1988,32,0.1
1212,1212,1988,35,0.1
1213,1213,1988,38,0.1
1214,1214,1988,41,0.1
1215,1215,1988,44,0.1
1216,1216,1988,47,0.1
1217,1217,1988,50,0.1
1218,1218,1988,53,0.1
1219,1219,1988,56,0.1
1220,1220,1988,59,0.1
1221,1221,1988,62,0.1
1222,1222,1988,65,0.1
1223,1223,1988,68,0.1
1224,1224,1988,71,0.1
1225,1225,1988,74,0.1
1226,1226,1988,77,0.1
1227,1227,1988,80,0.1
1228,1228,1988,83,0.1
1229,1229,1988,86,0.1
1230,1230,1988,89,0.1
1231,1231,1988,92,0.1
1232,1232,1988,95,0.1
1233,1233,1988,98,0.1
1234,1234,1988,101,0.1
1235,1235,1988,104,0.1
1236,1236,1988,107,0.1
1237,1237,1988,110,0.1
1238,1238,1988,113,0.1
1239,1239,1988,116,0.1
1240,1240,1988,119,0.1
1241,1241,1988,122,0.1
1242,1242,1988,125,0.1
1243,1243,1988,128,0.1
1244,1244,1988,131,0.1
1245,1245,1988,134,0.1
1246,1246,1988,137,0.1
1247,1247,1988,140,0.1
1248,1248,1988,143,0.1
1249,1249,1988,146,0.1
1250,1250,1988,149,0.1
1251,1251,1988,152,0.1
1252,1252,1988,155,0.1
1253,1253,1988,158,0.1
1254,1254,1988,161,0.1
1255,1255,1988,164,0.1
1256,1256,1988,167,0.1
1257,1257,1988,170,0.1
1258,1258,1988,173,0.1
1259,1259,1988,176,0.1
1260,1260,1988,179,0.1
1261,1261,1988,182,0.1
1262,1262,1988,185,0.1
1263,1263,1988,188,0.1
1264,1264,1988,191,0.1
1265,1265,1988,194,0.1
1266,1266,1988,197,0.1
1267,1267,1988,200,0.0
1268,1268,1988,203,0.0
1269,1269,1988,206,0.0
1270,1270,1988,209,0.0
1271,1271,1988,212,0.1
1272,1272,1988,215,0.1
1273,1273,1988,218,0.1
1274,1274,1988,221,0.0
1275,1275,1988,224,0.0
1276,1276,1988,227,0.0
1277,1277,1988,230,0.0
1278,1278,1988,233,0.0
1279,1279,1988,236,0.0
1280,1280,1988,239,0.0
1281,1281,1988,242,0.1
1282,1282,1988,245,0.1
1283,1283,1988,248,0.1
1284,1284,1988,251,0.0
1285,1285,1988,254,0.0
1286,1286,1988,257,0.0
1287,1287,1988,260,0.0
1288,1288,1988,263,0.0
1289,1289,1988,266,0.0
1290,1290,1988,269,0.0
1291,1291,1988,272,0.1
1292,1292,1988,275,0.1
1293,1293,1988,278,0.0
1294,1294,1988,281,0.0
1295,1295,1988,284,-0.0
1296,1296,1988,287,-0.0
1297,1297,1988,290,0.0
1298,1298,1988,293,0.0
1299,1299,1988,296,0.0
1300,1300,1988,299,0.0
1301,1301,1988,302,0.0
1302,1302,1988,305,0.0
1303,1303,1988,308,-0.0
1304,1304,1988,311,-0.0
1305,1305,1988,314,-0.0
1306,1306,1988,317,-0.0
1307,1307,1988,320,-0.0
1308,1308,1988,323,-0.0
1309,1309,1988,326,-0.0
1310,1310,1988,329,-0.0
1311,1311,1988,332,-0.0
1312,1312,1988,335,-0.0
1313,1313,1988,338,-0.0
1314,1314,1988,341,-0.0
1315,1315,1988,344,-0.0
1316,1316,1988,347,-0.0
1317,1317,1988,350,-0.0
1318,1318,1988,353,-0.0
1319,1319,1988,356,-0.0
1320,1320,1988,363,-0.0
1321,1321,1989,2,-0.0
1322,1322,1989,5,-0.0
1323,1323,1989,8,-0.1
1324,1324,1989,11,-0.1
1325,1325,1989,14,-0.1
1326,1326,1989,17,-0.0
1327,1327,1989,20,-0.1
1328,1328,1989,23,-0.1
1329,1329,1989,26,-0.1
1330,1330,1989,29,-0.1
1331,1331,1989,32,-0.1
1332,1332,1989,35,-0.1
1333,1333,1989,38,-0.2
1334,1334,1989,41,-0.3
1335,1335,1989,44,-0.4
1336,1336,1989,47,-0.4
1337,1337,1989,50,-0.4
1338,1338,1989,53,-0.4
1339,1339,1989,56,-0.5
1340,1340,1989,59,-0.5
1341,1341,1989,62,-0.5
1342,1342,1989,65,-0.6
1343,1343,1989,68,-0.6
1344,1344,1989,71,-0.6
1345,1345,1989,74,-0.6
1346,1346,1989,77,-0.7
1347,1347,1989,80,-0.7
1348,1348,1989,83,-0.7
1349,1349,1989,86,-0.7
1350,1350,1989,89,-0.7
1351,1351,1989,92,-0.7
1352,1352,1989,95,-0.7
1353,1353,1989,98,-0.7
1354,1354,1989,101,-0.7
1355,1355,1989,104,-0.7
1356,1356,1989,107,-0.7
1357,1357,1989,110,-0.7
1358,1358,1989,113,-0.7
1359,1359,1989,116,-0.7
1360,1360,1989,119,-0.7
1361,1361,1989,122,-0.7
1362,1362,1989,125,-0.7
1363,1363,1989,128,-0.7
1364,1364,1989,131,-0.7
1365,1365,1989,134,-0.7
1366,1366,1989,137,-0.7
1367,1367,1989,140,-0.7
1368,1368,1989,143,-0.6
1369,1369,1989,146,-0.6
1370,1370,1989,149,-0.7
1371,1371,1989,152,-0.7
1372,1372,1989,155,-0.6
1373,1373,1989,158,-0.6
1374,1374,1989,161,-0.6
1375,1375,1989,164,-0.7
1376,1376,1989,167,-0.7
1377,1377,1989,170,-0.6
1378,1378,1989,173,-0.6
1379,1379,1989,176,-0.6
1380,1380,1989,179,-0.6
1381,1381,1989,182,-0.6
1382,1382,1989,185,-0.6
1383,1383,1989,188,-0.6
1384,1384,1989,191,-0.6
1385,1385,1989,194,-0.6
1386,1386,1989,197,-0.6
1387,1387,1989,200,-0.6
1388,1388,1989,203,-0.6
1389,1389,1989,206,-0.6
1390,1390,1989,209,-0.6
1391,1391,1989,212,-0.6
1392,1392,1989,215,-0.6
1393,1393,1989,218,-0.6
1394,1394,1989,221,-0.6
1395,1395,1989,224,-0.6
1396,1396,1989,227,-0.6
1397,1397,1989,230,-0.6
1398,1398,1989,233,-0.6
1399,1399,1989,236,-0.5
1400,1400,1989,239,-0.5
1401,1401,1989,242,-0.5
1402,1402,1989,245,-0.5
1403,1403,1989,248,-0.5
1404,1404,1989,251,-0.6
1405,1405,1989,254,-0.6
1406,1406,1989,257,-0.5
1407,1407,1989,260,-0.5
1408,1408,1989,263,-0.4
1409,1409,1989,266,-0.4
1410,1410,1989,269,-0.4
1411,1411,1989,272,-0.4
1412,1412,1989,275,-0.4
1413,1413,1989,278,-0.4
1414,1414,1989,281,-0.4
1415,1415,1989,284,-0.4
1416,1416,1989,287,-0.4
1417,1417,1989,290,-0.3
1418,1418,1989,293,-0.3
1419,1419,1989,296,-0.3
1420,1420,1989,299,-0.3
1421,1421,1989,302,-0.3
1422,1422,1989,305,-0.3
1423,1423,1989,308,-0.3
1424,1424,1989,311,-0.3
1425,1425,1989,314,-0.3
1426,1426,1989,317,-0.3
1427,1427,1989,320,-0.3
1428,1428,1989,323,-0.3
1429,1429,1989,326,-0.3
1430,1430,1989,329,-0.3
1431,1431,1989,332,-0.3
1432,1432,1989,335,-0.3
1433,1433,1989,338,-0.3
1434,1434,1989,341,-0.3
1435,1435,1989,344,-0.3
1436,1436,1989,347,-0.3
1437,1437,1989,350,-0.3
1438,1438,1989,353,-0.3
1439,1439,1989,356,-0.2
1440,1440,1989,363,-0.3
1441,1441,1990,2,-0.3
1442,1442,1990,5,-0.3
1443,1443,1990,8,-0.2
1444,1444,1990,11,-0.2
1445,1445,1990,14,-0.2
1446,1446,1990,17,-0.2
1447,1447,1990,20,-0.2
1448,1448,1990,23,-0.2
1449,1449,1990,26,-0.2
1450,1450,1990,29,-0.2
1451,1451,1990,32,-0.2
1452,1452,1990,35,-0.2
1453,1453,1990,38,-0.2
1454,1454,1990,41,-0.2
1455,1455,1990,44,-0.3
1456,1456,1990,47,-0.3
1457,1457,1990,50,-0.3
1458,1458,1990,53,-0.3
1459,1459,1990,56,-0.3
1460,1460,1990,59,-0.3
1461,1461,1990,62,-0.3
1462,1462,1990,65,-0.3
1463,1463,1990,68,-0.3
1464,1464,1990,71,-0.3
1465,1465,1990,74,-0.3
1466,1466,1990,77,-0.3
1467,1467,1990,80,-0.3
1468,1468,1990,83,-0.3
1469,1469,1990,86,-0.4
1470,1470,1990,89,-0.4
1471,1471,1990,92,-0.4
1472,1472,1990,95,-0.4
1473,1473,1990,98,-0.4
1474,1474,1990,101,-0.3
1475,1475,1990,104,-0.3
1476,1476,1990,107,-0.3
1477,1477,1990,110,-0.3
1478,1478,1990,113,-0.3
1479,1479,1990,116,-0.4
1480,1480,1990,119,-0.4
1481,1481,1990,122,-0.4
1482,1482,1990,125,-0.4
1483,1483,1990,128,-0.4
1484,1484,1990,131,-0.4
1485,1485,1990,134,-0.4
1486,1486,1990,137,-0.4
1487,1487,1990,140,-0.4
1488,1488,1990,143,-0.4
1489,1489,1990,146,-0.4
1490,1490,1990,149,-0.3
1491,1491,1990,152,-0.4
1492,1492,1990,155,-0.4
1493,1493,1990,158,-0.4
1494,1494,1990,161,-0.3
1495,1495,1990,164,-0.3
1496,1496,1990,167,-0.4
1497,1497,1990,170,-0.4
1498,1498,1990,173,-0.4
1499,1499,1990,176,-0.3
1500,1500,1990,179,-0.4
1501,1501,1990,182,-0.4
1502,1502,1990,185,-0.4
1503,1503,1990,188,-0.4
1504,1504,1990,191,-0.4
1505,1505,1990,194,-0.4
1506,1506,1990,197,-0.4
1507,1507,1990,200,-0.4
1508,1508,1990,203,-0.4
1509,1509,1990,206,-0.4
1510,1510,1990,209,-0.4
1511,1511,1990,212,-0.4
1512,1512,1990,215,-0.4
1513,1513,1990,218,-0.4
1514,1514,1990,221,-0.3
1515,1515,1990,224,-0.3
1516,1516,1990,227,-0.3
1517,1517,1990,230,-0.3
1518,1518,1990,233,-0.3
1519,1519,1990,236,-0.3
1520,1520,1990,239,-0.3
1521,1521,1990,242,-0.4
1522,1522,1990,245,-0.4
1523,1523,1990,248,-0.3
1524,1524,1990,251,-0.3
1525,1525,1990,254,-0.3
1526,1526,1990,257,-0.3
1527,1527,1990,260,-0.3
1528,1528,1990,263,-0.3
1529,1529,1990,266,-0.3
1530,1530,1990,269,-0.3
1531,1531,1990,272,-0.3
1532,1532,1990,275,-0.3
1533,1533,1990,278,-0.3
1534,1534,1990,281,-0.2
1535,1535,1990,284,-0.2
1536,1536,1990,287,-0.2
1537,1537,1990,290,-0.2
1538,1538,1990,293,-0.2
1539,1539,1990,296,-0.2
1540,1540,1990,299,-0.2
1541,1541,1990,302,-0.3
1542,1542,1990,305,-0.3
1543,1543,1990,308,-0.2
1544,1544,1990,311,-0.2
1545,1545,1990,314,-0.2
1546,1546,1990,317,-0.2
1547,1547,1990,320,-0.2
1548,1548,1990,323,-0.2
1549,1549,1990,326,-0.2
1550,1550,1990,329,-0.2
1551,1551,1990,332,-0.2
1552,1552,1990,335,-0.2
1553,1553,1990,338,-0.2
1554,1554,1990,341,-0.2
1555,1555,1990,344,-0.2
1556,1556,1990,347,-0.2
1557,1557,1990,350,-0.2
1558,1558,1990,353,-0.2
1559,1559,1990,356,-0.2
1560,1560,1990,363,-0.2
1561,1561,1991,2,-0.3
1562,1562,1991,5,-0.3
1563,1563,1991,8,-0.3
1564,1564,1991,11,-0.3
1565,1565,1991,14,-0.3
1566,1566,1991,17,-0.3
1567,1567,1991,20,-0.3
1568,1568,1991,23,-0.3
1569,1569,1991,26,-0.3
1570,1570,1991,29,-0.3
1571,1571,1991,32,-0.3
1572,1572,1991,35,-0.3
1573,1573,1991,38,-0.3
1574,1574,1991,41,-0.3
1575,1575,1991,44,-0.3
1576,1576,1991,47,-0.4
1577,1577,1991,50,-0.4
1578,1578,1991,53,-0.3
1579,1579,1991,56,-0.3
1580,1580,1991,59,-0.3
1581,1581,1991,62,-0.3
1582,1582,1991,65,-0.3
1583,1583,1991,68,-0.3
1584,1584,1991,71,-0.3
1585,1585,1991,74,-0.3
1586,1586,1991,77,-0.3
1587,1587,1991,80,-0.3
1588,1588,1991,83,-0.3
1589,1589,1991,86,-0.3
1590,1590,1991,89,-0.3
1591,1591,1991,92,-0.3
1592,1592,1991,95,-0.3
1593,1593,1991,98,-0.3
1594,1594,1991,101,-0.3
1595,1595,1991,104,-0.3
1596,1596,1991,107,-0.3
1597,1597,1991,110,-0.3
1598,1598,1991,113,-0.3
1599,1599,1991,116,-0.3
1600,1600,1991,119,-0.3
1601,1601,1991,122,-0.3
1602,1602,1991,125,-0.3
1603,1603,1991,128,-0.3
1604,1604,1991,131,-0.3
1605,1605,1991,134,-0.3
1606,1606,1991,137,-0.3
1607,1607,1991,140,-0.3
1608,1608,1991,143,-0.3
1609,1609,1991,146,-0.3
1610,1610,1991,149,-0.3
1611,1611,1991,152,-0.3
1612,1612,1991,155,-0.3
1613,1613,1991,158,-0.3
1614,1614,1991,161,-0.3
1615,1615,1991,164,-0.3
1616,1616,1991,167,-0.3
1617,1617,1991,170,-0.3
1618,1618,1991,173,-0.4
1619,1619,1991,176,-0.4
1620,1620,1991,179,-0.3
1621,1621,1991,182,-0.3
1622,1622,1991,185,-0.3
1623,1623,1991,188,-0.4
1624,1624,1991,191,-0.4
1625,1625,1991,194,-0.3
1626,1626,1991,197,-0.3
1627,1627,1991,200,-0.3
1628,1628,1991,203,-0.4
1629,1629,1991,206,-0.4
1630,1630,1991,209,-0.4
1631,1631,1991,212,-0.4
1632,1632,1991,215,-0.4
1633,1633,1991,218,-0.4
1634,1634,1991,221,-0.3
1635,1635,1991,224,-0.3
1636,1636,1991,227,-0.3
1637,1637,1991,230,-0.4
1638,1638,1991,233,-0.4
1639,1639,1991,236,-0.4
1640,1640,1991,239,-0.4
1641,1641,1991,242,-0.4
1642,1642,1991,245,-0.4
1643,1643,1991,248,-0.4
1644,1644,1991,251,-0.4
1645,1645,1991,254,-0.4
1646,1646,1991,257,-0.4
1647,1647,1991,260,-0.4
1648,1648,1991,263,-0.4
1649,1649,1991,266,-0.4
1650,1650,1991,269,-0.4
1651,1651,1991,272,-0.4
1652,1652,1991,275,-0.4
1653,1653,1991,278,-0.4
1654,1654,1991,281,-0.4
1655,1655,1991,284,-0.4
1656,1656,1991,287,-0.4
1657,1657,1991,290,-0.4
1658,1658,1991,293,-0.4
1659,1659,1991,296,-0.4
1660,1660,1991,299,-0.4
1661,1661,1991,302,-0.4
1662,1662,1991,305,-0.4
1663,1663,1991,308,-0.4
1664,1664,1991,311,-0.4
1665,1665,1991,314,-0.4
1666,1666,1991,317,-0.4
1667,1667,1991,320,-0.4
1668,1668,1991,323,-0.4
1669,1669,1991,326,-0.4
1670,1670,1991,329,-0.4
1671,1671,1991,332,-0.4
1672,1672,1991,335,-0.4
1673,1673,1991,338,-0.4
1674,1674,1991,341,-0.4
1675,1675,1991,344,-0.4
1676,1676,1991,347,-0.4
1677,1677,1991,350,-0.4
1678,1678,1991,353,-0.4
1679,1679,1991,356,-0.4
1680,1680,1991,363,-0.4
1681,1681,1992,2,-0.4
1682,1682,1992,5,-0.4
1683,1683,1992,8,-0.4
1684,1684,1992,11,-0.4
1685,1685,1992,14,-0.4
1686,1686,1992,17,-0.4
1687,1687,1992,20,-0.4
1688,1688,1992,23,-0.4
1689,1689,1992,26,-0.4
1690,1690,1992,29,-0.4
1691,1691,1992,32,-0.3
1692,1692,1992,35,-0.3
1693,1693,1992,38,-0.4
1694,1694,1992,41,-0.4
1695,1695,1992,44,-0.4
1696,1696,1992,47,-0.3
1697,1697,1992,50,-0.3
1698,1698,1992,53,-0.3
1699,1699,1992,56,-0.3
1700,1700,1992,59,-0.3
1701,1701,1992,62,-0.3
1702,1702,1992,65,-0.3
1703,1703,1992,68,-0.3
1704,1704,1992,71,-0.3
1705,1705,1992,74,-0.3
1706,1706,1992,77,-0.3
1707,1707,1992,80,-0.3
1708,1708,1992,83,-0.3
1709,1709,1992,86,-0.2
1710,1710,1992,89,-0.2
1711,1711,1992,92,-0.2
1712,1712,1992,95,-0.2
1713,1713,1992,98,-0.2
1714,1714,1992,101,-0.2
1715,1715,1992,104,-0.2
1716,1716,1992,107,-0.2
1717,1717,1992,110,-0.2
1718,1718,1992,113,-0.2
1719,1719,1992,116,-0.2
1720,1720,1992,119,-0.2
1721,1721,1992,122,-0.2
1722,1722,1992,125,-0.2
1723,1723,1992,128,-0.2
1724,1724,1992,131,-0.2
1725,1725,1992,134,-0.2
1726,1726,1992,137,-0.2
1727,1727,1992,140,-0.2
1728,1728,1992,143,-0.2
1729,1729,1992,146,-0.2
1730,1730,1992,149,-0.2
1731,1731,1992,152,-0.2
1732,1732,1992,155,-0.2
1733,1733,1992,158,-0.2
1734,1734,1992,161,-0.2
1735,1735,1992,164,-0.2
1736,1736,1992,167,-0.2
1737,1737,1992,170,-0.1
1738,1738,1992,173,-0.2
1739,1739,1992,176,-0.2
1740,1740,1992,179,-0.2
1741,1741,1992,182,-0.1
1742,1742,1992,185,-0.1
1743,1743,1992,188,-0.1
1744,1744,1992,191,-0.1
1745,1745,1992,194,-0.1
1746,1746,1992,197,-0.1
1747,1747,1992,200,-0.1
1748,1748,1992,203,-0.1
1749,1749,1992,206,-0.2
1750,1750,1992,209,-0.1
1751,1751,1992,212,-0.1
1752,1752,1992,215,-0.1
1753,1753,1992,218,-0.1
1754,1754,1992,221,-0.1
1755,1755,1992,224,-0.1
1756,1756,1992,227,-0.1
1757,1757,1992,230,-0.1
1758,1758,1992,233,-0.1
1759,1759,1992,236,-0.1
1760,1760,1992,239,-0.1
1761,1761,1992,242,-0.0
1762,1762,1992,245,0.0
1763,1763,1992,248,-0.0
1764,1764,1992,251,-0.0
1765,1765,1992,254,-0.0
1766,1766,1992,257,-0.0
1767,1767,1992,260,-0.0
1768,1768,1992,263,0.0
1769,1769,1992,266,0.0
1770,1770,1992,269,0.0
1771,1771,1992,272,0.1
1772,1772,1992,275,0.1
1773,1773,1992,278,0.1
1774,1774,1992,281,0.1
1775,1775,1992,284,0.0
1776,1776,1992,287,0.1
1777,1777,1992,290,0.1
1778,1778,1992,293,0.1
1779,1779,1992,296,0.1
1780,1780,1992,299,0.1
1781,1781,1992,302,0.1
1782,1782,1992,305,0.1
1783,1783,1992,308,0.1
1784,1784,1992,311,0.1
1785,1785,1992,314,0.1
1786,1786,1992,317,0.1
1787,1787,1992,320,0.1
1788,1788,1992,323,0.1
1789,1789,1992,326,0.1
1790,1790,1992,329,0.1
1791,1791,1992,332,0.1
1792,1792,1992,335,0.1
1793,1793,1992,338,0.1
1794,1794,1992,341,0.1
1795,1795,1992,344,0.1
1796,1796,1992,347,0.1
1797,1797,1992,350,0.1
1798,1798,1992,353,0.1
1799,1799,1992,356,0.1
1800,1800,1992,363,0.1
1801,1801,1993,2,0.1
1802,1802,1993,5,0.1
1803,1803,1993,8,0.1
1804,1804,1993,11,0.1
1805,1805,1993,14,0.0
1806,1806,1993,17,0.0
1807,1807,1993,20,0.0
1808,1808,1993,23,0.0
1809,1809,1993,26,0.1
1810,1810,1993,29,0.0
1811,1811,1993,32,0.0
1812,1812,1993,35,0.0
1813,1813,1993,38,0.0
1814,1814,1993,41,0.0
1815,1815,1993,44,0.0
1816,1816,1993,47,0.0
1817,1817,1993,50,0.0
1818,1818,1993,53,0.0
1819,1819,1993,56,0.0
1820,1820,1993,59,0.0
1821,1821,1993,62,0.0
1822,1822,1993,65,0.0
1823,1823,1993,68,-0.0
1824,1824,1993,71,-0.1
1825,1825,1993,74,-0.1
1826,1826,1993,77,-0.0
1827,1827,1993,80,-0.0
1828,1828,1993,83,-0.0
1829,1829,1993,86,-0.0
1830,1830,1993,89,-0.0
1831,1831,1993,92,-0.0
1832,1832,1993,95,-0.0
1833,1833,1993,98,-0.0
1834,1834,1993,101,-0.0
1835,1835,1993,104,-0.0
1836,1836,1993,107,-0.0
1837,1837,1993,110,-0.0
1838,1838,1993,113,-0.0
1839,1839,1993,116,-0.0
1840,1840,1993,119,-0.0
1841,1841,1993,122,-0.0
1842,1842,1993,125,-0.0
1843,1843,1993,128,-0.0
1844,1844,1993,131,-0.0
1845,1845,1993,134,-0.0
1846,1846,1993,137,-0.0
1847,1847,1993,140,-0.0
1848,1848,1993,143,-0.0
1849,1849,1993,146,-0.0
1850,1850,1993,149,-0.0
1851,1851,1993,152,-0.0
1852,1852,1993,155,-0.0
1853,1853,1993,158,-0.0
1854,1854,1993,161,-0.0
1855,1855,1993,164,-0.0
1856,1856,1993,167,-0.0
1857,1857,1993,170,-0.0
1858,1858,1993,173,-0.0
1859,1859,1993,176,-0.0
1860,1860,1993,179,-0.0
1861,1861,1993,182,-0.0
1862,1862,1993,185,-0.0
1863,1863,1993,188,-0.0
1864,1864,1993,191,-0.0
1865,1865,1993,194,-0.0
1866,1866,1993,197,-0.0
1867,1867,1993,200,-0.0
1868,1868,1993,203,0.0
1869,1869,1993,206,0.0
1870,1870,1993,209,0.0
1871,1871,1993,212,0.0
1872,1872,1993,215,0.0
1873,1873,1993,218,0.0
1874,1874,1993,221,-0.0
1875,1875,1993,224,-0.0
1876,1876,1993,227,-0.0
1877,1877,1993,230,0.0
1878,1878,1993,233,0.1
1879,1879,1993,236,0.1
1880,1880,1993,239,0.1
1881,1881,1993,242,0.1
1882,1882,1993,245,0.1
1883,1883,1993,248,0.1
1884,1884,1993,251,0.1
1885,1885,1993,254,0.1
1886,1886,1993,257,0.1
1887,1887,1993,260,0.1
1888,1888,1993,263,0.1
1889,1889,1993,266,0.1
1890,1890,1993,269,0.1
1891,1891,1993,272,0.1
1892,1892,1993,275,0.1
1893,1893,1993,278,0.1
1894,1894,1993,281,0.1
1895,1895,1993,284,0.1
1896,1896,1993,287,0.1
1897,1897,1993,290,0.1
1898,1898,1993,293,0.2
1899,1899,1993,296,0.2
1900,1900,1993,299,0.1
1901,1901,1993,302,0.1
1902,1902,1993,305,0.1
1903,1903,1993,308,0.1
1904,1904,1993,311,0.1
1905,1905,1993,314,0.1
1906,1906,1993,317,0.1
1907,1907,1993,320,0.1
1908,1908,1993,323,0.1
1909,1909,1993,326,0.1
1910,1910,1993,329,0.1
1911,1911,1993,332,0.1
1912,1912,1993,335,0.1
1913,1913,1993,338,0.1
1914,1914,1993,341,0.1
1915,1915,1993,344,0.1
1916,1916,1993,347,0.1
1917,1917,1993,350,0.1
1918,1918,1993,353,0.1
1919,1919,1993,356,0.1
1920,1920,1993,363,0.1
1921,1921,1994,2,0.1
1922,1922,1994,5,0.1
1923,1923,1994,8,0.1
1924,1924,1994,11,0.1
1925,1925,1994,14,0.1
1926,1926,1994,17,0.1
1927,1927,1994,20,0.1
1928,1928,1994,23,0.1
1929,1929,1994,26,0.1
1930,1930,1994,29,0.1
1931,1931,1994,32,0.1
1932,1932,1994,35,0.1
1933,1933,1994,38,0.1
1934,1934,1994,41,0.1
