threeday_yrmo,threeday_yr,year,dayofyear,varvartemp1_C_0-10mAvg
1062,1062,1988,305,9.7
1063,1063,1988,308,9.6
1064,1064,1988,311,9.4
1065,1065,1988,314,9.2
1066,1066,1988,317,9.0
1067,1067,1988,320,8.7
1068,1068,1988,323,8.5
1069,1069,1988,326,8.4
1070,1070,1988,329,8.3
1071,1071,1988,332,7.9
1072,1072,1988,335,7.7
1073,1073,1988,338,7.7
1074,1074,1988,341,7.6
1075,1075,1988,344,7.6
1076,1076,1988,347,7.6
1077,1077,1988,350,7.4
1078,1078,1988,353,7.0
1079,1079,1988,356,6.9
1080,1080,1988,361,6.6
1081,1081,1989,2,6.3
1082,1082,1989,5,6.4
1083,1083,1989,8,6.1
1084,1084,1989,11,6.0
1085,1085,1989,14,6.1
1086,1086,1989,17,6.1
1087,1087,1989,20,6.2
1088,1088,1989,23,6.0
1089,1089,1989,26,5.8
1090,1090,1989,29,5.9
1091,1091,1989,32,5.9
1092,1092,1989,35,4.9
1093,1093,1989,38,4.6
1094,1094,1989,41,4.8
1095,1095,1989,44,4.9
1096,1096,1989,47,5.0
1097,1097,1989,50,4.9
1098,1098,1989,53,5.2
1099,1099,1989,56,5.5
1100,1100,1989,59,5.7
1101,1101,1989,62,5.4
1102,1102,1989,65,5.6
1103,1103,1989,68,6.0
1104,1104,1989,71,6.3
1105,1105,1989,74,6.5
1106,1106,1989,77,6.6
1107,1107,1989,80,6.8
1108,1108,1989,83,7.1
1109,1109,1989,86,7.2
1110,1110,1989,89,7.3
1111,1111,1989,92,7.3
1112,1112,1989,95,7.3
1113,1113,1989,98,7.4
1114,1114,1989,101,7.9
1115,1115,1989,104,8.4
1116,1116,1989,107,8.6
1117,1117,1989,110,9.1
1118,1118,1989,113,9.2
1119,1119,1989,116,9.5
1120,1120,1989,119,10.1
1121,1121,1989,122,10.6
1122,1122,1989,125,11.0
1123,1123,1989,128,11.2
1124,1124,1989,131,11.3
1125,1125,1989,134,11.6
1126,1126,1989,137,11.9
1127,1127,1989,140,11.4
1128,1128,1989,143,11.6
1129,1129,1989,146,11.4
1130,1130,1989,149,11.4
1131,1131,1989,152,12.1
1132,1132,1989,155,12.5
1133,1133,1989,158,12.7
1134,1134,1989,161,13.3
1135,1135,1989,164,13.8
1136,1136,1989,167,13.7
1137,1137,1989,170,13.0
1138,1138,1989,173,13.2
1139,1139,1989,176,13.9
1140,1140,1989,179,13.7
1141,1141,1989,182,13.4
1142,1142,1989,185,12.9
1143,1143,1989,188,13.5
1144,1144,1989,191,14.0
1145,1145,1989,194,14.6
1146,1146,1989,197,14.7
1147,1147,1989,200,14.3
1148,1148,1989,203,14.6
1149,1149,1989,206,14.9
1150,1150,1989,209,14.9
1151,1151,1989,212,14.8
1152,1152,1989,215,14.4
1153,1153,1989,218,14.8
1154,1154,1989,221,15.2
1155,1155,1989,224,15.1
1156,1156,1989,227,14.7
1157,1157,1989,230,14.4
1158,1158,1989,233,14.4
1159,1159,1989,236,14.2
1160,1160,1989,239,14.4
1161,1161,1989,242,14.3
1162,1162,1989,245,14.0
1163,1163,1989,248,13.9
1164,1164,1989,251,13.7
1165,1165,1989,254,13.5
1166,1166,1989,257,13.4
1167,1167,1989,260,12.8
1168,1168,1989,263,12.5
1169,1169,1989,266,12.5
1170,1170,1989,269,12.5
1171,1171,1989,272,12.3
1172,1172,1989,275,11.9
1173,1173,1989,278,11.6
1174,1174,1989,281,11.5
1175,1175,1989,284,11.4
1176,1176,1989,287,11.1
1177,1177,1989,290,10.7
1178,1178,1989,293,10.4
1179,1179,1989,296,10.0
1180,1180,1989,299,9.9
1181,1181,1989,302,9.7
1182,1182,1989,305,9.5
1183,1183,1989,308,9.3
1184,1184,1989,311,9.2
1185,1185,1989,314,9.0
1186,1186,1989,317,8.8
1187,1187,1989,320,8.4
1188,1188,1989,323,8.3
1189,1189,1989,326,8.2
1190,1190,1989,329,7.9
1191,1191,1989,332,7.7
1192,1192,1989,335,7.7
1193,1193,1989,338,7.8
1194,1194,1989,341,7.8
1195,1195,1989,344,7.6
1196,1196,1989,347,7.3
1197,1197,1989,350,7.1
1198,1198,1989,353,6.9
1199,1199,1989,356,6.8
1200,1200,1989,360,7.0
1201,1201,1990,2,6.9
1202,1202,1990,5,6.8
1203,1203,1990,8,6.9
1204,1204,1990,11,6.8
1205,1205,1990,14,6.6
1206,1206,1990,17,6.6
1207,1207,1990,20,6.3
1208,1208,1990,23,6.4
1209,1209,1990,26,6.5
1210,1210,1990,29,6.4
1211,1211,1990,32,6.3
1212,1212,1990,35,6.3
1213,1213,1990,38,6.3
1214,1214,1990,41,6.1
1215,1215,1990,44,5.9
1216,1216,1990,47,5.6
1217,1217,1990,50,5.2
1218,1218,1990,53,5.4
1219,1219,1990,56,5.7
1220,1220,1990,59,6.0
1221,1221,1990,62,6.2
1222,1222,1990,65,6.4
1223,1223,1990,68,6.3
1224,1224,1990,71,6.4
1225,1225,1990,74,6.6
1226,1226,1990,77,6.7
1227,1227,1990,80,7.0
1228,1228,1990,83,7.1
1229,1229,1990,86,7.3
1230,1230,1990,89,7.7
1231,1231,1990,92,8.0
1232,1232,1990,95,8.3
1233,1233,1990,98,8.6
1234,1234,1990,101,8.8
1235,1235,1990,104,9.0
1236,1236,1990,107,9.3
1237,1237,1990,110,9.4
1238,1238,1990,113,9.5
1239,1239,1990,116,9.3
1240,1240,1990,119,9.3
1241,1241,1990,122,9.8
1242,1242,1990,125,10.3
1243,1243,1990,128,10.5
1244,1244,1990,131,10.7
1245,1245,1990,134,11.0
1246,1246,1990,137,11.3
1247,1247,1990,140,11.6
1248,1248,1990,143,11.5
1249,1249,1990,146,11.6
1250,1250,1990,149,11.7
1251,1251,1990,152,11.9
1252,1252,1990,155,11.8
1253,1253,1990,158,12.0
1254,1254,1990,161,11.8
1255,1255,1990,164,12.1
1256,1256,1990,167,12.9
1257,1257,1990,170,13.4
1258,1258,1990,173,13.7
1259,1259,1990,176,13.9
1260,1260,1990,179,13.8
1261,1261,1990,182,13.7
1262,1262,1990,185,14.1
1263,1263,1990,188,14.0
1264,1264,1990,191,14.3
1265,1265,1990,194,14.7
1266,1266,1990,197,14.2
1267,1267,1990,200,13.9
1268,1268,1990,203,14.3
1269,1269,1990,206,14.5
1270,1270,1990,209,14.7
1271,1271,1990,212,15.2
1272,1272,1990,215,15.2
1273,1273,1990,218,15.3
1274,1274,1990,221,15.2
1275,1275,1990,224,15.3
1276,1276,1990,227,15.1
1277,1277,1990,230,14.9
1278,1278,1990,233,15.0
1279,1279,1990,236,14.9
1280,1280,1990,239,15.0
1281,1281,1990,242,15.0
1282,1282,1990,245,14.7
1283,1283,1990,248,14.3
1284,1284,1990,251,14.1
1285,1285,1990,254,14.1
1286,1286,1990,257,14.0
1287,1287,1990,260,13.8
1288,1288,1990,263,13.4
1289,1289,1990,266,13.3
1290,1290,1990,269,13.2
1291,1291,1990,272,13.0
1292,1292,1990,275,12.5
1293,1293,1990,278,11.8
1294,1294,1990,281,11.4
1295,1295,1990,284,10.9
1296,1296,1990,287,10.6
1297,1297,1990,290,10.3
1298,1298,1990,293,9.9
1299,1299,1990,296,9.7
1300,1300,1990,299,9.7
1301,1301,1990,302,9.5
1302,1302,1990,305,9.3
1303,1303,1990,308,9.0
1304,1304,1990,311,8.8
1305,1305,1990,314,8.5
1306,1306,1990,317,8.6
1307,1307,1990,320,8.4
1308,1308,1990,323,8.2
1309,1309,1990,326,7.9
1310,1310,1990,329,7.8
1311,1311,1990,332,7.5
1312,1312,1990,335,7.3
1313,1313,1990,338,7.3
1314,1314,1990,341,7.2
1315,1315,1990,344,7.1
1316,1316,1990,347,6.9
1317,1317,1990,350,6.8
1318,1318,1990,353,6.5
1319,1319,1990,356,5.5
1320,1320,1990,360,5.0
1321,1321,1991,2,4.9
1322,1322,1991,5,4.8
1323,1323,1991,8,4.7
1324,1324,1991,11,4.8
1325,1325,1991,14,5.2
1326,1326,1991,17,5.4
1327,1327,1991,20,5.4
1328,1328,1991,23,5.3
1329,1329,1991,26,5.3
1330,1330,1991,29,5.1
1331,1331,1991,32,5.3
1332,1332,1991,35,5.9
1333,1333,1991,38,5.8
1334,1334,1991,41,5.7
1335,1335,1991,44,5.9
1336,1336,1991,47,6.1
1337,1337,1991,50,6.3
1338,1338,1991,53,6.2
1339,1339,1991,56,6.3
1340,1340,1991,59,6.6
1341,1341,1991,62,6.4
1342,1342,1991,65,6.3
1343,1343,1991,68,6.3
1344,1344,1991,71,6.4
1345,1345,1991,74,6.5
1346,1346,1991,77,6.6
1347,1347,1991,80,6.9
1348,1348,1991,83,7.0
1349,1349,1991,86,7.1
1350,1350,1991,89,7.3
1351,1351,1991,92,7.6
1352,1352,1991,95,7.5
1353,1353,1991,98,7.6
1354,1354,1991,101,7.7
1355,1355,1991,104,8.1
1356,1356,1991,107,8.5
1357,1357,1991,110,9.0
1358,1358,1991,113,9.5
1359,1359,1991,116,9.5
1360,1360,1991,119,9.5
1361,1361,1991,122,9.8
1362,1362,1991,125,10.3
1363,1363,1991,128,9.9
1364,1364,1991,131,10.2
1365,1365,1991,134,10.5
1366,1366,1991,137,10.7
1367,1367,1991,140,10.8
1368,1368,1991,143,11.1
1369,1369,1991,146,11.3
1370,1370,1991,149,11.6
1371,1371,1991,152,11.9
1372,1372,1991,155,12.0
1373,1373,1991,158,12.1
1374,1374,1991,161,12.3
1375,1375,1991,164,12.1
1376,1376,1991,167,12.2
1377,1377,1991,170,12.4
1378,1378,1991,173,12.5
1379,1379,1991,176,12.8
1380,1380,1991,179,13.2
1381,1381,1991,182,13.5
1382,1382,1991,185,13.9
1383,1383,1991,188,13.3
1384,1384,1991,191,13.4
1385,1385,1991,194,13.4
1386,1386,1991,197,13.2
1387,1387,1991,200,13.5
1388,1388,1991,203,13.7
1389,1389,1991,206,14.0
1390,1390,1991,209,14.0
1391,1391,1991,212,14.2
1392,1392,1991,215,14.4
1393,1393,1991,218,14.4
1394,1394,1991,221,13.6
1395,1395,1991,224,13.7
1396,1396,1991,227,14.0
1397,1397,1991,230,14.6
1398,1398,1991,233,14.7
1399,1399,1991,236,14.4
1400,1400,1991,239,13.8
1401,1401,1991,242,12.5
1402,1402,1991,245,12.9
1403,1403,1991,248,13.3
1404,1404,1991,251,13.3
1405,1405,1991,254,13.0
1406,1406,1991,257,13.0
1407,1407,1991,260,13.0
1408,1408,1991,263,13.1
1409,1409,1991,266,12.4
1410,1410,1991,269,12.3
1411,1411,1991,272,12.3
1412,1412,1991,275,12.2
1413,1413,1991,278,11.9
1414,1414,1991,281,11.6
1415,1415,1991,284,11.5
1416,1416,1991,287,11.4
1417,1417,1991,290,11.2
1418,1418,1991,293,10.7
1419,1419,1991,296,10.3
1420,1420,1991,299,9.8
1421,1421,1991,302,9.1
1422,1422,1991,305,8.7
1423,1423,1991,308,8.5
1424,1424,1991,311,8.6
1425,1425,1991,314,8.7
1426,1426,1991,317,8.7
1427,1427,1991,320,8.4
1428,1428,1991,323,8.3
1429,1429,1991,326,8.1
1430,1430,1991,329,8.0
1431,1431,1991,332,7.8
1432,1432,1991,335,7.5
1433,1433,1991,338,7.4
1434,1434,1991,341,7.5
1435,1435,1991,344,7.4
1436,1436,1991,347,7.2
1437,1437,1991,350,6.7
1438,1438,1991,353,6.6
1439,1439,1991,356,6.7
1440,1440,1991,360,6.8
1441,1441,1992,2,6.9
1442,1442,1992,5,6.8
1443,1443,1992,8,6.3
1444,1444,1992,11,6.4
1445,1445,1992,14,6.3
1446,1446,1992,17,6.3
1447,1447,1992,20,6.3
1448,1448,1992,23,6.3
1449,1449,1992,26,6.5
1450,1450,1992,29,6.7
1451,1451,1992,32,6.9
1452,1452,1992,35,6.9
1453,1453,1992,38,6.7
1454,1454,1992,41,6.7
1455,1455,1992,44,6.8
1456,1456,1992,47,6.9
1457,1457,1992,50,6.9
1458,1458,1992,53,6.8
1459,1459,1992,56,6.9
1460,1460,1992,59,7.1
1461,1461,1992,62,7.4
1462,1462,1992,65,7.4
1463,1463,1992,68,7.6
1464,1464,1992,71,7.8
1465,1465,1992,74,8.0
1466,1466,1992,77,8.2
1467,1467,1992,80,8.4
1468,1468,1992,83,8.5
1469,1469,1992,86,8.8
1470,1470,1992,89,8.4
1471,1471,1992,92,8.8
1472,1472,1992,95,9.2
1473,1473,1992,98,9.1
1474,1474,1992,101,9.3
1475,1475,1992,104,9.5
1476,1476,1992,107,9.5
1477,1477,1992,110,9.6
1478,1478,1992,113,9.7
1479,1479,1992,116,10.0
1480,1480,1992,119,10.3
1481,1481,1992,122,10.3
1482,1482,1992,125,10.5
1483,1483,1992,128,10.9
1484,1484,1992,131,10.8
1485,1485,1992,134,10.8
1486,1486,1992,137,11.3
1487,1487,1992,140,11.7
1488,1488,1992,143,11.9
1489,1489,1992,146,12.4
1490,1490,1992,149,12.9
1491,1491,1992,152,13.0
1492,1492,1992,155,12.7
1493,1493,1992,158,12.8
1494,1494,1992,161,13.2
1495,1495,1992,164,13.2
1496,1496,1992,167,13.0
1497,1497,1992,170,13.5
1498,1498,1992,173,13.8
1499,1499,1992,176,14.2
1500,1500,1992,179,14.4
1501,1501,1992,182,14.3
1502,1502,1992,185,14.1
1503,1503,1992,188,14.2
1504,1504,1992,191,14.6
1505,1505,1992,194,14.8
1506,1506,1992,197,15.0
1507,1507,1992,200,15.1
1508,1508,1992,203,15.3
1509,1509,1992,206,15.3
1510,1510,1992,209,15.4
1511,1511,1992,212,15.2
1512,1512,1992,215,15.1
1513,1513,1992,218,15.2
1514,1514,1992,221,14.9
1515,1515,1992,224,14.7
1516,1516,1992,227,15.1
1517,1517,1992,230,14.9
1518,1518,1992,233,14.7
1519,1519,1992,236,14.9
1520,1520,1992,239,14.9
1521,1521,1992,242,14.6
1522,1522,1992,245,14.2
1523,1523,1992,248,14.1
1524,1524,1992,251,13.6
1525,1525,1992,254,13.2
1526,1526,1992,257,12.8
1527,1527,1992,260,12.4
1528,1528,1992,263,12.3
1529,1529,1992,266,12.5
1530,1530,1992,269,12.3
1531,1531,1992,272,12.1
1532,1532,1992,275,12.0
1533,1533,1992,278,12.3
1534,1534,1992,281,11.9
1535,1535,1992,284,11.6
1536,1536,1992,287,11.3
1537,1537,1992,290,10.5
1538,1538,1992,293,10.4
1539,1539,1992,296,10.4
1540,1540,1992,299,10.4
1541,1541,1992,302,10.2
1542,1542,1992,305,10.0
1543,1543,1992,308,9.9
1544,1544,1992,311,9.7
1545,1545,1992,314,9.5
1546,1546,1992,317,9.1
1547,1547,1992,320,8.9
1548,1548,1992,323,8.9
1549,1549,1992,326,8.8
1550,1550,1992,329,8.5
1551,1551,1992,332,8.2
1552,1552,1992,335,8.1
1553,1553,1992,338,7.7
1554,1554,1992,341,7.4
1555,1555,1992,344,7.6
1556,1556,1992,347,7.3
1557,1557,1992,350,7.2
1558,1558,1992,353,7.0
1559,1559,1992,356,6.7
1560,1560,1992,361,6.5
1561,1561,1993,2,5.7
1562,1562,1993,5,5.5
1563,1563,1993,8,5.2
1564,1564,1993,11,5.1
1565,1565,1993,14,4.8
1566,1566,1993,17,4.9
1567,1567,1993,20,5.6
1568,1568,1993,23,5.6
1569,1569,1993,26,5.9
1570,1570,1993,29,5.9
1571,1571,1993,32,6.0
1572,1572,1993,35,6.1
1573,1573,1993,38,6.2
1574,1574,1993,41,6.4
1575,1575,1993,44,6.5
1576,1576,1993,47,6.3
1577,1577,1993,50,5.9
1578,1578,1993,53,5.7
1579,1579,1993,56,5.6
1580,1580,1993,59,5.7
1581,1581,1993,62,6.1
1582,1582,1993,65,6.6
1583,1583,1993,68,6.8
1584,1584,1993,71,6.9
1585,1585,1993,74,7.0
1586,1586,1993,77,7.1
1587,1587,1993,80,7.2
1588,1588,1993,83,7.5
1589,1589,1993,86,7.6
1590,1590,1993,89,7.9
1591,1591,1993,92,7.9
1592,1592,1993,95,8.2
1593,1593,1993,98,8.2
1594,1594,1993,101,8.3
1595,1595,1993,104,8.5
1596,1596,1993,107,8.7
1597,1597,1993,110,9.0
1598,1598,1993,113,9.2
1599,1599,1993,116,9.2
1600,1600,1993,119,9.3
1601,1601,1993,122,9.6
1602,1602,1993,125,9.8
1603,1603,1993,128,9.8
1604,1604,1993,131,10.1
1605,1605,1993,134,10.8
1606,1606,1993,137,11.6
1607,1607,1993,140,12.0
1608,1608,1993,143,11.8
1609,1609,1993,146,12.4
1610,1610,1993,149,13.0
1611,1611,1993,152,13.0
1612,1612,1993,155,13.1
1613,1613,1993,158,13.3
1614,1614,1993,161,13.0
1615,1615,1993,164,13.3
1616,1616,1993,167,13.5
1617,1617,1993,170,14.0
1618,1618,1993,173,13.7
1619,1619,1993,176,13.7
1620,1620,1993,179,14.0
1621,1621,1993,182,14.0
1622,1622,1993,185,14.1
1623,1623,1993,188,14.2
1624,1624,1993,191,14.5
1625,1625,1993,194,14.7
1626,1626,1993,197,14.8
1627,1627,1993,200,14.9
1628,1628,1993,203,14.6
1629,1629,1993,206,14.7
1630,1630,1993,209,15.0
1631,1631,1993,212,14.4
1632,1632,1993,215,14.8
1633,1633,1993,218,15.1
1634,1634,1993,221,15.3
1635,1635,1993,224,15.3
1636,1636,1993,227,15.1
1637,1637,1993,230,15.0
1638,1638,1993,233,15.1
1639,1639,1993,236,14.4
1640,1640,1993,239,14.2
1641,1641,1993,242,14.0
1642,1642,1993,245,13.9
1643,1643,1993,248,14.1
1644,1644,1993,251,14.3
1645,1645,1993,254,14.3
1646,1646,1993,257,13.6
1647,1647,1993,260,13.4
1648,1648,1993,263,12.9
1649,1649,1993,266,12.7
1650,1650,1993,269,12.6
1651,1651,1993,272,12.5
1652,1652,1993,275,12.3
1653,1653,1993,278,12.3
1654,1654,1993,281,12.1
1655,1655,1993,284,11.8
1656,1656,1993,287,11.6
1657,1657,1993,290,11.3
1658,1658,1993,293,11.0
1659,1659,1993,296,10.7
1660,1660,1993,299,10.5
1661,1661,1993,302,10.5
1662,1662,1993,305,10.3
1663,1663,1993,308,9.9
1664,1664,1993,311,9.6
1665,1665,1993,314,9.3
1666,1666,1993,317,9.1
1667,1667,1993,320,8.9
1668,1668,1993,323,8.6
1669,1669,1993,326,8.4
1670,1670,1993,329,7.5
1671,1671,1993,332,7.4
1672,1672,1993,335,7.6
1673,1673,1993,338,7.7
1674,1674,1993,341,7.5
1675,1675,1993,344,7.5
1676,1676,1993,347,7.5
1677,1677,1993,350,7.5
1678,1678,1993,353,7.1
1679,1679,1993,356,6.9
1680,1680,1993,360,6.7
1681,1681,1994,2,7.0
1682,1682,1994,5,7.0
1683,1683,1994,8,6.9
1684,1684,1994,11,6.9
1685,1685,1994,14,7.0
1686,1686,1994,17,7.0
1687,1687,1994,20,6.9
1688,1688,1994,23,7.0
1689,1689,1994,26,7.0
1690,1690,1994,29,7.0
1691,1691,1994,32,6.9
1692,1692,1994,35,6.8
1693,1693,1994,38,6.7
1694,1694,1994,41,6.5
1695,1695,1994,44,6.7
1696,1696,1994,47,6.8
1697,1697,1994,50,6.7
1698,1698,1994,53,6.7
1699,1699,1994,56,6.4
1700,1700,1994,59,6.5
1701,1701,1994,62,6.8
1702,1702,1994,65,6.8
1703,1703,1994,68,6.8
1704,1704,1994,71,7.0
1705,1705,1994,74,7.2
1706,1706,1994,77,7.3
1707,1707,1994,80,7.3
1708,1708,1994,83,7.2
1709,1709,1994,86,7.5
1710,1710,1994,89,8.1
1711,1711,1994,92,8.4
1712,1712,1994,95,8.5
1713,1713,1994,98,8.5
1714,1714,1994,101,8.6
1715,1715,1994,104,8.7
1716,1716,1994,107,8.8
1717,1717,1994,110,9.3
1718,1718,1994,113,9.7
1719,1719,1994,116,9.7
1720,1720,1994,119,10.1
1721,1721,1994,122,10.2
1722,1722,1994,125,10.5
1723,1723,1994,128,10.9
1724,1724,1994,131,11.2
1725,1725,1994,134,11.3
1726,1726,1994,137,11.5
1727,1727,1994,140,12.0
1728,1728,1994,143,12.2
1729,1729,1994,146,12.3
1730,1730,1994,149,11.9
1731,1731,1994,152,11.8
1732,1732,1994,155,12.2
1733,1733,1994,158,12.2
1734,1734,1994,161,12.6
1735,1735,1994,164,12.6
1736,1736,1994,167,12.1
1737,1737,1994,170,12.8
1738,1738,1994,173,13.3
1739,1739,1994,176,13.4
1740,1740,1994,179,13.8
1741,1741,1994,182,14.1
1742,1742,1994,185,14.0
1743,1743,1994,188,14.3
1744,1744,1994,191,14.2
1745,1745,1994,194,14.2
1746,1746,1994,197,14.6
1747,1747,1994,200,14.6
1748,1748,1994,203,14.8
1749,1749,1994,206,14.8
1750,1750,1994,209,15.0
1751,1751,1994,212,15.3
1752,1752,1994,215,15.6
1753,1753,1994,218,15.4
1754,1754,1994,221,15.1
1755,1755,1994,224,15.1
1756,1756,1994,227,15.3
1757,1757,1994,230,15.2
1758,1758,1994,233,15.1
1759,1759,1994,236,14.9
1760,1760,1994,239,14.9
1761,1761,1994,242,14.9
1762,1762,1994,245,14.7
1763,1763,1994,248,14.3
1764,1764,1994,251,14.0
1765,1765,1994,254,13.7
1766,1766,1994,257,13.6
1767,1767,1994,260,13.5
1768,1768,1994,263,13.5
1769,1769,1994,266,13.4
1770,1770,1994,269,13.3
1771,1771,1994,272,13.1
1772,1772,1994,275,12.8
1773,1773,1994,278,12.3
1774,1774,1994,281,11.9
1775,1775,1994,284,11.5
1776,1776,1994,287,11.2
1777,1777,1994,290,10.9
1778,1778,1994,293,10.7
1779,1779,1994,296,10.4
1780,1780,1994,299,10.1
1781,1781,1994,302,10.0
1782,1782,1994,305,9.7
1783,1783,1994,308,9.3
1784,1784,1994,311,9.0
1785,1785,1994,314,8.8
1786,1786,1994,317,8.6
1787,1787,1994,320,8.4
1788,1788,1994,323,8.1
1789,1789,1994,326,7.7
1790,1790,1994,329,7.6
1791,1791,1994,332,7.4
1792,1792,1994,335,7.3
1793,1793,1994,338,6.9
1794,1794,1994,341,6.7
1795,1795,1994,344,6.6
1796,1796,1994,347,6.6
1797,1797,1994,350,6.6
1798,1798,1994,353,6.8
1799,1799,1994,356,6.9
1800,1800,1994,360,6.7
1801,1801,1995,2,6.2
1802,1802,1995,5,5.9
1803,1803,1995,8,5.7
1804,1804,1995,11,6.1
1805,1805,1995,14,6.2
1806,1806,1995,17,6.2
1807,1807,1995,20,6.3
1808,1808,1995,23,6.1
1809,1809,1995,26,6.0
1810,1810,1995,29,6.3
1811,1811,1995,32,6.5
1812,1812,1995,35,6.6
1813,1813,1995,38,6.6
1814,1814,1995,41,6.5
1815,1815,1995,44,6.4
1816,1816,1995,47,6.2
1817,1817,1995,50,6.4
1818,1818,1995,53,6.5
1819,1819,1995,56,6.5
1820,1820,1995,59,6.5
1821,1821,1995,62,6.5
1822,1822,1995,65,6.5
1823,1823,1995,68,6.5
1824,1824,1995,71,6.8
1825,1825,1995,74,7.0
1826,1826,1995,77,7.2
1827,1827,1995,80,7.3
1828,1828,1995,83,7.3
1829,1829,1995,86,7.5
1830,1830,1995,89,7.9
1831,1831,1995,92,8.1
1832,1832,1995,95,8.5
1833,1833,1995,98,8.4
1834,1834,1995,101,8.5
1835,1835,1995,104,8.5
1836,1836,1995,107,8.7
1837,1837,1995,110,8.8
1838,1838,1995,113,9.3
1839,1839,1995,116,9.8
1840,1840,1995,119,10.1
1841,1841,1995,122,10.4
1842,1842,1995,125,10.5
1843,1843,1995,128,10.9
1844,1844,1995,131,11.3
1845,1845,1995,134,11.3
1846,1846,1995,137,11.4
1847,1847,1995,140,11.3
1848,1848,1995,143,11.7
1849,1849,1995,146,12.2
1850,1850,1995,149,12.8
1851,1851,1995,152,13.1
1852,1852,1995,155,13.3
1853,1853,1995,158,12.9
1854,1854,1995,161,13.1
1855,1855,1995,164,12.7
1856,1856,1995,167,12.8
1857,1857,1995,170,12.8
1858,1858,1995,173,13.3
1859,1859,1995,176,13.8
1860,1860,1995,179,13.9
1861,1861,1995,182,14.3
1862,1862,1995,185,14.3
1863,1863,1995,188,14.6
1864,1864,1995,191,14.3
1865,1865,1995,194,14.3
1866,1866,1995,197,14.4
1867,1867,1995,200,14.6
1868,1868,1995,203,15.1
1869,1869,1995,206,15.2
1870,1870,1995,209,14.9
1871,1871,1995,212,14.9
1872,1872,1995,215,15.1
1873,1873,1995,218,15.1
1874,1874,1995,221,14.5
1875,1875,1995,224,14.2
1876,1876,1995,227,14.0
1877,1877,1995,230,14.0
1878,1878,1995,233,13.9
1879,1879,1995,236,14.0
1880,1880,1995,239,13.8
1881,1881,1995,242,13.8
1882,1882,1995,245,13.8
1883,1883,1995,248,13.8
1884,1884,1995,251,13.8
1885,1885,1995,254,13.7
1886,1886,1995,257,13.7
1887,1887,1995,260,13.8
1888,1888,1995,263,13.8
1889,1889,1995,266,13.4
1890,1890,1995,269,13.1
1891,1891,1995,272,12.8
1892,1892,1995,275,12.4
1893,1893,1995,278,12.0
1894,1894,1995,281,11.7
1895,1895,1995,284,11.3
1896,1896,1995,287,11.1
1897,1897,1995,290,11.0
1898,1898,1995,293,10.8
1899,1899,1995,296,10.6
1900,1900,1995,299,10.2
1901,1901,1995,302,10.0
1902,1902,1995,305,9.5
1903,1903,1995,308,9.2
1904,1904,1995,311,8.9
1905,1905,1995,314,8.7
1906,1906,1995,317,8.5
1907,1907,1995,320,8.5
1908,1908,1995,323,8.6
1909,1909,1995,326,8.4
1910,1910,1995,329,8.4
1911,1911,1995,332,8.3
1912,1912,1995,335,8.2
1913,1913,1995,338,7.9
1914,1914,1995,341,7.4
1915,1915,1995,344,6.9
1916,1916,1995,347,7.1
1917,1917,1995,350,7.3
1918,1918,1995,353,7.3
1919,1919,1995,356,7.3
1920,1920,1995,360,6.9
1921,1921,1996,2,7.0
1922,1922,1996,5,6.9
1923,1923,1996,8,6.9
1924,1924,1996,11,6.9
1925,1925,1996,14,7.0
1926,1926,1996,17,6.8
1927,1927,1996,20,6.4
1928,1928,1996,23,6.2
1929,1929,1996,26,6.0
1930,1930,1996,29,5.6
1931,1931,1996,32,5.0
1932,1932,1996,35,5.0
1933,1933,1996,38,5.7
1934,1934,1996,41,5.8
1935,1935,1996,44,5.8
1936,1936,1996,47,6.1
1937,1937,1996,50,6.5
1938,1938,1996,53,6.7
1939,1939,1996,56,6.5
1940,1940,1996,59,6.2
1941,1941,1996,62,6.1
1942,1942,1996,65,6.1
1943,1943,1996,68,6.3
1944,1944,1996,71,6.6
1945,1945,1996,74,6.9
1946,1946,1996,77,7.2
1947,1947,1996,80,7.4
1948,1948,1996,83,7.5
1949,1949,1996,86,7.5
1950,1950,1996,89,7.7
1951,1951,1996,92,7.8
1952,1952,1996,95,7.8
1953,1953,1996,98,8.0
1954,1954,1996,101,8.4
1955,1955,1996,104,8.5
1956,1956,1996,107,8.7
1957,1957,1996,110,8.8
1958,1958,1996,113,9.1
1959,1959,1996,116,9.0
1960,1960,1996,119,9.2
1961,1961,1996,122,9.5
1962,1962,1996,125,9.7
1963,1963,1996,128,10.0
1964,1964,1996,131,10.3
1965,1965,1996,134,10.4
1966,1966,1996,137,10.7
1967,1967,1996,140,10.7
1968,1968,1996,143,10.6
1969,1969,1996,146,11.2
1970,1970,1996,149,11.3
1971,1971,1996,152,11.9
1972,1972,1996,155,12.2
1973,1973,1996,158,12.4
1974,1974,1996,161,12.6
1975,1975,1996,164,12.5
1976,1976,1996,167,12.8
1977,1977,1996,170,12.8
1978,1978,1996,173,13.1
1979,1979,1996,176,13.4
1980,1980,1996,179,13.7
1981,1981,1996,182,13.7
1982,1982,1996,185,13.6
1983,1983,1996,188,13.6
1984,1984,1996,191,13.9
1985,1985,1996,194,13.8
1986,1986,1996,197,13.5
1987,1987,1996,200,13.2
1988,1988,1996,203,13.0
1989,1989,1996,206,13.8
1990,1990,1996,209,14.2
1991,1991,1996,212,14.2
