Index,Region,Station,Latitude.W.,Longitude.N.,Tow_start_depth.m.,Tow_end_depth.m.,Bottom_depth.m.,Year,Month,Day,Time,Twilight,Season,ZC1-EUP,ZC2-AMP,ZC3-DEC,ZC4-CLG,ZC5-CSM,ZS2-CTH,ZS3-CHA,ZS4-LAR,misc,ZF1-ICT,ZS1-JEL,date,EWE-ZF1-ICT,EWE-ZC1-EUP,EWE-ZC2-AMP,EWE-ZC3-DEC,EWE-ZC4-CLG,EWE-ZC5-CSM,EWE-ZS1-JEL,EWE-ZS2-CTH,EWE-ZS3-CHA,EWE-ZS4-LAR
PBS2009046006201,Central Strait of Georgia,GS31,49.215,-123.33,150,0,179,2009,10,11,12:03,Daylight,Fall,0.398242995321485,0.933248564792358,0.228338459989853,0.378608398005059,1.63538337445801,0.015229484991998,1.21394325001384,0.281483548670163,0.0830021998463622,,,2009-10-11,0.02682438,0.6236571,0.5267421,0.1003785,0.7134958,0.5362458,0.002566339,0.03369962,0.2639829,1.247449
PBS2009046006601,Central Strait of Georgia,GS33,49.309,-123.674,125,0,136,2009,10,11,14:32,Daylight,Fall,0.0401894124984509,0.503412287503917,0.0036819000228087,0.077929499181566,0.72135760000963,0.0280765124837831,0.759384398386517,0.345023627079256,0.066894499427009,0.193288724952726,,2009-10-11,0.02682438,0.6236571,0.5267421,0.1003785,0.7134958,0.5362458,0.002566339,0.03369962,0.2639829,1.247449
PBS2010003005701,Central Strait of Georgia,GS26,49.404,-123.703,150,0,171,2010,2,9,15:41,Daylight,Winter,0.0690066150021775,0.239514299975342,0.0073088999999265,0.114885599886964,0.447353129808283,0.0095659650014247,0.0843514499555862,0.006764400041998,0.0001482000195252,0.0092370599996673,,2010-02-09,0.01944748,0.2478231,0.2842083,0.0434967,0.1681129,0.06777596,0.001547154,0.005235371,0.1473086,0.1431482
PBS2010003007301,Northern Strait of Georgia,GS34,49.829,-124.766,150,0,206,2010,2,10,15:59,Daylight,Winter,1.16084649001998,0.77593693508151,0.0138742200434128,0.223843199662977,1.74719837959756,0.0070364699993819,0.154274490187766,0.0167121000671584,0.0001482000195252,0.0001864799995867,,2010-02-10,0.01944748,0.2478231,0.2842083,0.0434967,0.1681129,0.06777596,0.001547154,0.005235371,0.1473086,0.1431482
PBS2010003006501,Northern Strait of Georgia,GS30,49.625,-124.151,150,0,213,2010,2,10,10:13,Daylight,Winter,1.05436924506482,0.85335305996169,0.0168620400002074,0.268181399686879,0.561298769941545,0.044905454998533,0.194588310017168,0.0105147000640584,0.01038180000048,0.0025244100010382,,2010-02-10,0.01944748,0.2478231,0.2842083,0.0434967,0.1681129,0.06777596,0.001547154,0.005235371,0.1473086,0.1431482
PBS2010003006101,Central Strait of Georgia,GS28,49.472,-124.026,135,0,145,2010,2,10,7:28,Daylight,Winter,0.240892987493318,0.437322577523917,0.009936755999823,0.127618200000016,0.435377362945591,0.0033570450001506,0.0873880109223421,0.0028269000020185,0.000550800016146,0.0204205049961183,,2010-02-10,0.01944748,0.2478231,0.2842083,0.0434967,0.1681129,0.06777596,0.001547154,0.005235371,0.1473086,0.1431482
PBS2010003006901,Northern Strait of Georgia,GS32,49.771,-124.459,150,0,189,2010,2,10,13:16,Daylight,Winter,0.0224840550068731,0.194331404981817,0.0017884800090493,0.169901999691205,0.272001584975334,0.0151452449980692,0.10299558002688,0.0057703499949037,0.011346600038142,0.0001493100027474,,2010-02-10,0.01944748,0.2478231,0.2842083,0.0434967,0.1681129,0.06777596,0.001547154,0.005235371,0.1473086,0.1431482
PBS2010003009101,Northern Strait of Georgia,GS42,49.77,-124.671,145,0,156,2010,2,12,7:12,Daylight,Winter,0.467414256992721,0.153642246494109,0.0105939899995234,0.142666080198329,0.316234500904,0.00387180450008,0.0632261480724339,0.0088605150129229,0.000165299977206,0.0051253439953332,,2010-02-12,0.01915388,0.2412489,0.2776389,0.04285743,0.1628618,0.06639054,0.001501606,0.004932275,0.1444255,0.1746422
PBS2010003011501,Central Strait of Georgia,GS54,48.945,-123.298,150,0,176,2010,2,13,15:33,Daylight,Winter,0.0695580899770051,0.475565595001109,0.108833760007439,0.149852999743654,0.511826654095248,0.0032544450004698,0.188939610127575,0.0212859001151874,0.0002220000240114,0.0002992499984256,,2010-02-13,0.01915388,0.2412489,0.2776389,0.04285743,0.1628618,0.06639054,0.001501606,0.004932275,0.1444255,0.1746422
IOS2010012015801,Central Strait of Georgia,GEO1,49.249,-123.75,390,0,401,2010,6,4,7:53,Daylight,Summer,3.34273055976004,0.248115504009703,0.14183629199822,3.30512676026599,1.94921630113213,0.152240283128246,0.642850102128975,0.022537710381055,0.0120010800126578,0.0224242199993956,,2010-06-04,0.01787191,0.4661633,0.3293287,0.08128249,0.6705861,0.6429174,0.001034037,0.02488383,0.1777191,1.504867
PBS2010017000101,Central Strait of Georgia,GEO4,49.286,-123.771,230,0,348,2010,6,16,13:30,Daylight,Summer,0.21603320391022,1.01679386705923,0.0936045720542472,0.304605559692043,1.07259402729498,0.203389092011375,0.58882079307769,0.0161770498366439,0.0521170823346895,0.0078700020015166,,2010-06-16,0.01905086,0.5003437,0.3689524,0.08513661,0.6809704,0.6366821,0.001174357,0.03074428,0.195737,0.8930888
PBS2010017000601,Central Strait of Georgia,GS03,49.213,-123.338,150,0,185,2010,6,16,19:01,Daylight,Summer,5.52104326458381,0.657256290064542,0.388303739944122,0.131608800917473,0.184001087382358,0.17485388993779,0.624649890245899,0.0574749000722336,0.0119730003517098,,0.0190024800011109,2010-06-16,0.01905086,0.5003437,0.3689524,0.08513661,0.6809704,0.6366821,0.001174357,0.03074428,0.195737,0.8930888
IOS2010020001501,Central Strait of Georgia,GEO1,49.25,-123.75,400,0,405,2010,6,28,12:00,Daylight,Summer,1.86991519985476,3.6723169598825,0.312274079983964,3.04220479776389,2.33081584464234,0.138063599999702,0.848158480135604,0.0266975999843328,0.0094928001894544,0.0503630400058598,,2010-06-28,0.0202283,0.5519978,0.3989391,0.09209847,0.7638174,0.6512783,0.001318687,0.03369552,0.2088219,1.47955
PBS2010017033301,Northern Strait of Georgia,GS05,50.003,-125.044,150,0,163,2010,7,3,10:30,Daylight,Summer,1.05239425535857,0.0391663350141203,0.0562523400772151,0.0520620024811176,0.272768488776211,0.0528603299713758,0.209398619912592,0.0058990499180802,0.013118999456787,0.0141523199848731,0.0341032650007277,2010-07-03,0.02096061,0.585812,0.4191652,0.09688628,0.8111482,0.6876603,0.00141332,0.03651226,0.2183709,1.6341
PBS2010017033901,Northern Strait of Georgia,GS07,49.897,-124.941,135,0,145,2010,7,3,13:13,Daylight,Summer,0.0059913405286952,0.629010643480997,0.0151418160041184,0.0793475990624849,0.370585288327365,0.0228032415228832,0.300773439132928,0.0080578800161538,0.0022793401282435,,0.0431888624998053,2010-07-03,0.02096061,0.585812,0.4191652,0.09688628,0.8111482,0.6876603,0.00141332,0.03651226,0.2183709,1.6341
PBS2010017034501,Northern Strait of Georgia,GS09,49.794,-124.896,115,0,124,2010,7,3,15:56,Daylight,Summer,0.102498476615832,0.0597697205693971,0.18700586991527,0.252667424053541,0.286566549746217,0.0244453544602037,0.0453212699470872,0.0065853600424946,0.0012512000335809,0.0069455400003675,,2010-07-03,0.02096061,0.585812,0.4191652,0.09688628,0.8111482,0.6876603,0.00141332,0.03651226,0.2183709,1.6341
PBS2010017043101,Central Strait of Georgia,GS39,49.017,-123.275,130,0,139,2010,7,7,11:35,Daylight,Summer,10.4844200896197,0.101104653012286,0.686773620007002,0.343640442871645,0.421687321575662,0.0694093140002048,0.86690874394909,0.153615929700363,0.0096397601015508,,,2010-07-07,0.02134985,0.6017998,0.4301882,0.09913787,0.830292,0.7043962,0.001466439,0.037999,0.2235554,1.657373
PBS2010017043501,Central Strait of Georgia,GS41,49.006,-123.489,150,0,196,2010,7,7,13:30,Daylight,Summer,5.24397900000715,2.62160765993638,1.43366112008784,0.312161999159785,0.635598945543523,0.422194679984078,0.531949650049787,0.0373113001240745,0.0055955995405566,0.161072100004716,,2010-07-07,0.02134985,0.6017998,0.4301882,0.09913787,0.830292,0.7043962,0.001466439,0.037999,0.2235554,1.657373
IOS2010015015601,Central Strait of Georgia,GEO1,49.25,-123.752,390,0,397,2010,9,13,4:11,Night,Fall,1.02091399789824,1.29021168898792,0.338258699993811,2.24041427891919,2.01514906690542,0.0518479649875778,0.607892687954273,,0.0081697184560009,,0.0232388519997816,2010-09-13,0.02624273,0.6523166,0.5290124,0.105628,0.7798667,0.5891232,0.002417016,0.03645746,0.2649119,1.656569
PBS2010018010201,Central Strait of Georgia,GS15,49.116,-123.597,150,0,165,2010,10,10,12:26,Daylight,Fall,0.272086800032578,0.802718624968124,0.0253395000927774,0.289351793698148,0.339782416078165,0.0157092750108684,0.236720429768807,0.0471383999355276,0.0006191999506704,0.0028620899980545,0.0199003349991264,2010-10-10,0.02804415,0.6740305,0.5612298,0.1056138,0.7708513,0.5565844,0.002761813,0.03732505,0.2781431,1.081605
PBS2010018028801,Northern Strait of Georgia,GS25,49.549,-124.581,141,0,171,2010,10,22,18:33,Daylight,Fall,7.87832525496083,1.37459790328987,,0.366151055763462,1.33281935922296,0.0088563509880971,0.191922488029212,0.0438655232030717,0.0048278400613107,,,2010-10-22,0.02879958,0.7049224,0.5699783,0.1090898,0.8286337,0.5918285,0.002882849,0.03795118,0.2822652,1.440414
PBS2010018028401,Northern Strait of Georgia,GS23,49.634,-124.675,106,0,118,2010,10,22,17:02,Daylight,Fall,0.160405591788703,0.0254851454027175,,0.0477487599609869,0.257846197506765,0.0035220725994567,0.0421562422280693,0.0028025339999453,0.0182777920487083,,,2010-10-22,0.02879958,0.7049224,0.5699783,0.1090898,0.8286337,0.5918285,0.002882849,0.03795118,0.2822652,1.440414
PBS2010018030401,Central Strait of Georgia,GS33,49.309,-123.536,150,0,169,2010,10,23,13:46,Daylight,Fall,0.11964492000177,0.2817385800243,0.0081205200000864,0.107937000044777,0.450689579111125,0.0061854299995947,0.188761200157824,0.0051655499903322,0.003501000274095,,,2010-10-23,0.02879958,0.7049224,0.5699783,0.1090898,0.8286337,0.5918285,0.002882849,0.03795118,0.2822652,1.440414
PBS2011002029301,Central Strait of Georgia,GS18,48.933,-123.345,148,0,186,2011,2,20,9:00,Daylight,Winter,0.0748998252063385,0.11568797399369,0.008032492800748,0.077363151982806,0.176661724992296,0.0009878111995648,0.0405816592134172,0.0032185559934834,7.6367982154752e-05,0.0077184071963213,,2011-02-20,0.01971934,0.2414256,0.2808954,0.04254135,0.154948,0.06188107,0.001572296,0.004695415,0.1454801,0.202791
PBS2011002036301,Northern Strait of Georgia,GS42,49.833,-124.965,150,0,175,2011,2,23,17:41,Daylight,Winter,0.0137668799997459,0.154353015009366,0.102468240000826,0.119737800028577,0.307800346281744,0.0032665949999373,0.0914781599385449,0.0246334499890259,0.0013997999406768,0.0026252099993529,,2011-02-23,0.01941639,0.2348356,0.2746371,0.04192507,0.1494677,0.06114613,0.001525543,0.004447497,0.1427948,0.2331429
PBS2011002036001,Northern Strait of Georgia,GS41,49.742,-124.828,120,0,130,2011,2,23,15:54,Daylight,Winter,5.07770574004341,0.193383383992981,,0.0913411201765315,0.838443360906943,0.0011647800006899,0.0561778317603132,0.0186364799685331,0.0002990400952732,,,2011-02-23,0.01941639,0.2348356,0.2746371,0.04192507,0.1494677,0.06114613,0.001525543,0.004447497,0.1427948,0.2331429
PBS2011002043201,Northern Strait of Georgia,GS65,49.491,-124.07,150,0,178,2011,2,27,10:48,Daylight,Winter,0.230633295005383,0.189679665005097,0.02070684,0.104274599967021,0.130660949938031,0.0074663099986458,0.119285040020042,0.004040550001417,8.6999985468e-05,0.0132117300038468,,2011-02-27,0.01883145,0.2224218,0.2631927,0.04072344,0.138904,0.06035346,0.00143666,0.004028456,0.137923,0.2666711
IOS2011016015001,Northern Strait of Georgia,CPF2,49.468,-124.502,339,0,350,2011,6,2,6:38,Daylight,Summer,2.05093142679541,0.929024279611681,0.319273727274213,2.28972125786352,0.699990794937331,0.399380476546921,0.470849981452034,0.0645428878852499,0.0217949876615126,0.0674824248051043,0.0233714397007594,2011-06-02,0.01594436,0.3514424,0.2652179,0.0670702,0.4945033,0.5198196,0.000841935,0.01288334,0.1477703,1.691993
IOS2011016015301,Central Strait of Georgia,GEO1,49.247,-123.746,390,0,398,2011,6,2,10:46,Daylight,Summer,1.91893240531971,1.94067638724607,0.130417560020914,3.03312047784091,1.46067745189766,0.779347764140361,0.960693161664801,0.0233379899213163,0.0047158802912691,6.0605999169534e-05,,2011-06-02,0.01594436,0.3514424,0.2652179,0.0670702,0.4945033,0.5198196,0.000841935,0.01288334,0.1477703,1.691993
IOS2011009006601,Central Strait of Georgia,GEO1,49.25,-123.75,400,0,405,2011,6,25,12:00,Daylight,Summer,1.36008483985761,3.66777443995112,0.314249760003017,11.7514032002265,2.69265929893302,0.118974960034239,3.14599719936378,0.0168539999836956,0.0255695998867696,0.0044839199988374,,2011-06-25,0.01810361,0.4626656,0.3405285,0.08149946,0.6449454,0.6238413,0.001036671,0.02628068,0.1838748,1.254313
IOS2011017017201,Northern Strait of Georgia,CPF2,49.467,-124.5,318,0,328,2011,9,11,16:58,Daylight,Fall,4.31279190614826,2.57095949929085,0.007923160800783,7.94974178261218,1.97858102118601,0.0944754785824133,0.455152318783122,0.152709642438262,0.003458567130808,0.0150401915990117,,2011-09-11,0.02411019,0.59615,0.4894812,0.09972476,0.7154348,0.5532243,0.00202909,0.03478638,0.2485559,1.448072
IOS2011017017401,Central Strait of Georgia,GEO1,49.25,-123.75,392,0,403,2011,9,11,21:15,Night,Fall,4.20422520548486,1.08684453932119,0.278223724808247,1.56121055942817,2.58098048967528,0.0400177513054794,0.571179672002821,0.0024096240024625,0.003713022844685,,,2011-09-11,0.02411019,0.59615,0.4894812,0.09972476,0.7154348,0.5532243,0.00202909,0.03478638,0.2485559,1.448072
IOS2012025014201,Central Strait of Georgia,GEO1,49.25,-123.751,377,0,398,2012,5,21,11:10,Daylight,Spring,0.785118183561265,1.66405590777483,0.390778595920414,2.49560729581465,2.28945657278408,0.174617352005337,0.268005076960921,0.0230509109774207,0.0126566440917482,0.0938037828117156,,2012-05-21,0.01496332,0.3082228,0.2504024,0.06224078,0.412627,0.4418466,0.0007841877,0.0104859,0.1398967,1.463735
IOS2012025013601,Northern Strait of Georgia,CPF2,49.467,-124.501,315,0,325,2012,5,21,5:26,Daylight,Spring,7.99207689939342,2.16424718984679,1.17444864576439,14.7326407137121,1.93322909698223,0.320875789274423,0.965755162539277,0.0192326400766962,0.0005506201639852,0.0478079279930331,,2012-05-21,0.01496332,0.3082228,0.2504024,0.06224078,0.412627,0.4418466,0.0007841877,0.0104859,0.1398967,1.463735
IOS2012025014001,Central Strait of Georgia,CPF1,49.367,-124.081,235,0,245,2012,5,21,8:57,Daylight,Spring,2.97998572011279,0.787491744396816,0.541620198007183,0.489004919844606,1.42537973971793,0.315114061379988,0.713194449403267,0.0227066401566207,0.0030427800178788,0.101848529998956,,2012-05-21,0.01496332,0.3082228,0.2504024,0.06224078,0.412627,0.4418466,0.0007841877,0.0104859,0.1398967,1.463735
IOS2012005002201,Northern Strait of Georgia,11,49.71,-124.722,300,0,307,2012,6,14,0:05,Night,Summer,0.550986089837643,3.04151298055082,0.398629080036986,6.12895198916486,2.14733050892739,0.0453402900315417,0.558651300296669,0.0126414000029322,0.052492799787192,0.0462205800036288,,2012-06-14,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
IOS2012005001001,Northern Strait of Georgia,22,49.67,-124.272,345,0,352,2012,6,14,7:52,Daylight,Summer,0.0250355456793385,0.381731252963086,0.0469078561284849,1.54662395963956,0.852602087238886,0.0641229075589373,0.234902357901183,0.11986024576569,0.0122695798536565,0.004051404000255,,2012-06-14,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
IOS2012005004401,Central Strait of Georgia,GEO1,49.25,-123.748,395,0,403,2012,6,15,16:30,Daylight,Summer,0.119457203754597,2.19215543680494,0.132329898811456,4.7730409526509,1.7899056343839,0.0559173060477906,0.80033019888532,0.0163577397213307,0.001020680013806,0.047965007990829,0.0428265319993641,2012-06-15,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
IOS2012005005301,Central Strait of Georgia,42,49.03,-123.441,312,0,320,2012,6,15,22:27,Daylight,Summer,0.0253750223340845,3.35636524052765,0.255771734261615,3.28050278244368,1.48308663324416,0.0283391784260335,0.923208935274998,0.0081909360714757,0.002741856077497,0.109578268815803,,2012-06-15,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
IOS2012005003001,Northern Strait of Georgia,CPF2,49.466,-124.499,320,0,325,2012,6,15,3:30,Daylight,Summer,0.1754757760022,2.47642572843798,0.0222819840007096,3.71232383815826,0.470625918217481,0.0233856000005567,0.119352831962422,,0.0116095999700928,0.0469472640005914,,2012-06-15,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
IOS2012005003701,Central Strait of Georgia,CPF1,49.367,-124.085,235,0,244,2012,6,15,7:49,Daylight,Summer,0.223048675487446,1.07425749756129,0.225678113774586,0.305033759682514,0.85038319606943,0.0529101090007536,0.237712135084697,0.0089274149510596,0.0243779600150588,0.018759908999467,,2012-06-15,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
PBS2012048005401,Northern Strait of Georgia,HARW.IS,49.875,-124.692,50,0,68,2012,6,16,18:54,Daylight,Summer,,0.0127039200159863,0.0533473199895341,0.00753959982049,0.0803436297160184,0.0094758750001265,0.0215744999943661,0.0036481500065808,,0.0020863499996795,0.0158526199992349,2012-06-16,0.01732414,0.4538261,0.3354418,0.08183128,0.6319913,0.6521596,0.0009773637,0.02701775,0.1824202,0.92301
PBS2012048005501,Northern Strait of Georgia,MARSH.PT,49.779,-124.643,50,0,71,2012,6,17,5:56,Daylight,Summer,5.288999464048e-05,0.0139126499985303,0.0179683200150827,0.0046636000529712,0.0279723847502233,0.0063860849999117,0.0024589799998776,0.0030880499903088,0.0001637999992508,,,2012-06-17,0.01757512,0.4594263,0.3431776,0.0823847,0.6334397,0.637661,0.001006185,0.02783531,0.1856697,0.8973596
IOS2012006004506,Central Strait of Georgia,42,49.034,-123.439,297,0,319,2012,9,21,19:53,Daylight,Fall,0.263183490468123,1.28432200046286,0.0164859948004811,0.829775232406137,1.39152835003861,0.138906989018572,0.289554744050827,0.845790658836442,0.230823647862725,,,2012-09-21,0.02475444,0.6457129,0.5108718,0.1071062,0.8008822,0.6407215,0.00219005,0.03777979,0.2593787,1.609043
IOS2012006007906,Northern Strait of Georgia,22,49.673,-124.276,343,0,365,2012,9,22,23:22,Night,Fall,1.51185214460536,2.93648165312135,0.0329444639069628,2.45440509976291,0.854712880455687,0.0308795697212781,0.205366310706976,1.14388784549035,0.0071865367156818,,,2012-09-22,0.02475444,0.6457129,0.5108718,0.1071062,0.8008822,0.6407215,0.00219005,0.03777979,0.2593787,1.609043
IOS2012006007506,Northern Strait of Georgia,11,49.709,-124.729,278,0,297,2012,9,22,19:43,Daylight,Fall,0.218861004251125,0.676131389319742,0.174969864106639,0.55070243391064,1.23276606661391,0.0515401992083822,0.406268199635155,0.292554690706796,0.0044090798504871,,,2012-09-22,0.02475444,0.6457129,0.5108718,0.1071062,0.8008822,0.6407215,0.00219005,0.03777979,0.2593787,1.609043
IOS2012006006706,Northern Strait of Georgia,CPF2,49.458,-124.519,288,0,311,2012,9,22,13:45,Daylight,Fall,3.05265600011415,2.61943148165036,0.0067153536005391,10.6141086682805,1.50796614418756,0.0222194016093696,0.243792922257371,0.0439853750573639,0.0033937924396861,,,2012-09-22,0.02475444,0.6457129,0.5108718,0.1071062,0.8008822,0.6407215,0.00219005,0.03777979,0.2593787,1.609043
IOS2012006006106,Central Strait of Georgia,CPF1,49.368,-124.085,227,0,245,2012,9,22,9:35,Daylight,Fall,0.0028033591918788,0.948811172432809,0.0114244560379418,0.10472690431673,0.786207687469759,0.0210036743840785,0.130636456793306,0.202168469478464,0.0106944246103685,,0.0251508509009772,2012-09-22,0.02475444,0.6457129,0.5108718,0.1071062,0.8008822,0.6407215,0.00219005,0.03777979,0.2593787,1.609043
IOS2012006005406,Central Strait of Georgia,GEO1,49.249,-123.746,376,0,400,2012,9,22,3:18,Night,Fall,3.96423515357348,1.6472427272447,0.0581100479981753,0.648312735099674,1.36887180768156,0.142682299235964,0.398085111319161,1.57014103486369,0.0240008289916345,,,2012-09-22,0.02475444,0.6457129,0.5108718,0.1071062,0.8008822,0.6407215,0.00219005,0.03777979,0.2593787,1.609043
PBS2013010000201,Central Strait of Georgia,GS01,49.198,-123.738,150,0,201,2013,3,1,16:36,Daylight,Spring,0.0572824499989577,0.188943719994325,0.0240942601227814,0.103558200071044,0.0927641848236497,0.0312587100055739,0.0056310300119893,0.0008972999849772,0.0016367997638742,0.0061525800045756,,2013-03-01,0.01800153,0.2212812,0.2607092,0.04181622,0.1437758,0.06480636,0.00135601,0.004234901,0.1370123,0.280072
PBS2013010002301,Central Strait of Georgia,GEO1,49.25,-123.75,390,0,399,2013,3,4,17:26,Daylight,Spring,0.0737494289919051,0.925650335982542,0.251535023381486,0.928326356638039,1.49304893138538,0.0099304920169943,0.178131953991508,0.0044939700539112,0.001895400427674,0.110935188023718,,2013-03-04,0.01774155,0.2160398,0.2556468,0.04126981,0.1396398,0.06472924,0.001316968,0.004050232,0.1348365,0.285907
PBS2013010001201,Central Strait of Georgia,FR01,49.079,-123.504,275,0,292,2013,3,4,8:33,Daylight,Spring,0.009506117539188,0.200276477504841,0.0402880500127255,0.627582999982659,0.7686671862528,0.0511089974953683,0.151235535110251,0.0054895499701333,0.0022935000150513,0.0508869900176091,,2013-03-04,0.01774155,0.2160398,0.2556468,0.04126981,0.1396398,0.06472924,0.001316968,0.004050232,0.1348365,0.285907
PBS2013010003401,Central Strait of Georgia,GS15,49.437,-123.767,150,0,165,2013,3,5,13:42,Daylight,Spring,0.0342520799839266,0.119242439998313,0.238272840410633,0.172126799906089,0.10113140971358,0.0064061550027573,0.0551207100788578,0.019566000102641,0.0007775998612542,0.0051659999822138,,2013-03-05,0.01748948,0.2112712,0.2508514,0.04082488,0.1362121,0.06513927,0.001279147,0.003882253,0.1327788,0.3024207
PBS2013010004101,Central Strait of Georgia,CPF1,49.367,-124.092,250,0,260,2013,3,5,18:43,Daylight,Spring,0.284855649997577,0.45148817498494,0.0249039000370782,0.452304000683612,0.399925225728121,0.0118203750003195,0.103879650032488,0.0018750000252075,0.003290001175843,0.0339590999776003,,2013-03-05,0.01748948,0.2112712,0.2508514,0.04082488,0.1362121,0.06513927,0.001279147,0.003882253,0.1327788,0.3024207
PBS2013010004301,Northern Strait of Georgia,GS19,49.523,-124.063,150,0,210,2013,3,6,8:18,Daylight,Spring,0.390685529988491,0.159858734980355,,0.173333400473749,0.106662434252716,0.0066916800012348,0.0945778199924623,0.0032517000023112,0.0009960001518084,0.0103093199981043,,2013-03-06,0.01748948,0.2112712,0.2508514,0.04082488,0.1362121,0.06513927,0.001279147,0.003882253,0.1327788,0.3024207
PBS2013010005101,Northern Strait of Georgia,CPF2,49.466,-124.499,315,0,326,2013,3,6,14:53,Daylight,Spring,0.0542409527850423,0.912067474472567,0.047412540170997,0.541602180113685,0.990593916373779,0.0272721330144837,0.257611158065175,0.0078586199665299,0.0396660672943088,0.0821582999152261,,2013-03-06,0.01748948,0.2112712,0.2508514,0.04082488,0.1362121,0.06513927,0.001279147,0.003882253,0.1327788,0.3024207
IOS2013012002601,Central Strait of Georgia,CPF1,49.367,-124.088,235,0,246,2013,4,11,15:02,Daylight,Spring,0.268945590956435,0.726837492701794,0.0852928738736584,1.9358294294995,1.27279258583522,0.0979511489483481,1.81795332644801,1.26675316649695,0.0766447782911176,0.231022155001212,,2013-04-11,0.0153736,0.2035988,0.2235619,0.0432828,0.1692161,0.138215,0.0009481504,0.003705139,0.1223225,0.7277758
IOS2013012003201,Northern Strait of Georgia,CPF2,49.468,-124.498,321,0,331,2013,4,11,19:30,Daylight,Spring,0.653972359876379,0.540040994975475,0.183064373322891,1.33330432333536,1.4019763436923,0.0032602364999745,0.779297283801977,0.626508540961021,0.0728451750076185,0.19392913183131,,2013-04-11,0.0153736,0.2035988,0.2235619,0.0432828,0.1692161,0.138215,0.0009481504,0.003705139,0.1223225,0.7277758
IOS2013012001801,Central Strait of Georgia,41,49.055,-123.389,235,0,242,2013,4,11,6:05,Daylight,Spring,0.964075606643416,0.146312315985766,0.74709921581568,6.30617330667791,2.52813806009076,0.127538095521741,1.20705024279426,0.19020405891462,0.102081179720382,0.051382232995448,,2013-04-11,0.0153736,0.2035988,0.2235619,0.0432828,0.1692161,0.138215,0.0009481504,0.003705139,0.1223225,0.7277758
IOS2013012005301,Northern Strait of Georgia,22,49.669,-124.27,340,0,350,2013,4,12,14:49,Daylight,Spring,0.371469331755057,0.398788278012018,0.138249575875643,3.40605880432184,1.10354698602268,0.0374345100007662,1.17065406776333,0.605633161334969,0.0536438401844119,0.104789495962632,,2013-04-12,0.0153736,0.2035988,0.2235619,0.0432828,0.1692161,0.138215,0.0009481504,0.003705139,0.1223225,0.7277758
IOS2013012004001,Northern Strait of Georgia,11,49.705,-124.723,293,0,300,2013,4,12,1:18,Night,Spring,0.344384844820431,0.417374632425088,0.147583396064021,0.8634557614438,0.570267657936853,0.0648607068207735,0.698217592392012,0.129660412575833,0.0264332880335286,0.293576858449251,,2013-04-12,0.0153736,0.2035988,0.2235619,0.0432828,0.1692161,0.138215,0.0009481504,0.003705139,0.1223225,0.7277758
IOS2013012005701,Central Strait of Georgia,GEO1,49.249,-123.746,399,0,409,2013,4,12,20:24,Daylight,Spring,0.441782447253656,0.311627738140738,0.130597487906565,6.35167621992187,1.76796202004637,0.0674953586761177,1.2563536450329,0.101340413822025,0.006206844459632,0.267032026744928,,2013-04-12,0.0153736,0.2035988,0.2235619,0.0432828,0.1692161,0.138215,0.0009481504,0.003705139,0.1223225,0.7277758
PBS2013043000401,Central Strait of Georgia,GS01,48.936,-123.398,150,0,166,2013,6,26,9:38,Daylight,Summer,2.99853663050354,1.28060105997279,0.153942119984164,0.210940200227723,0.873582232510882,0.0668877749761861,0.575400751265604,0.0053361000293278,0.002884199858496,0.0193384799999761,,2013-06-26,0.02019059,0.5440935,0.4030849,0.09105103,0.7316864,0.6380851,0.001334669,0.03408869,0.2105805,1.098936
IOS2013013004601,Central Strait of Georgia,41,49.055,-123.372,215,0,245,2013,6,29,20:47,Daylight,Summer,0.60824334210012,1.72996785145197,0.242417574004725,0.163509220928722,0.537335421519211,0.0559629090041914,1.87683609185929,,0.0049114598002392,,0.0475709429924961,2013-06-29,0.02046452,0.5510358,0.4100237,0.09205712,0.7370257,0.6334904,0.001374229,0.0345648,0.2135759,1.156788
IOS2013013006801,Northern Strait of Georgia,CPF2,49.463,-124.501,320,0,328,2013,6,30,14:17,Daylight,Summer,0.330328063851974,1.30102451205816,0.0892385277771191,3.20979584033436,2.26921148588163,0.0635751359817921,1.58726912062982,0.0089116799810457,0.009153282511872,0.0422365440005914,0.0920124800023968,2013-06-30,0.0207558,0.5613353,0.4171233,0.09356321,0.7509881,0.6359058,0.001415222,0.03511365,0.2167127,1.28031
