threeday_yrmo,threeday_yr,year,dayofyear,uPARxMixing
2799,234,2004,341,115.793
2800,234,2004,341,115.793
2801,234,2004,341,115.793
2802,234,2004,341,115.793
2803,234,2004,341,115.793
2804,234,2004,341,115.793
2805,234,2004,341,115.793
2806,234,2004,341,115.793
2807,234,2004,341,115.793
2808,234,2004,341,115.793
2809,235,2004,344,97.481
2810,235,2004,344,97.481
2811,235,2004,344,97.481
2812,235,2004,344,97.481
2813,235,2004,344,97.481
2814,235,2004,344,97.481
2815,235,2004,344,97.481
2816,235,2004,344,97.481
2817,235,2004,344,97.481
2818,235,2004,344,97.481
2819,235,2004,344,97.481
2820,235,2004,344,97.481
2821,236,2004,347,164.372
2822,236,2004,347,164.372
2823,236,2004,347,164.372
2824,236,2004,347,164.372
2825,236,2004,347,164.372
2826,236,2004,347,164.372
2827,236,2004,347,164.372
2828,236,2004,347,164.372
2829,236,2004,347,164.372
2830,236,2004,347,164.372
2831,236,2004,347,164.372
2832,236,2004,347,164.372
2833,237,2004,350,88.01
2834,237,2004,350,88.01
2835,237,2004,350,88.01
2836,237,2004,350,88.01
2837,237,2004,350,88.01
2838,237,2004,350,88.01
2839,237,2004,350,88.01
2840,237,2004,350,88.01
2841,237,2004,350,88.01
2842,237,2004,350,88.01
2843,237,2004,350,88.01
2844,237,2004,350,88.01
2845,238,2004,353,104.239
2846,238,2004,353,104.239
2847,238,2004,353,104.239
2848,238,2004,353,104.239
2849,238,2004,353,104.239
2850,238,2004,353,104.239
2851,238,2004,353,104.239
2852,238,2004,353,104.239
2853,238,2004,353,104.239
2854,238,2004,353,104.239
2855,238,2004,353,104.239
2856,238,2004,353,104.239
2857,239,2004,356,113.233
2858,239,2004,356,113.233
2859,239,2004,356,113.233
2860,239,2004,356,113.233
2861,239,2004,356,113.233
2862,239,2004,356,113.233
2863,239,2004,356,113.233
2864,239,2004,356,113.233
2865,239,2004,356,113.233
2866,239,2004,356,113.233
2867,239,2004,356,113.233
2868,239,2004,356,113.233
2869,240,2004,361,105.654
2870,240,2004,361,105.654
2871,240,2004,361,105.654
2872,240,2004,361,105.654
2873,240,2004,361,105.654
2874,240,2004,361,105.654
2875,240,2004,361,105.654
2876,240,2004,361,105.654
2877,240,2004,361,105.654
2878,240,2004,361,105.654
2879,240,2004,361,105.654
2880,240,2004,361,105.654
2881,241,2005,2,131.926
2882,241,2005,2,131.926
2883,241,2005,2,131.926
2884,241,2005,2,131.926
2885,241,2005,2,131.926
2886,241,2005,2,131.926
2887,241,2005,2,131.926
2888,241,2005,2,131.926
2889,241,2005,2,131.926
2890,241,2005,2,131.926
2891,241,2005,2,131.926
2892,241,2005,2,131.926
2893,242,2005,5,175.796
2894,242,2005,5,175.796
2895,242,2005,5,175.796
2896,242,2005,5,175.796
2897,242,2005,5,175.796
2898,242,2005,5,175.796
2899,242,2005,5,175.796
2900,242,2005,5,175.796
2901,242,2005,5,175.796
2902,242,2005,5,175.796
2903,242,2005,5,175.796
2904,242,2005,5,175.796
2905,243,2005,8,96.045
2906,243,2005,8,96.045
2907,243,2005,8,96.045
2908,243,2005,8,96.045
2909,243,2005,8,96.045
2910,243,2005,8,96.045
2911,243,2005,8,96.045
2912,243,2005,8,96.045
2913,243,2005,8,96.045
2914,243,2005,8,96.045
2915,243,2005,8,96.045
2916,243,2005,8,96.045
2917,244,2005,11,191.827
2918,244,2005,11,191.827
2919,244,2005,11,191.827
2920,244,2005,11,191.827
2921,244,2005,11,191.827
2922,244,2005,11,191.827
2923,244,2005,11,191.827
2924,244,2005,11,191.827
2925,244,2005,11,191.827
2926,244,2005,11,191.827
2927,244,2005,11,191.827
2928,244,2005,11,191.827
2929,245,2005,14,217.969
2930,245,2005,14,217.969
2931,245,2005,14,217.969
2932,245,2005,14,217.969
2933,245,2005,14,217.969
2934,245,2005,14,217.969
2935,245,2005,14,217.969
2936,245,2005,14,217.969
2937,245,2005,14,217.969
2938,245,2005,14,217.969
2939,245,2005,14,217.969
2940,245,2005,14,217.969
2941,246,2005,17,63.003
2942,246,2005,17,63.003
2943,246,2005,17,63.003
2944,246,2005,17,63.003
2945,246,2005,17,63.003
2946,246,2005,17,63.003
2947,246,2005,17,63.003
2948,246,2005,17,63.003
2949,246,2005,17,63.003
2950,246,2005,17,63.003
2951,246,2005,17,63.003
2952,246,2005,17,63.003
2953,247,2005,20,59.16
2954,247,2005,20,59.16
2955,247,2005,20,59.16
2956,247,2005,20,59.16
2957,247,2005,20,59.16
2958,247,2005,20,59.16
2959,247,2005,20,59.16
2960,247,2005,20,59.16
2961,247,2005,20,59.16
2962,247,2005,20,59.16
2963,247,2005,20,59.16
2964,247,2005,20,59.16
2965,248,2005,23,55.652
2966,248,2005,23,55.652
2967,248,2005,23,55.652
2968,248,2005,23,55.652
2969,248,2005,23,55.652
2970,248,2005,23,55.652
2971,248,2005,23,55.652
2972,248,2005,23,55.652
2973,248,2005,23,55.652
2974,248,2005,23,55.652
2975,248,2005,23,55.652
2976,248,2005,23,55.652
2977,249,2005,26,143.491
2978,249,2005,26,143.491
2979,249,2005,26,143.491
2980,249,2005,26,143.491
2981,249,2005,26,143.491
2982,249,2005,26,143.491
2983,249,2005,26,143.491
2984,249,2005,26,143.491
2985,249,2005,26,143.491
2986,249,2005,26,143.491
2987,249,2005,26,143.491
2988,249,2005,26,143.491
2989,250,2005,29,191.985
2990,250,2005,29,191.985
2991,250,2005,29,191.985
2992,250,2005,29,191.985
2993,250,2005,29,191.985
2994,250,2005,29,191.985
2995,250,2005,29,191.985
2996,250,2005,29,191.985
2997,250,2005,29,191.985
2998,250,2005,29,191.985
2999,250,2005,29,191.985
3000,250,2005,29,191.985
3001,251,2005,32,202.678
3002,251,2005,32,202.678
3003,251,2005,32,202.678
3004,251,2005,32,202.678
3005,251,2005,32,202.678
3006,251,2005,32,202.678
3007,251,2005,32,202.678
3008,251,2005,32,202.678
3009,251,2005,32,202.678
3010,251,2005,32,202.678
3011,251,2005,32,202.678
3012,251,2005,32,202.678
3013,252,2005,35,150.221
3014,252,2005,35,150.221
3015,252,2005,35,150.221
3016,252,2005,35,150.221
3017,252,2005,35,150.221
3018,252,2005,35,150.221
3019,252,2005,35,150.221
3020,252,2005,35,150.221
3021,252,2005,35,150.221
3022,252,2005,35,150.221
3023,252,2005,35,150.221
3024,252,2005,35,150.221
3025,253,2005,38,195.852
3026,253,2005,38,195.852
3027,253,2005,38,195.852
3028,253,2005,38,195.852
3029,253,2005,38,195.852
3030,253,2005,38,195.852
3031,253,2005,38,195.852
3032,253,2005,38,195.852
3033,253,2005,38,195.852
3034,253,2005,38,195.852
3035,253,2005,38,195.852
3036,253,2005,38,195.852
3037,254,2005,41,291.613
3038,254,2005,41,291.613
3039,254,2005,41,291.613
3040,254,2005,41,291.613
3041,254,2005,41,291.613
3042,254,2005,41,291.613
3043,254,2005,41,291.613
3044,254,2005,41,291.613
3045,254,2005,41,291.613
3046,254,2005,41,291.613
3047,254,2005,41,291.613
3048,254,2005,41,291.613
3049,255,2005,44,260.895
3050,255,2005,44,260.895
3051,255,2005,44,260.895
3052,255,2005,44,260.895
3053,255,2005,44,260.895
3054,255,2005,44,260.895
3055,255,2005,44,260.895
3056,255,2005,44,260.895
3057,255,2005,44,260.895
3058,255,2005,44,260.895
3059,255,2005,44,260.895
3060,255,2005,44,260.895
3061,256,2005,47,330.722
3062,256,2005,47,330.722
3063,256,2005,47,330.722
3064,256,2005,47,330.722
3065,256,2005,47,330.722
3066,256,2005,47,330.722
3067,256,2005,47,330.722
3068,256,2005,47,330.722
3069,256,2005,47,330.722
3070,256,2005,47,330.722
3071,256,2005,47,330.722
3072,256,2005,47,330.722
3073,257,2005,50,336.434
3074,257,2005,50,336.434
3075,257,2005,50,336.434
3076,257,2005,50,336.434
3077,257,2005,50,336.434
3078,257,2005,50,336.434
3079,257,2005,50,336.434
3080,257,2005,50,336.434
3081,257,2005,50,336.434
3082,257,2005,50,336.434
3083,257,2005,50,336.434
3084,257,2005,50,336.434
3085,258,2005,53,366.181
3086,258,2005,53,366.181
3087,258,2005,53,366.181
3088,258,2005,53,366.181
3089,258,2005,53,366.181
3090,258,2005,53,366.181
3091,258,2005,53,366.181
3092,258,2005,53,366.181
3093,258,2005,53,366.181
3094,258,2005,53,366.181
3095,258,2005,53,366.181
3096,258,2005,53,366.181
3097,259,2005,56,384.457
3098,259,2005,56,384.457
3099,259,2005,56,384.457
3100,259,2005,56,384.457
3101,259,2005,56,384.457
3102,259,2005,56,384.457
3103,259,2005,56,384.457
3104,259,2005,56,384.457
3105,259,2005,56,384.457
3106,259,2005,56,384.457
3107,259,2005,56,384.457
3108,259,2005,56,384.457
3109,260,2005,59,299.693
3110,260,2005,59,299.693
3111,260,2005,59,299.693
3112,260,2005,59,299.693
3113,260,2005,59,299.693
3114,260,2005,59,299.693
3115,260,2005,59,299.693
3116,260,2005,59,299.693
3117,260,2005,59,299.693
3118,260,2005,59,299.693
3119,260,2005,59,299.693
3120,260,2005,59,299.693
3121,261,2005,62,346.332
3122,261,2005,62,346.332
3123,261,2005,62,346.332
3124,261,2005,62,346.332
3125,261,2005,62,346.332
3126,261,2005,62,346.332
3127,261,2005,62,346.332
3128,261,2005,62,346.332
3129,261,2005,62,346.332
3130,261,2005,62,346.332
3131,261,2005,62,346.332
3132,261,2005,62,346.332
3133,262,2005,65,292.174
3134,262,2005,65,292.174
3135,262,2005,65,292.174
3136,262,2005,65,292.174
3137,262,2005,65,292.174
3138,262,2005,65,292.174
3139,262,2005,65,292.174
3140,262,2005,65,292.174
3141,262,2005,65,292.174
3142,262,2005,65,292.174
3143,262,2005,65,292.174
3144,262,2005,65,292.174
3145,263,2005,68,290.823
3146,263,2005,68,290.823
3147,263,2005,68,290.823
3148,263,2005,68,290.823
3149,263,2005,68,290.823
3150,263,2005,68,290.823
3151,263,2005,68,290.823
3152,263,2005,68,290.823
3153,263,2005,68,290.823
3154,263,2005,68,290.823
3155,263,2005,68,290.823
3156,263,2005,68,290.823
3157,264,2005,71,463.757
3158,264,2005,71,463.757
3159,264,2005,71,463.757
3160,264,2005,71,463.757
3161,264,2005,71,463.757
3162,264,2005,71,463.757
3163,264,2005,71,463.757
3164,264,2005,71,463.757
3165,264,2005,71,463.757
3166,264,2005,71,463.757
3167,264,2005,71,463.757
3168,264,2005,71,463.757
3169,265,2005,74,457.725
3170,265,2005,74,457.725
3171,265,2005,74,457.725
3172,265,2005,74,457.725
3173,265,2005,74,457.725
3174,265,2005,74,457.725
3175,265,2005,74,457.725
3176,265,2005,74,457.725
3177,265,2005,74,457.725
3178,265,2005,74,457.725
3179,265,2005,74,457.725
3180,265,2005,74,457.725
3181,266,2005,77,466.613
3182,266,2005,77,466.613
3183,266,2005,77,466.613
3184,266,2005,77,466.613
3185,266,2005,77,466.613
3186,266,2005,77,466.613
3187,266,2005,77,466.613
3188,266,2005,77,466.613
3189,266,2005,77,466.613
3190,266,2005,77,466.613
3191,266,2005,77,466.613
3192,266,2005,77,466.613
3193,267,2005,80,290.306
3194,267,2005,80,290.306
3195,267,2005,80,290.306
3196,267,2005,80,290.306
3197,267,2005,80,290.306
3198,267,2005,80,290.306
3199,267,2005,80,290.306
3200,267,2005,80,290.306
3201,267,2005,80,290.306
3202,267,2005,80,290.306
3203,267,2005,80,290.306
3204,267,2005,80,290.306
3205,268,2005,83,590.038
3206,268,2005,83,590.038
3207,268,2005,83,590.038
3208,268,2005,83,590.038
3209,268,2005,83,590.038
3210,268,2005,83,590.038
3211,268,2005,83,590.038
3212,268,2005,83,590.038
3213,268,2005,83,590.038
3214,268,2005,83,590.038
3215,268,2005,83,590.038
3216,268,2005,83,590.038
3217,269,2005,86,276.96
3218,269,2005,86,276.96
3219,269,2005,86,276.96
3220,269,2005,86,276.96
3221,269,2005,86,276.96
3222,269,2005,86,276.96
3223,269,2005,86,276.96
3224,269,2005,86,276.96
3225,269,2005,86,276.96
3226,269,2005,86,276.96
3227,269,2005,86,276.96
3228,269,2005,86,276.96
3229,270,2005,89,534.318
3230,270,2005,89,534.318
3231,270,2005,89,534.318
3232,270,2005,89,534.318
3233,270,2005,89,534.318
3234,270,2005,89,534.318
3235,270,2005,89,534.318
3236,270,2005,89,534.318
3237,270,2005,89,534.318
3238,270,2005,89,534.318
3239,270,2005,89,534.318
3240,270,2005,89,534.318
3241,271,2005,92,428.309
3242,271,2005,92,428.309
3243,271,2005,92,428.309
3244,271,2005,92,428.309
3245,271,2005,92,428.309
3246,271,2005,92,428.309
3247,271,2005,92,428.309
3248,271,2005,92,428.309
3249,271,2005,92,428.309
3250,271,2005,92,428.309
3251,271,2005,92,428.309
3252,271,2005,92,428.309
3253,272,2005,95,494.325
3254,272,2005,95,494.325
3255,272,2005,95,494.325
3256,272,2005,95,494.325
3257,272,2005,95,494.325
3258,272,2005,95,494.325
3259,272,2005,95,494.325
3260,272,2005,95,494.325
3261,272,2005,95,494.325
3262,272,2005,95,494.325
3263,272,2005,95,494.325
3264,272,2005,95,494.325
3265,273,2005,98,457.35
3266,273,2005,98,457.35
3267,273,2005,98,457.35
3268,273,2005,98,457.35
3269,273,2005,98,457.35
3270,273,2005,98,457.35
3271,273,2005,98,457.35
3272,273,2005,98,457.35
3273,273,2005,98,457.35
3274,273,2005,98,457.35
3275,273,2005,98,457.35
3276,273,2005,98,457.35
3277,274,2005,101,447.707
3278,274,2005,101,447.707
3279,274,2005,101,447.707
3280,274,2005,101,447.707
3281,274,2005,101,447.707
3282,274,2005,101,447.707
3283,274,2005,101,447.707
3284,274,2005,101,447.707
3285,274,2005,101,447.707
3286,274,2005,101,447.707
3287,274,2005,101,447.707
3288,274,2005,101,447.707
3289,275,2005,104,594.664
3290,275,2005,104,594.664
3291,275,2005,104,594.664
3292,275,2005,104,594.664
3293,275,2005,104,594.664
3294,275,2005,104,594.664
3295,275,2005,104,594.664
3296,275,2005,104,594.664
3297,275,2005,104,594.664
3298,275,2005,104,594.664
3299,275,2005,104,594.664
3300,275,2005,104,594.664
3301,276,2005,107,497.019
3302,276,2005,107,497.019
3303,276,2005,107,497.019
3304,276,2005,107,497.019
3305,276,2005,107,497.019
3306,276,2005,107,497.019
3307,276,2005,107,497.019
3308,276,2005,107,497.019
3309,276,2005,107,497.019
3310,276,2005,107,497.019
3311,276,2005,107,497.019
3312,276,2005,107,497.019
3313,277,2005,110,707.481
3314,277,2005,110,707.481
3315,277,2005,110,707.481
3316,277,2005,110,707.481
3317,277,2005,110,707.481
3318,277,2005,110,707.481
3319,277,2005,110,707.481
3320,277,2005,110,707.481
3321,277,2005,110,707.481
3322,277,2005,110,707.481
3323,277,2005,110,707.481
3324,277,2005,110,707.481
3325,278,2005,113,625.721
3326,278,2005,113,625.721
3327,278,2005,113,625.721
3328,278,2005,113,625.721
3329,278,2005,113,625.721
3330,278,2005,113,625.721
3331,278,2005,113,625.721
3332,278,2005,113,625.721
3333,278,2005,113,625.721
3334,278,2005,113,625.721
3335,278,2005,113,625.721
3336,278,2005,113,625.721
3337,279,2005,116,764.223
3338,279,2005,116,764.223
3339,279,2005,116,764.223
3340,279,2005,116,764.223
3341,279,2005,116,764.223
3342,279,2005,116,764.223
3343,279,2005,116,764.223
3344,279,2005,116,764.223
3345,279,2005,116,764.223
3346,279,2005,116,764.223
3347,279,2005,116,764.223
3348,279,2005,116,764.223
3349,280,2005,119,688.648
3350,280,2005,119,688.648
3351,280,2005,119,688.648
3352,280,2005,119,688.648
3353,280,2005,119,688.648
3354,280,2005,119,688.648
3355,280,2005,119,688.648
3356,280,2005,119,688.648
3357,280,2005,119,688.648
3358,280,2005,119,688.648
3359,280,2005,119,688.648
3360,280,2005,119,688.648
3361,281,2005,122,539.18
3362,281,2005,122,539.18
3363,281,2005,122,539.18
3364,281,2005,122,539.18
3365,281,2005,122,539.18
3366,281,2005,122,539.18
3367,281,2005,122,539.18
3368,281,2005,122,539.18
3369,281,2005,122,539.18
3370,281,2005,122,539.18
3371,281,2005,122,539.18
3372,281,2005,122,539.18
3373,282,2005,125,567.193
3374,282,2005,125,567.193
3375,282,2005,125,567.193
3376,282,2005,125,567.193
3377,282,2005,125,567.193
3378,282,2005,125,567.193
3379,282,2005,125,567.193
3380,282,2005,125,567.193
3381,282,2005,125,567.193
3382,282,2005,125,567.193
3383,282,2005,125,567.193
3384,282,2005,125,567.193
3385,283,2005,128,539.913
3386,283,2005,128,539.913
3387,283,2005,128,539.913
3388,283,2005,128,539.913
3389,283,2005,128,539.913
3390,283,2005,128,539.913
3391,283,2005,128,539.913
3392,283,2005,128,539.913
3393,283,2005,128,539.913
3394,283,2005,128,539.913
3395,283,2005,128,539.913
3396,283,2005,128,539.913
3397,284,2005,131,714.119
3398,284,2005,131,714.119
3399,284,2005,131,714.119
3400,284,2005,131,714.119
3401,284,2005,131,714.119
3402,284,2005,131,714.119
3403,284,2005,131,714.119
3404,284,2005,131,714.119
3405,284,2005,131,714.119
3406,284,2005,131,714.119
3407,284,2005,131,714.119
3408,284,2005,131,714.119
3409,285,2005,134,458.223
3410,285,2005,134,458.223
3411,285,2005,134,458.223
3412,285,2005,134,458.223
3413,285,2005,134,458.223
3414,285,2005,134,458.223
3415,285,2005,134,458.223
3416,285,2005,134,458.223
3417,285,2005,134,458.223
3418,285,2005,134,458.223
3419,285,2005,134,458.223
3420,285,2005,134,458.223
3421,286,2005,137,449.112
3422,286,2005,137,449.112
3423,286,2005,137,449.112
3424,286,2005,137,449.112
3425,286,2005,137,449.112
3426,286,2005,137,449.112
3427,286,2005,137,449.112
3428,286,2005,137,449.112
3429,286,2005,137,449.112
3430,286,2005,137,449.112
3431,286,2005,137,449.112
3432,286,2005,137,449.112
3433,287,2005,140,417.549
3434,287,2005,140,417.549
3435,287,2005,140,417.549
3436,287,2005,140,417.549
3437,287,2005,140,417.549
3438,287,2005,140,417.549
3439,287,2005,140,417.549
3440,287,2005,140,417.549
3441,287,2005,140,417.549
3442,287,2005,140,417.549
3443,287,2005,140,417.549
3444,287,2005,140,417.549
3445,288,2005,143,583.357
3446,288,2005,143,583.357
3447,288,2005,143,583.357
3448,288,2005,143,583.357
3449,288,2005,143,583.357
3450,288,2005,143,583.357
3451,288,2005,143,583.357
3452,288,2005,143,583.357
3453,288,2005,143,583.357
3454,288,2005,143,583.357
3455,288,2005,143,583.357
3456,288,2005,143,583.357
3457,289,2005,146,882.483
3458,289,2005,146,882.483
3459,289,2005,146,882.483
3460,289,2005,146,882.483
3461,289,2005,146,882.483
3462,289,2005,146,882.483
3463,289,2005,146,882.483
3464,289,2005,146,882.483
3465,289,2005,146,882.483
3466,289,2005,146,882.483
3467,289,2005,146,882.483
3468,289,2005,146,882.483
3469,290,2005,149,742.524
3470,290,2005,149,742.524
3471,290,2005,149,742.524
3472,290,2005,149,742.524
3473,290,2005,149,742.524
3474,290,2005,149,742.524
3475,290,2005,149,742.524
3476,290,2005,149,742.524
3477,290,2005,149,742.524
3478,290,2005,149,742.524
3479,290,2005,149,742.524
3480,290,2005,149,742.524
3481,291,2005,152,396.784
3482,291,2005,152,396.784
3483,291,2005,152,396.784
3484,291,2005,152,396.784
3485,291,2005,152,396.784
3486,291,2005,152,396.784
3487,291,2005,152,396.784
3488,291,2005,152,396.784
3489,291,2005,152,396.784
3490,291,2005,152,396.784
3491,291,2005,152,396.784
3492,291,2005,152,396.784
3493,292,2005,155,599.885
3494,292,2005,155,599.885
3495,292,2005,155,599.885
3496,292,2005,155,599.885
3497,292,2005,155,599.885
3498,292,2005,155,599.885
3499,292,2005,155,599.885
3500,292,2005,155,599.885
3501,292,2005,155,599.885
3502,292,2005,155,599.885
3503,292,2005,155,599.885
3504,292,2005,155,599.885
3505,293,2005,158,635.395
3506,293,2005,158,635.395
3507,293,2005,158,635.395
3508,293,2005,158,635.395
3509,293,2005,158,635.395
3510,293,2005,158,635.395
3511,293,2005,158,635.395
3512,293,2005,158,635.395
3513,293,2005,158,635.395
3514,293,2005,158,635.395
3515,293,2005,158,635.395
3516,293,2005,158,635.395
3517,294,2005,161,666.94
3518,294,2005,161,666.94
3519,294,2005,161,666.94
3520,294,2005,161,666.94
3521,294,2005,161,666.94
3522,294,2005,161,666.94
3523,294,2005,161,666.94
3524,294,2005,161,666.94
3525,294,2005,161,666.94
3526,294,2005,161,666.94
3527,294,2005,161,666.94
3528,294,2005,161,666.94
3529,295,2005,164,585.925
3530,295,2005,164,585.925
3531,295,2005,164,585.925
3532,295,2005,164,585.925
3533,295,2005,164,585.925
3534,295,2005,164,585.925
3535,295,2005,164,585.925
3536,295,2005,164,585.925
3537,295,2005,164,585.925
3538,295,2005,164,585.925
3539,295,2005,164,585.925
3540,295,2005,164,585.925
3541,296,2005,167,444.271
3542,296,2005,167,444.271
3543,296,2005,167,444.271
3544,296,2005,167,444.271
3545,296,2005,167,444.271
3546,296,2005,167,444.271
3547,296,2005,167,444.271
3548,296,2005,167,444.271
3549,296,2005,167,444.271
3550,296,2005,167,444.271
3551,296,2005,167,444.271
3552,296,2005,167,444.271
3553,297,2005,170,366.729
3554,297,2005,170,366.729
3555,297,2005,170,366.729
3556,297,2005,170,366.729
3557,297,2005,170,366.729
3558,297,2005,170,366.729
3559,297,2005,170,366.729
3560,297,2005,170,366.729
3561,297,2005,170,366.729
3562,297,2005,170,366.729
3563,297,2005,170,366.729
3564,297,2005,170,366.729
3565,298,2005,173,449.406
3566,298,2005,173,449.406
3567,298,2005,173,449.406
3568,298,2005,173,449.406
3569,298,2005,173,449.406
3570,298,2005,173,449.406
3571,298,2005,173,449.406
3572,298,2005,173,449.406
3573,298,2005,173,449.406
3574,298,2005,173,449.406
3575,298,2005,173,449.406
3576,298,2005,173,449.406
3577,299,2005,176,615.698
3578,299,2005,176,615.698
3579,299,2005,176,615.698
3580,299,2005,176,615.698
3581,299,2005,176,615.698
3582,299,2005,176,615.698
3583,299,2005,176,615.698
3584,299,2005,176,615.698
3585,299,2005,176,615.698
3586,299,2005,176,615.698
3587,299,2005,176,615.698
3588,299,2005,176,615.698
3589,300,2005,179,518.319
3590,300,2005,179,518.319
3591,300,2005,179,518.319
3592,300,2005,179,518.319
3593,300,2005,179,518.319
3594,300,2005,179,518.319
3595,300,2005,179,518.319
3596,300,2005,179,518.319
3597,300,2005,179,518.319
3598,300,2005,179,518.319
3599,300,2005,179,518.319
3600,300,2005,179,518.319
3601,301,2005,182,604.308
3602,301,2005,182,604.308
3603,301,2005,182,604.308
3604,301,2005,182,604.308
3605,301,2005,182,604.308
3606,301,2005,182,604.308
3607,301,2005,182,604.308
3608,301,2005,182,604.308
3609,301,2005,182,604.308
3610,301,2005,182,604.308
3611,301,2005,182,604.308
3612,301,2005,182,604.308
3613,302,2005,185,547.775
3614,302,2005,185,547.775
3615,302,2005,185,547.775
3616,302,2005,185,547.775
3617,302,2005,185,547.775
3618,302,2005,185,547.775
3619,302,2005,185,547.775
3620,302,2005,185,547.775
3621,302,2005,185,547.775
3622,302,2005,185,547.775
3623,302,2005,185,547.775
3624,302,2005,185,547.775
3625,303,2005,188,516.129
3626,303,2005,188,516.129
3627,303,2005,188,516.129
3628,303,2005,188,516.129
3629,303,2005,188,516.129
3630,303,2005,188,516.129
3631,303,2005,188,516.129
3632,303,2005,188,516.129
3633,303,2005,188,516.129
3634,303,2005,188,516.129
3635,303,2005,188,516.129
3636,303,2005,188,516.129
3637,304,2005,191,596.483
3638,304,2005,191,596.483
3639,304,2005,191,596.483
3640,304,2005,191,596.483
3641,304,2005,191,596.483
3642,304,2005,191,596.483
3643,304,2005,191,596.483
3644,304,2005,191,596.483
3645,304,2005,191,596.483
3646,304,2005,191,596.483
3647,304,2005,191,596.483
3648,304,2005,191,596.483
3649,305,2005,194,530.756
3650,305,2005,194,530.756
3651,305,2005,194,530.756
3652,305,2005,194,530.756
3653,305,2005,194,530.756
3654,305,2005,194,530.756
3655,305,2005,194,530.756
3656,305,2005,194,530.756
3657,305,2005,194,530.756
3658,305,2005,194,530.756
3659,305,2005,194,530.756
3660,305,2005,194,530.756
3661,306,2005,197,353.715
3662,306,2005,197,353.715
3663,306,2005,197,353.715
3664,306,2005,197,353.715
3665,306,2005,197,353.715
3666,306,2005,197,353.715
3667,306,2005,197,353.715
3668,306,2005,197,353.715
3669,306,2005,197,353.715
3670,306,2005,197,353.715
3671,306,2005,197,353.715
3672,306,2005,197,353.715
3673,307,2005,200,539.518
3674,307,2005,200,539.518
3675,307,2005,200,539.518
3676,307,2005,200,539.518
3677,307,2005,200,539.518
3678,307,2005,200,539.518
3679,307,2005,200,539.518
3680,307,2005,200,539.518
3681,307,2005,200,539.518
3682,307,2005,200,539.518
3683,307,2005,200,539.518
3684,307,2005,200,539.518
3685,308,2005,203,557.179
3686,308,2005,203,557.179
3687,308,2005,203,557.179
3688,308,2005,203,557.179
3689,308,2005,203,557.179
3690,308,2005,203,557.179
3691,308,2005,203,557.179
3692,308,2005,203,557.179
3693,308,2005,203,557.179
3694,308,2005,203,557.179
3695,308,2005,203,557.179
3696,308,2005,203,557.179
3697,309,2005,206,712.439
3698,309,2005,206,712.439
3699,309,2005,206,712.439
3700,309,2005,206,712.439
3701,309,2005,206,712.439
3702,309,2005,206,712.439
3703,309,2005,206,712.439
3704,309,2005,206,712.439
3705,309,2005,206,712.439
3706,309,2005,206,712.439
3707,309,2005,206,712.439
3708,309,2005,206,712.439
3709,310,2005,209,646.517
3710,310,2005,209,646.517
3711,310,2005,209,646.517
3712,310,2005,209,646.517
3713,310,2005,209,646.517
3714,310,2005,209,646.517
3715,310,2005,209,646.517
3716,310,2005,209,646.517
3717,310,2005,209,646.517
3718,310,2005,209,646.517
3719,310,2005,209,646.517
3720,310,2005,209,646.517
3721,311,2005,212,516.867
3722,311,2005,212,516.867
3723,311,2005,212,516.867
3724,311,2005,212,516.867
3725,311,2005,212,516.867
3726,311,2005,212,516.867
3727,311,2005,212,516.867
3728,311,2005,212,516.867
3729,311,2005,212,516.867
3730,311,2005,212,516.867
3731,311,2005,212,516.867
3732,311,2005,212,516.867
3733,312,2005,215,684.599
3734,312,2005,215,684.599
3735,312,2005,215,684.599
3736,312,2005,215,684.599
3737,312,2005,215,684.599
3738,312,2005,215,684.599
3739,312,2005,215,684.599
3740,312,2005,215,684.599
3741,312,2005,215,684.599
3742,312,2005,215,684.599
3743,312,2005,215,684.599
3744,312,2005,215,684.599
3745,313,2005,218,661.111
3746,313,2005,218,661.111
3747,313,2005,218,661.111
3748,313,2005,218,661.111
3749,313,2005,218,661.111
3750,313,2005,218,661.111
3751,313,2005,218,661.111
3752,313,2005,218,661.111
3753,313,2005,218,661.111
3754,313,2005,218,661.111
3755,313,2005,218,661.111
3756,313,2005,218,661.111
3757,314,2005,221,651.82
3758,314,2005,221,651.82
3759,314,2005,221,651.82
3760,314,2005,221,651.82
3761,314,2005,221,651.82
3762,314,2005,221,651.82
3763,314,2005,221,651.82
3764,314,2005,221,651.82
3765,314,2005,221,651.82
3766,314,2005,221,651.82
3767,314,2005,221,651.82
3768,314,2005,221,651.82
3769,315,2005,224,612.779
3770,315,2005,224,612.779
3771,315,2005,224,612.779
3772,315,2005,224,612.779
3773,315,2005,224,612.779
3774,315,2005,224,612.779
3775,315,2005,224,612.779
3776,315,2005,224,612.779
3777,315,2005,224,612.779
3778,315,2005,224,612.779
3779,315,2005,224,612.779
3780,315,2005,224,612.779
3781,316,2005,227,595.752
3782,316,2005,227,595.752
3783,316,2005,227,595.752
3784,316,2005,227,595.752
3785,316,2005,227,595.752
3786,316,2005,227,595.752
3787,316,2005,227,595.752
3788,316,2005,227,595.752
3789,316,2005,227,595.752
3790,316,2005,227,595.752
3791,316,2005,227,595.752
3792,316,2005,227,595.752
3793,317,2005,230,609.37
3794,317,2005,230,609.37
3795,317,2005,230,609.37
